sgetrf_nopiv	1	2359296	c5fba424	67.533931000
strsm	5	4718592	5f1ae26e	31.983858000
strsm	3	4718592	5f1ae26e	44.394856000
strsm	7	4718592	5f1ae26e	41.401791000
strsm	2	4718592	5f1ae26e	56.219198000
strsm	4	4718592	5f1ae26e	58.059433000
strsm	0	4718592	5f1ae26e	73.055259000
strsm	3	4718592	5f1ae26e	28.815221000
strsm	6	4718592	5f1ae26e	58.436428000
sgemm	7	7077888	19cb29ef	17.958630000
strsm	5	4718592	5f1ae26e	29.775520000
strsm	1	4718592	5f1ae26e	74.272921000
sgemm	2	7077888	19cb29ef	49.233546000
sgemm	5	7077888	19cb29ef	31.676601000
sgemm	3	7077888	19cb29ef	61.703808000
sgemm	0	7077888	19cb29ef	62.017891000
sgemm	0	7077888	19cb29ef	32.417011000
sgemm	6	7077888	19cb29ef	94.138731000
sgemm	0	7077888	19cb29ef	70.075427000
sgemm	1	7077888	19cb29ef	163.252134000
sgemm	2	7077888	19cb29ef	132.005377000
sgemm	6	7077888	19cb29ef	70.114290000
sgemm	4	7077888	19cb29ef	212.777757000
sgemm	3	7077888	19cb29ef	150.660887000
sgemm	6	7077888	19cb29ef	134.963122000
sgemm	0	7077888	19cb29ef	179.685639000
sgemm	4	7077888	19cb29ef	141.756897000
sgemm	7	7077888	19cb29ef	353.249989000
sgemm	5	7077888	19cb29ef	321.547034000
sgemm	6	7077888	19cb29ef	54.912761000
sgemm	0	7077888	19cb29ef	42.923216000
sgemm	2	7077888	19cb29ef	222.633747000
sgemm	5	7077888	19cb29ef	35.542276000
strsm	0	4718592	5f1ae26e	26.360923000
sgemm	5	7077888	19cb29ef	23.504568000
sgemm	3	7077888	19cb29ef	200.810845000
sgemm	6	7077888	19cb29ef	59.066894000
strsm	2	4718592	5f1ae26e	26.370897000
strsm	7	4718592	5f1ae26e	64.519466000
sgemm	3	7077888	19cb29ef	29.067438000
strsm	4	4718592	5f1ae26e	88.163553000
sgemm	6	7077888	19cb29ef	29.018771000
sgemm	0	7077888	19cb29ef	58.867007000
sgemm	6	7077888	19cb29ef	29.787362000
strsm	5	4718592	5f1ae26e	85.450676000
sgemm	6	7077888	19cb29ef	26.552718000
sgemm	0	7077888	19cb29ef	38.262584000
sgemm	4	7077888	19cb29ef	165.900089000
sgemm	5	7077888	19cb29ef	109.504487000
sgemm	7	7077888	19cb29ef	189.544583000
sgemm	6	7077888	19cb29ef	109.517847000
