sgetrf_nopiv	7	1048576	914f3bef	55.232690000
strsm	5	2097152	e6adb9cb	25.433396000
strsm	7	2097152	e6adb9cb	28.621165000
strsm	0	2097152	e6adb9cb	32.176277000
strsm	2	2097152	e6adb9cb	32.156894000
strsm	5	2097152	e6adb9cb	23.977974000
strsm	1	2097152	e6adb9cb	63.525492000
strsm	4	2097152	e6adb9cb	63.608516000
strsm	3	2097152	e6adb9cb	78.158688000
strsm	6	2097152	e6adb9cb	78.209703000
sgemm	0	3145728	45a71dee	57.611627000
strsm	7	2097152	e6adb9cb	61.372620000
sgemm	6	3145728	45a71dee	12.317472000
sgemm	4	3145728	45a71dee	26.908026000
sgemm	5	3145728	45a71dee	41.061523000
sgemm	2	3145728	45a71dee	58.380836000
sgemm	1	3145728	45a71dee	26.983011000
sgemm	3	3145728	45a71dee	68.324568000
sgemm	4	3145728	45a71dee	55.992639000
sgemm	5	3145728	45a71dee	55.993528000
sgemm	0	3145728	45a71dee	56.779737000
sgemm	2	3145728	45a71dee	56.032231000
sgemm	6	3145728	45a71dee	56.072780000
strsm	7	2097152	e6adb9cb	96.370457000
sgemm	4	3145728	45a71dee	39.905214000
sgemm	6	3145728	45a71dee	39.847532000
sgemm	2	3145728	45a71dee	39.910138000
sgemm	3	3145728	45a71dee	50.078514000
strsm	3	2097152	e6adb9cb	20.723562000
strsm	2	2097152	e6adb9cb	31.435563000
sgemm	0	3145728	45a71dee	71.370394000
strsm	4	2097152	e6adb9cb	31.484362000
sgemm	6	3145728	45a71dee	31.495770000
sgemm	2	3145728	45a71dee	35.938568000
sgemm	5	3145728	45a71dee	107.361664000
sgemm	0	3145728	45a71dee	35.951130000
sgemm	2	3145728	45a71dee	75.894887000
sgemm	5	3145728	45a71dee	75.894477000
sgemm	4	3145728	45a71dee	111.837513000
sgemm	6	3145728	45a71dee	111.852984000
sgemm	0	3145728	45a71dee	75.933840000
sgemm	7	3145728	45a71dee	168.226209000
sgemm	0	3145728	45a71dee	24.837417000
sgemm	5	3145728	45a71dee	95.382431000
sgemm	7	3145728	45a71dee	70.717223000
sgemm	0	3145728	45a71dee	70.733207000
sgemm	6	3145728	45a71dee	95.622766000
sgemm	4	3145728	45a71dee	95.647194000
sgemm	2	3145728	45a71dee	95.663238000
sgemm	3	3145728	45a71dee	233.418816000
sgemm	5	3145728	45a71dee	49.150880000
sgemm	7	3145728	45a71dee	60.546711000
sgemm	0	3145728	45a71dee	60.542479000
sgemm	2	3145728	45a71dee	72.800492000
sgemm	7	3145728	45a71dee	36.393612000
sgemm	4	3145728	45a71dee	96.931396000
sgemm	2	3145728	45a71dee	24.100805000
strsm	7	2097152	e6adb9cb	48.014105000
strsm	3	2097152	e6adb9cb	119.703739000
sgemm	2	3145728	45a71dee	48.500852000
sgemm	0	3145728	45a71dee	84.948008000
strsm	5	2097152	e6adb9cb	96.451814000
sgemm	6	3145728	45a71dee	145.514434000
sgemm	0	3145728	45a71dee	11.050199000
sgemm	6	3145728	45a71dee	11.032888000
sgemm	3	3145728	45a71dee	35.022454000
sgemm	2	3145728	45a71dee	34.581084000
sgemm	0	3145728	45a71dee	23.510250000
strsm	4	2097152	e6adb9cb	146.394166000
sgemm	7	3145728	45a71dee	98.345584000
sgemm	6	3145728	45a71dee	86.788556000
sgemm	5	3145728	45a71dee	109.311920000
sgemm	2	3145728	45a71dee	78.862817000
sgemm	0	3145728	45a71dee	80.702945000
sgemm	3	3145728	45a71dee	80.707548000
sgemm	5	3145728	45a71dee	5.958763000
sgemm	4	3145728	45a71dee	17.424235000
strsm	7	2097152	e6adb9cb	36.275138000
sgemm	0	3145728	45a71dee	25.327550000
sgemm	4	3145728	45a71dee	45.754687000
strsm	2	2097152	e6adb9cb	47.619080000
sgemm	3	3145728	45a71dee	45.760169000
sgemm	5	3145728	45a71dee	45.753772000
sgemm	7	3145728	45a71dee	26.902551000
sgemm	6	3145728	45a71dee	63.234026000
sgemm	7	3145728	45a71dee	40.412730000
sgemm	4	3145728	45a71dee	40.413394000
sgemm	5	3145728	45a71dee	40.403704000
sgemm	2	3145728	45a71dee	40.371732000
sgemm	0	3145728	45a71dee	60.838354000
strsm	6	2097152	e6adb9cb	40.395941000
sgemm	2	3145728	45a71dee	25.637171000
sgemm	0	3145728	45a71dee	25.637092000
strsm	3	2097152	e6adb9cb	62.507909000
sgemm	6	3145728	45a71dee	25.620759000
sgemm	5	3145728	45a71dee	53.802127000
sgemm	7	3145728	45a71dee	53.802310000
sgemm	6	3145728	45a71dee	28.123820000
sgemm	4	3145728	45a71dee	53.783847000
sgemm	0	3145728	45a71dee	28.151520000
sgemm	3	3145728	45a71dee	81.575394000
sgemm	2	3145728	45a71dee	81.597874000
sgemm	0	3145728	45a71dee	53.430694000
sgemm	5	3145728	45a71dee	53.432936000
sgemm	6	3145728	45a71dee	53.437537000
sgemm	7	3145728	45a71dee	53.440782000
sgemm	7	3145728	45a71dee	94.773825000
sgemm	4	3145728	45a71dee	149.292566000
sgemm	3	3145728	45a71dee	105.299363000
sgemm	0	3145728	45a71dee	109.295198000
sgemm	2	3145728	45a71dee	109.275338000
strsm	7	2097152	e6adb9cb	14.500837000
sgemm	5	3145728	45a71dee	109.310339000
