sgetrf_nopiv	3	3686400	617e5fe6	89.367265000
strsm	6	7372800	ff82dda0	67.941015000
strsm	0	7372800	ff82dda0	67.847496000
strsm	4	7372800	ff82dda0	91.733603000
strsm	1	7372800	ff82dda0	91.851927000
strsm	5	7372800	ff82dda0	154.900825000
strsm	2	7372800	ff82dda0	188.307489000
strsm	7	7372800	ff82dda0	188.284484000
strsm	6	7372800	ff82dda0	120.347467000
sgemm	1	11059200	24c84a50	103.966376000
sgemm	5	11059200	24c84a50	40.939263000
strsm	0	7372800	ff82dda0	169.293895000
strsm	3	7372800	ff82dda0	237.479668000
sgemm	4	11059200	24c84a50	146.606390000
sgemm	7	11059200	24c84a50	50.517048000
sgemm	7	11059200	24c84a50	78.836665000
sgemm	2	11059200	24c84a50	129.317022000
sgemm	6	11059200	24c84a50	129.406048000
sgemm	1	11059200	24c84a50	150.976182000
sgemm	7	11059200	24c84a50	52.969016000
sgemm	2	11059200	24c84a50	77.292350000
sgemm	0	11059200	24c84a50	177.067230000
sgemm	4	11059200	24c84a50	212.459045000
sgemm	7	11059200	24c84a50	81.648386000
sgemm	6	11059200	24c84a50	169.537132000
sgemm	7	11059200	24c84a50	36.902474000
sgemm	1	11059200	24c84a50	184.160975000
sgemm	2	11059200	24c84a50	136.930041000
strsm	7	7372800	ff82dda0	103.188099000
sgemm	6	11059200	24c84a50	105.156891000
sgemm	3	11059200	24c84a50	355.017645000
sgemm	0	11059200	24c84a50	178.612885000
sgemm	0	11059200	24c84a50	110.998000000
strsm	1	7372800	ff82dda0	173.002574000
strsm	6	7372800	ff82dda0	111.538357000
sgemm	2	11059200	24c84a50	205.384782000
sgemm	4	11059200	24c84a50	286.602157000
strsm	3	7372800	ff82dda0	145.040587000
sgemm	7	11059200	24c84a50	145.099715000
sgemm	0	11059200	24c84a50	33.890572000
sgemm	0	11059200	24c84a50	165.716304000
sgemm	3	11059200	24c84a50	166.062923000
sgemm	1	11059200	24c84a50	199.576678000
sgemm	7	11059200	24c84a50	197.519251000
sgemm	0	11059200	24c84a50	53.938923000
sgemm	2	11059200	24c84a50	220.249610000
sgemm	4	11059200	24c84a50	220.077350000
sgemm	6	11059200	24c84a50	293.071136000
sgemm	1	11059200	24c84a50	93.449334000
sgemm	4	11059200	24c84a50	56.745928000
sgemm	7	11059200	24c84a50	80.288008000
sgemm	6	11059200	24c84a50	47.998016000
sgemm	1	11059200	24c84a50	66.399574000
sgemm	4	11059200	24c84a50	73.086895000
sgemm	6	11059200	24c84a50	65.275205000
sgemm	1	11059200	24c84a50	108.367225000
sgemm	7	11059200	24c84a50	156.547091000
sgemm	3	11059200	24c84a50	269.610759000
sgemm	4	11059200	24c84a50	149.742336000
sgemm	6	11059200	24c84a50	126.780858000
sgemm	0	11059200	24c84a50	439.172656000
sgemm	1	11059200	24c84a50	225.095435000
sgemm	7	11059200	24c84a50	225.282722000
sgemm	2	11059200	24c84a50	445.306605000
sgetrf_nopiv	5	3686400	617e5fe6	1238.178715000
strsm	3	7372800	ff82dda0	68.920463000
strsm	1	7372800	ff82dda0	68.607342000
strsm	6	7372800	ff82dda0	99.093644000
strsm	4	7372800	ff82dda0	114.577025000
strsm	2	7372800	ff82dda0	99.107962000
strsm	5	7372800	ff82dda0	114.558883000
strsm	3	7372800	ff82dda0	45.638739000
sgemm	6	11059200	24c84a50	17.472248000
strsm	0	7372800	ff82dda0	132.421743000
strsm	7	7372800	ff82dda0	127.059764000
sgemm	1	11059200	24c84a50	58.581463000
sgemm	3	11059200	24c84a50	19.419136000
sgemm	4	11059200	24c84a50	40.133596000
sgemm	2	11059200	24c84a50	124.158147000
sgemm	7	11059200	24c84a50	106.301885000
sgemm	0	11059200	24c84a50	168.123153000
sgemm	6	11059200	24c84a50	183.978371000
sgemm	2	11059200	24c84a50	63.416850000
sgemm	7	11059200	24c84a50	83.519680000
sgemm	2	11059200	24c84a50	44.559894000
sgemm	3	11059200	24c84a50	253.089220000
sgemm	6	11059200	24c84a50	144.093387000
sgemm	7	11059200	24c84a50	157.778580000
sgemm	2	11059200	24c84a50	133.312279000
sgemm	3	11059200	24c84a50	92.996390000
