sgetrf_nopiv	2	2359296	c5fba424	93.527816000
sgemm	5	7077888	19cb29ef	206.302883000
sgemm	2	7077888	19cb29ef	84.230712000
sgemm	0	7077888	19cb29ef	69.233373000
sgemm	1	7077888	19cb29ef	54.601076000
sgemm	6	7077888	19cb29ef	54.599488000
sgemm	7	7077888	19cb29ef	173.818289000
sgemm	1	7077888	19cb29ef	119.057482000
sgemm	0	7077888	19cb29ef	167.178052000
sgemm	2	7077888	19cb29ef	185.419124000
sgemm	6	7077888	19cb29ef	130.904233000
sgemm	4	7077888	19cb29ef	203.054216000
sgemm	5	7077888	19cb29ef	203.447028000
sgemm	1	7077888	19cb29ef	29.777209000
sgemm	7	7077888	19cb29ef	30.065815000
sgemm	4	7077888	19cb29ef	57.693813000
sgemm	2	7077888	19cb29ef	75.245803000
sgemm	5	7077888	19cb29ef	57.288105000
sgemm	0	7077888	19cb29ef	75.277714000
sgemm	1	7077888	19cb29ef	57.876182000
sgemm	7	7077888	19cb29ef	72.009498000
sgemm	2	7077888	19cb29ef	72.503967000
sgemm	0	7077888	19cb29ef	72.528676000
sgemm	1	7077888	19cb29ef	71.941384000
sgemm	5	7077888	19cb29ef	72.536466000
sgemm	7	7077888	19cb29ef	94.399727000
sgemm	4	7077888	19cb29ef	109.413437000
sgemm	5	7077888	19cb29ef	68.851579000
sgemm	6	7077888	19cb29ef	217.376939000
sgemm	0	7077888	19cb29ef	94.616747000
sgemm	7	7077888	19cb29ef	83.584597000
sgemm	4	7077888	19cb29ef	107.797785000
sgemm	6	7077888	19cb29ef	85.766473000
sgemm	2	7077888	19cb29ef	205.829606000
sgemm	5	7077888	19cb29ef	136.986573000
sgemm	1	7077888	19cb29ef	205.852917000
sgemm	7	7077888	19cb29ef	85.609550000
sgemm	4	7077888	19cb29ef	81.099512000
sgemm	1	7077888	19cb29ef	113.702513000
sgemm	7	7077888	19cb29ef	113.461900000
sgemm	2	7077888	19cb29ef	113.672776000
sgemm	0	7077888	19cb29ef	224.957626000
sgemm	6	7077888	19cb29ef	164.227535000
sgemm	4	7077888	19cb29ef	93.753011000
sgemm	5	7077888	19cb29ef	113.828381000
sgemm	7	7077888	19cb29ef	76.104072000
sgemm	1	7077888	19cb29ef	76.104351000
strsm	6	4718592	5f1ae26e	76.104250000
sgemm	4	7077888	19cb29ef	76.101534000
sgemm	0	7077888	19cb29ef	76.099871000
sgemm	2	7077888	19cb29ef	73.175514000
sgemm	6	7077888	19cb29ef	52.140080000
sgemm	0	7077888	19cb29ef	44.430308000
sgemm	5	7077888	19cb29ef	128.180568000
sgemm	2	7077888	19cb29ef	80.155509000
sgemm	4	7077888	19cb29ef	80.241582000
sgemm	5	7077888	19cb29ef	52.692967000
sgemm	0	7077888	19cb29ef	63.002036000
sgemm	1	7077888	19cb29ef	115.199291000
strsm	6	4718592	5f1ae26e	63.001945000
sgemm	7	7077888	19cb29ef	115.200134000
sgemm	4	7077888	19cb29ef	43.938571000
sgemm	5	7077888	19cb29ef	73.174013000
sgemm	7	7077888	19cb29ef	62.858700000
sgemm	0	7077888	19cb29ef	62.858848000
sgemm	2	7077888	19cb29ef	97.790670000
sgemm	1	7077888	19cb29ef	62.900412000
sgemm	4	7077888	19cb29ef	116.198963000
sgemm	6	7077888	19cb29ef	136.796337000
sgemm	7	7077888	19cb29ef	74.359000000
sgemm	5	7077888	19cb29ef	74.359290000
sgemm	1	7077888	19cb29ef	74.360271000
sgemm	2	7077888	19cb29ef	74.564101000
sgemm	4	7077888	19cb29ef	107.953696000
sgemm	7	7077888	19cb29ef	95.906432000
sgemm	6	7077888	19cb29ef	96.339658000
sgemm	1	7077888	19cb29ef	95.886530000
sgemm	0	7077888	19cb29ef	170.267203000
sgemm	5	7077888	19cb29ef	95.948130000
sgemm	2	7077888	19cb29ef	205.350494000
sgemm	7	7077888	19cb29ef	109.657791000
sgemm	0	7077888	19cb29ef	109.648077000
sgemm	5	7077888	19cb29ef	109.642503000
sgemm	1	7077888	19cb29ef	109.673794000
sgemm	6	7077888	19cb29ef	109.673004000
sgemm	1	7077888	19cb29ef	9.425039000
sgemm	4	7077888	19cb29ef	119.111004000
sgemm	0	7077888	19cb29ef	38.833539000
sgemm	5	7077888	19cb29ef	38.371552000
sgemm	2	7077888	19cb29ef	96.480918000
sgemm	7	7077888	19cb29ef	96.540052000
sgemm	5	7077888	19cb29ef	57.663864000
sgemm	1	7077888	19cb29ef	87.122153000
sgemm	6	7077888	19cb29ef	147.626007000
sgemm	0	7077888	19cb29ef	123.906698000
sgemm	7	7077888	19cb29ef	66.211157000
strsm	6	4718592	5f1ae26e	75.005758000
sgemm	1	7077888	19cb29ef	127.048833000
sgemm	7	7077888	19cb29ef	60.812663000
sgemm	5	7077888	19cb29ef	127.055441000
sgemm	4	7077888	19cb29ef	237.776334000
sgemm	7	7077888	19cb29ef	49.186447000
sgemm	4	7077888	19cb29ef	25.588238000
sgemm	2	7077888	19cb29ef	250.953243000
sgemm	7	7077888	19cb29ef	74.690591000
sgemm	1	7077888	19cb29ef	123.909766000
sgemm	5	7077888	19cb29ef	123.928459000
sgemm	4	7077888	19cb29ef	100.036516000
sgemm	0	7077888	19cb29ef	263.773299000
sgemm	5	7077888	19cb29ef	78.987036000
sgemm	6	7077888	19cb29ef	203.888308000
sgemm	7	7077888	19cb29ef	104.510238000
sgemm	5	7077888	19cb29ef	48.743749000
sgemm	0	7077888	19cb29ef	95.148116000
sgemm	2	7077888	19cb29ef	211.686845000
sgemm	5	7077888	19cb29ef	84.061258000
sgemm	1	7077888	19cb29ef	211.883928000
sgemm	6	7077888	19cb29ef	161.857769000
sgemm	4	7077888	19cb29ef	215.571760000
sgemm	0	7077888	19cb29ef	66.735671000
sgemm	7	7077888	19cb29ef	158.008188000
sgemm	1	7077888	19cb29ef	78.080220000
sgemm	4	7077888	19cb29ef	49.025178000
sgemm	5	7077888	19cb29ef	167.072479000
sgemm	6	7077888	19cb29ef	137.998740000
sgemm	0	7077888	19cb29ef	137.978402000
sgemm	7	7077888	19cb29ef	116.375965000
sgemm	1	7077888	19cb29ef	88.954929000
sgemm	2	7077888	19cb29ef	167.194397000
sgemm	5	7077888	19cb29ef	25.474437000
sgemm	0	7077888	19cb29ef	49.981448000
strsm	2	4718592	5f1ae26e	49.958754000
sgemm	1	7077888	19cb29ef	132.697544000
sgemm	4	7077888	19cb29ef	221.647100000
sgemm	2	7077888	19cb29ef	82.631851000
sgemm	0	7077888	19cb29ef	82.697812000
sgemm	5	7077888	19cb29ef	107.223245000
sgemm	6	7077888	19cb29ef	132.756939000
sgemm	7	7077888	19cb29ef	158.604522000
strsm	6	4718592	5f1ae26e	45.911802000
sgemm	4	7077888	19cb29ef	46.505892000
sgemm	2	7077888	19cb29ef	87.817536000
sgemm	7	7077888	19cb29ef	61.931251000
sgemm	1	7077888	19cb29ef	88.430167000
sgemm	7	7077888	19cb29ef	84.854057000
sgemm	2	7077888	19cb29ef	84.832743000
sgemm	1	7077888	19cb29ef	84.293542000
sgemm	4	7077888	19cb29ef	126.197001000
sgemm	5	7077888	19cb29ef	172.722345000
sgemm	6	7077888	19cb29ef	126.943376000
sgemm	7	7077888	19cb29ef	60.142378000
sgemm	5	7077888	19cb29ef	60.136180000
sgemm	0	7077888	19cb29ef	232.919449000
sgemm	1	7077888	19cb29ef	60.802903000
sgemm	1	7077888	19cb29ef	55.623469000
sgemm	4	7077888	19cb29ef	116.437017000
sgemm	6	7077888	19cb29ef	116.260041000
sgemm	7	7077888	19cb29ef	153.304936000
strsm	0	4718592	5f1ae26e	153.305003000
sgemm	5	7077888	19cb29ef	153.305148000
sgemm	2	7077888	19cb29ef	213.459256000
sgemm	1	7077888	19cb29ef	97.036176000
sgemm	6	7077888	19cb29ef	97.212732000
strsm	1	4718592	5f1ae26e	62.323328000
sgemm	4	7077888	19cb29ef	159.371929000
sgemm	7	7077888	19cb29ef	62.335028000
sgemm	6	7077888	19cb29ef	62.529481000
sgemm	2	7077888	19cb29ef	125.290759000
sgemm	0	7077888	19cb29ef	125.348231000
sgemm	7	7077888	19cb29ef	63.003471000
sgemm	1	7077888	19cb29ef	62.996739000
strsm	1	4718592	5f1ae26e	78.604842000
sgemm	0	7077888	19cb29ef	78.608769000
sgemm	2	7077888	19cb29ef	78.608856000
sgemm	7	7077888	19cb29ef	78.611208000
sgemm	4	7077888	19cb29ef	141.632863000
sgemm	7	7077888	19cb29ef	20.740872000
sgemm	5	7077888	19cb29ef	224.721080000
sgemm	6	7077888	19cb29ef	162.004899000
sgemm	1	7077888	19cb29ef	21.263629000
sgemm	4	7077888	19cb29ef	46.523761000
sgemm	6	7077888	19cb29ef	26.320568000
sgemm	6	7077888	19cb29ef	54.322527000
sgemm	4	7077888	19cb29ef	54.881767000
sgemm	5	7077888	19cb29ef	80.657974000
sgemm	2	7077888	19cb29ef	101.396837000
sgemm	0	7077888	19cb29ef	101.418299000
sgemm	7	7077888	19cb29ef	117.791925000
sgemm	1	7077888	19cb29ef	117.282327000
sgemm	4	7077888	19cb29ef	53.371588000
sgemm	0	7077888	19cb29ef	53.492491000
sgemm	5	7077888	19cb29ef	53.527782000
sgemm	2	7077888	19cb29ef	53.490802000
strsm	6	4718592	5f1ae26e	53.527370000
sgemm	7	7077888	19cb29ef	50.015448000
sgemm	7	7077888	19cb29ef	44.800899000
sgemm	4	7077888	19cb29ef	78.564300000
sgemm	2	7077888	19cb29ef	78.408983000
sgemm	1	7077888	19cb29ef	94.851659000
sgemm	5	7077888	19cb29ef	78.451563000
sgemm	0	7077888	19cb29ef	78.457792000
sgemm	6	7077888	19cb29ef	108.920070000
sgemm	0	7077888	19cb29ef	30.511104000
sgemm	7	7077888	19cb29ef	93.990238000
sgemm	5	7077888	19cb29ef	93.977176000
sgemm	4	7077888	19cb29ef	93.971245000
sgemm	1	7077888	19cb29ef	93.994726000
sgemm	0	7077888	19cb29ef	63.477507000
sgemm	4	7077888	19cb29ef	36.690224000
sgemm	2	7077888	19cb29ef	130.707966000
sgemm	4	7077888	19cb29ef	38.000723000
sgemm	5	7077888	19cb29ef	74.711185000
sgemm	2	7077888	19cb29ef	77.229761000
sgemm	4	7077888	19cb29ef	39.219607000
sgemm	5	7077888	19cb29ef	123.721742000
sgemm	7	7077888	19cb29ef	198.489629000
sgemm	0	7077888	19cb29ef	198.475807000
sgemm	6	7077888	19cb29ef	261.974300000
sgemm	1	7077888	19cb29ef	198.526112000
sgemm	4	7077888	19cb29ef	84.497395000
sgemm	2	7077888	19cb29ef	105.975587000
sgemm	5	7077888	19cb29ef	61.061912000
sgemm	6	7077888	19cb29ef	61.061531000
sgemm	4	7077888	19cb29ef	62.275128000
sgemm	2	7077888	19cb29ef	49.326482000
sgemm	7	7077888	19cb29ef	132.161429000
sgemm	6	7077888	19cb29ef	71.069302000
sgemm	4	7077888	19cb29ef	69.853171000
sgemm	5	7077888	19cb29ef	71.057130000
sgemm	1	7077888	19cb29ef	132.146630000
sgemm	2	7077888	19cb29ef	61.234143000
sgemm	1	7077888	19cb29ef	46.283234000
sgemm	4	7077888	19cb29ef	46.283444000
sgemm	6	7077888	19cb29ef	46.216949000
sgemm	5	7077888	19cb29ef	45.864376000
sgemm	0	7077888	19cb29ef	178.517090000
sgemm	7	7077888	19cb29ef	46.604164000
sgemm	2	7077888	19cb29ef	59.313976000
sgemm	4	7077888	19cb29ef	49.476688000
sgemm	6	7077888	19cb29ef	49.476957000
sgemm	0	7077888	19cb29ef	49.453849000
sgemm	2	7077888	19cb29ef	37.022690000
sgemm	5	7077888	19cb29ef	61.393647000
sgemm	0	7077888	19cb29ef	86.384221000
sgemm	7	7077888	19cb29ef	135.600154000
sgemm	5	7077888	19cb29ef	74.485293000
sgemm	2	7077888	19cb29ef	85.735049000
sgemm	6	7077888	19cb29ef	86.410916000
sgemm	4	7077888	19cb29ef	86.411831000
sgemm	1	7077888	19cb29ef	135.893906000
sgemm	0	7077888	19cb29ef	60.888362000
sgemm	7	7077888	19cb29ef	62.330156000
sgemm	6	7077888	19cb29ef	62.330170000
sgemm	1	7077888	19cb29ef	62.316631000
sgemm	5	7077888	19cb29ef	62.337302000
sgemm	4	7077888	19cb29ef	62.342590000
sgemm	2	7077888	19cb29ef	67.546571000
sgemm	6	7077888	19cb29ef	29.849603000
sgemm	4	7077888	19cb29ef	29.849571000
sgemm	7	7077888	19cb29ef	42.338976000
sgemm	2	7077888	19cb29ef	37.039099000
sgemm	1	7077888	19cb29ef	67.769602000
sgemm	6	7077888	19cb29ef	38.689433000
sgemm	7	7077888	19cb29ef	88.177623000
sgemm	1	7077888	19cb29ef	70.099541000
sgemm	4	7077888	19cb29ef	108.008773000
sgemm	6	7077888	19cb29ef	69.304618000
sgemm	7	7077888	19cb29ef	7.340857000
sgemm	0	7077888	19cb29ef	136.453003000
sgemm	5	7077888	19cb29ef	137.904637000
sgemm	7	7077888	19cb29ef	24.286322000
sgemm	2	7077888	19cb29ef	119.822010000
sgemm	0	7077888	19cb29ef	24.513041000
sgemm	5	7077888	19cb29ef	87.958079000
sgemm	2	7077888	19cb29ef	63.634396000
sgemm	4	7077888	19cb29ef	78.364349000
sgemm	7	7077888	19cb29ef	63.656907000
sgemm	1	7077888	19cb29ef	87.951325000
sgemm	0	7077888	19cb29ef	63.466441000
sgemm	6	7077888	19cb29ef	89.062423000
sgemm	7	7077888	19cb29ef	44.547983000
sgemm	4	7077888	19cb29ef	37.211622000
sgemm	1	7077888	19cb29ef	44.548145000
sgemm	0	7077888	19cb29ef	44.567841000
sgemm	6	7077888	19cb29ef	69.786278000
sgemm	5	7077888	19cb29ef	142.428511000
sgemm	6	7077888	19cb29ef	71.566118000
sgemm	0	7077888	19cb29ef	97.866872000
sgemm	7	7077888	19cb29ef	97.873588000
sgemm	1	7077888	19cb29ef	97.861037000
sgemm	4	7077888	19cb29ef	97.448750000
sgemm	2	7077888	19cb29ef	143.488778000
sgemm	1	7077888	19cb29ef	55.239322000
sgemm	0	7077888	19cb29ef	55.215665000
sgemm	6	7077888	19cb29ef	55.239288000
sgemm	2	7077888	19cb29ef	54.157740000
sgemm	7	7077888	19cb29ef	55.248997000
sgemm	4	7077888	19cb29ef	55.837191000
sgemm	1	7077888	19cb29ef	15.781641000
sgemm	5	7077888	19cb29ef	70.653139000
sgemm	7	7077888	19cb29ef	16.324713000
sgemm	6	7077888	19cb29ef	27.704233000
sgemm	1	7077888	19cb29ef	36.269063000
sgemm	7	7077888	19cb29ef	36.447810000
sgemm	1	7077888	19cb29ef	70.930583000
sgemm	7	7077888	19cb29ef	70.229043000
sgemm	0	7077888	19cb29ef	123.028377000
sgemm	2	7077888	19cb29ef	122.990358000
sgemm	4	7077888	19cb29ef	122.952904000
sgemm	5	7077888	19cb29ef	107.818328000
sgemm	6	7077888	19cb29ef	121.082723000
sgemm	1	7077888	19cb29ef	26.117527000
sgemm	7	7077888	19cb29ef	26.117536000
sgemm	5	7077888	19cb29ef	26.488382000
sgemm	5	7077888	19cb29ef	53.621248000
sgemm	0	7077888	19cb29ef	80.718380000
strsm	7	4718592	5f1ae26e	54.587774000
sgemm	6	7077888	19cb29ef	54.878269000
sgemm	2	7077888	19cb29ef	80.692075000
sgemm	4	7077888	19cb29ef	80.229959000
sgemm	1	7077888	19cb29ef	55.059290000
sgemm	1	7077888	19cb29ef	54.954264000
sgemm	0	7077888	19cb29ef	55.401960000
sgemm	2	7077888	19cb29ef	55.373614000
sgemm	5	7077888	19cb29ef	55.413909000
sgemm	4	7077888	19cb29ef	54.920525000
sgemm	6	7077888	19cb29ef	112.092826000
sgemm	2	7077888	19cb29ef	56.811922000
sgemm	5	7077888	19cb29ef	56.836503000
sgemm	1	7077888	19cb29ef	56.956092000
sgemm	7	7077888	19cb29ef	112.380708000
sgemm	4	7077888	19cb29ef	56.254174000
strsm	7	4718592	5f1ae26e	46.600505000
sgemm	4	7077888	19cb29ef	46.044900000
sgemm	1	7077888	19cb29ef	46.628740000
sgemm	6	7077888	19cb29ef	46.945236000
sgemm	0	7077888	19cb29ef	131.317378000
sgemm	1	7077888	19cb29ef	27.682789000
sgemm	4	7077888	19cb29ef	28.701473000
sgemm	7	7077888	19cb29ef	47.874657000
sgemm	6	7077888	19cb29ef	47.795421000
sgemm	4	7077888	19cb29ef	82.179487000
sgemm	5	7077888	19cb29ef	157.627037000
sgemm	6	7077888	19cb29ef	62.970724000
sgemm	2	7077888	19cb29ef	157.635701000
sgemm	7	7077888	19cb29ef	62.988684000
sgemm	1	7077888	19cb29ef	84.120903000
sgemm	0	7077888	19cb29ef	91.211119000
sgemm	4	7077888	19cb29ef	61.932990000
sgemm	1	7077888	19cb29ef	60.980413000
sgemm	2	7077888	19cb29ef	61.896888000
sgemm	7	7077888	19cb29ef	61.935989000
sgemm	6	7077888	19cb29ef	61.874290000
sgemm	0	7077888	19cb29ef	62.360957000
sgemm	5	7077888	19cb29ef	70.399252000
sgemm	4	7077888	19cb29ef	8.475420000
sgemm	7	7077888	19cb29ef	76.227909000
sgemm	6	7077888	19cb29ef	76.154131000
sgemm	1	7077888	19cb29ef	76.228323000
sgemm	0	7077888	19cb29ef	67.764335000
sgemm	2	7077888	19cb29ef	76.183250000
strsm	4	4718592	5f1ae26e	93.091505000
sgemm	5	7077888	19cb29ef	93.112497000
sgemm	1	7077888	19cb29ef	25.357392000
sgemm	0	7077888	19cb29ef	25.372454000
sgemm	7	7077888	19cb29ef	90.365793000
sgemm	2	7077888	19cb29ef	90.338603000
sgemm	5	7077888	19cb29ef	65.020701000
sgemm	4	7077888	19cb29ef	65.004875000
sgemm	6	7077888	19cb29ef	90.327355000
sgemm	1	7077888	19cb29ef	65.025196000
sgemm	1	7077888	19cb29ef	57.722814000
sgemm	0	7077888	19cb29ef	122.753052000
sgemm	2	7077888	19cb29ef	57.684900000
sgemm	7	7077888	19cb29ef	57.737125000
sgemm	6	7077888	19cb29ef	57.741199000
strsm	5	4718592	5f1ae26e	59.671311000
sgemm	7	7077888	19cb29ef	58.387831000
sgemm	0	7077888	19cb29ef	58.388006000
sgemm	2	7077888	19cb29ef	49.079601000
sgemm	1	7077888	19cb29ef	58.376677000
sgemm	5	7077888	19cb29ef	57.473922000
strsm	4	4718592	5f1ae26e	124.806055000
sgemm	1	7077888	19cb29ef	59.040435000
sgemm	6	7077888	19cb29ef	117.450759000
sgemm	0	7077888	19cb29ef	59.039124000
sgemm	7	7077888	19cb29ef	59.040540000
sgemm	2	7077888	19cb29ef	59.010042000
sgemm	5	7077888	19cb29ef	59.499878000
sgemm	7	7077888	19cb29ef	37.977218000
sgemm	1	7077888	19cb29ef	37.977618000
sgemm	4	7077888	19cb29ef	88.377820000
sgemm	6	7077888	19cb29ef	39.041360000
sgemm	2	7077888	19cb29ef	73.779909000
sgemm	5	7077888	19cb29ef	72.335045000
sgemm	7	7077888	19cb29ef	36.352502000
sgemm	6	7077888	19cb29ef	59.794506000
sgemm	5	7077888	19cb29ef	25.065525000
sgemm	0	7077888	19cb29ef	168.827671000
sgemm	4	7077888	19cb29ef	130.954199000
sgemm	5	7077888	19cb29ef	70.035409000
sgemm	6	7077888	19cb29ef	70.030855000
sgemm	1	7077888	19cb29ef	130.977045000
sgemm	7	7077888	19cb29ef	95.026102000
sgemm	4	7077888	19cb29ef	57.517539000
sgemm	1	7077888	19cb29ef	57.496949000
sgemm	7	7077888	19cb29ef	57.078187000
sgemm	2	7077888	19cb29ef	152.632968000
sgemm	0	7077888	19cb29ef	57.642812000
sgemm	6	7077888	19cb29ef	57.812916000
sgemm	2	7077888	19cb29ef	39.225104000
sgemm	1	7077888	19cb29ef	39.258726000
sgemm	0	7077888	19cb29ef	39.258631000
sgemm	5	7077888	19cb29ef	96.811109000
sgemm	1	7077888	19cb29ef	55.846696000
sgemm	6	7077888	19cb29ef	94.882186000
sgemm	4	7077888	19cb29ef	94.754515000
sgemm	7	7077888	19cb29ef	95.156453000
sgemm	2	7077888	19cb29ef	55.851239000
sgemm	0	7077888	19cb29ef	56.614738000
sgemm	7	7077888	19cb29ef	50.958058000
sgemm	2	7077888	19cb29ef	50.941307000
sgemm	0	7077888	19cb29ef	50.238325000
sgemm	1	7077888	19cb29ef	50.958510000
sgemm	4	7077888	19cb29ef	50.966260000
sgemm	5	7077888	19cb29ef	106.875707000
sgemm	5	7077888	19cb29ef	53.923470000
sgemm	4	7077888	19cb29ef	53.924283000
sgemm	6	7077888	19cb29ef	104.869844000
sgemm	0	7077888	19cb29ef	53.308105000
sgemm	1	7077888	19cb29ef	62.667986000
sgemm	4	7077888	19cb29ef	89.287135000
sgemm	1	7077888	19cb29ef	131.842597000
sgemm	0	7077888	19cb29ef	150.099313000
sgemm	6	7077888	19cb29ef	150.114774000
sgemm	7	7077888	19cb29ef	204.072274000
sgemm	2	7077888	19cb29ef	204.044035000
sgemm	4	7077888	19cb29ef	103.020561000
sgemm	6	7077888	19cb29ef	42.865695000
sgetrf_nopiv	3	2359296	c5fba424	9816.462929000
sgemm	2	7077888	19cb29ef	159.229598000
sgemm	4	7077888	19cb29ef	117.047622000
sgemm	6	7077888	19cb29ef	144.009893000
sgemm	6	7077888	19cb29ef	13.508351000
sgemm	4	7077888	19cb29ef	41.180826000
sgemm	5	7077888	19cb29ef	350.612225000
sgemm	7	7077888	19cb29ef	200.465858000
sgemm	0	7077888	19cb29ef	200.463284000
sgemm	1	7077888	19cb29ef	200.468098000
strsm	3	4718592	5f1ae26e	59.683633000
sgemm	2	7077888	19cb29ef	92.660813000
sgemm	6	7077888	19cb29ef	51.827596000
sgemm	0	7077888	19cb29ef	51.827808000
sgemm	7	7077888	19cb29ef	51.829026000
sgemm	1	7077888	19cb29ef	52.590693000
sgemm	5	7077888	19cb29ef	114.245325000
sgemm	0	7077888	19cb29ef	62.430939000
sgemm	2	7077888	19cb29ef	62.728202000
sgemm	4	7077888	19cb29ef	114.253913000
sgemm	1	7077888	19cb29ef	61.695349000
strsm	7	4718592	5f1ae26e	128.961869000
sgemm	4	7077888	19cb29ef	73.658093000
strsm	3	4718592	5f1ae26e	177.275965000
sgemm	1	7077888	19cb29ef	73.647073000
sgemm	2	7077888	19cb29ef	73.567533000
sgemm	6	7077888	19cb29ef	136.124049000
sgemm	5	7077888	19cb29ef	73.639895000
sgemm	0	7077888	19cb29ef	73.664225000
sgemm	7	7077888	19cb29ef	10.214177000
strsm	3	4718592	5f1ae26e	20.801481000
sgemm	5	7077888	19cb29ef	20.801462000
strsm	7	4718592	5f1ae26e	64.213818000
sgemm	1	7077888	19cb29ef	60.625429000
sgemm	5	7077888	19cb29ef	46.520996000
sgemm	3	7077888	19cb29ef	46.507299000
sgemm	4	7077888	19cb29ef	68.485338000
sgemm	2	7077888	19cb29ef	82.241773000
strsm	6	4718592	5f1ae26e	191.806733000
sgemm	3	7077888	19cb29ef	124.444605000
sgemm	4	7077888	19cb29ef	138.028195000
sgemm	7	7077888	19cb29ef	146.599387000
sgemm	1	7077888	19cb29ef	146.606857000
sgemm	0	7077888	19cb29ef	214.358383000
sgemm	5	7077888	19cb29ef	179.294706000
sgemm	2	7077888	19cb29ef	171.725730000
sgemm	7	7077888	19cb29ef	40.169587000
sgemm	7	7077888	19cb29ef	15.210316000
sgemm	6	7077888	19cb29ef	77.514563000
sgemm	1	7077888	19cb29ef	55.409594000
sgemm	4	7077888	19cb29ef	62.801250000
sgemm	3	7077888	19cb29ef	77.539929000
sgemm	5	7077888	19cb29ef	22.722396000
sgemm	2	7077888	19cb29ef	30.655124000
sgemm	4	7077888	19cb29ef	15.418099000
sgemm	0	7077888	19cb29ef	70.479925000
sgemm	6	7077888	19cb29ef	15.946504000
sgemm	7	7077888	19cb29ef	26.513085000
sgemm	6	7077888	19cb29ef	22.607082000
sgemm	1	7077888	19cb29ef	112.337103000
sgemm	2	7077888	19cb29ef	96.889181000
sgemm	0	7077888	19cb29ef	96.892905000
sgemm	7	7077888	19cb29ef	85.797239000
sgemm	4	7077888	19cb29ef	96.922736000
sgemm	5	7077888	19cb29ef	112.372307000
sgemm	6	7077888	19cb29ef	73.900268000
sgemm	1	7077888	19cb29ef	59.439102000
sgemm	3	7077888	19cb29ef	171.839115000
sgemm	2	7077888	19cb29ef	59.427320000
sgemm	0	7077888	19cb29ef	52.353042000
sgemm	4	7077888	19cb29ef	119.445959000
sgemm	2	7077888	19cb29ef	58.875921000
sgemm	5	7077888	19cb29ef	127.795804000
sgemm	0	7077888	19cb29ef	68.299397000
sgemm	3	7077888	19cb29ef	68.287451000
sgemm	6	7077888	19cb29ef	127.694798000
strsm	7	4718592	5f1ae26e	127.809949000
sgemm	4	7077888	19cb29ef	8.341263000
sgemm	4	7077888	19cb29ef	28.639655000
sgemm	1	7077888	19cb29ef	87.567934000
sgemm	6	7077888	19cb29ef	28.639660000
sgemm	5	7077888	19cb29ef	28.678939000
sgemm	1	7077888	19cb29ef	63.755425000
sgemm	0	7077888	19cb29ef	91.374353000
strsm	3	4718592	5f1ae26e	92.375134000
sgemm	2	7077888	19cb29ef	92.351793000
sgemm	5	7077888	19cb29ef	68.352609000
sgemm	4	7077888	19cb29ef	87.135443000
sgemm	7	7077888	19cb29ef	141.516711000
sgemm	0	7077888	19cb29ef	54.899246000
strsm	7	4718592	5f1ae26e	5.779683000
sgemm	6	7077888	19cb29ef	118.658274000
sgemm	5	7077888	19cb29ef	50.287688000
sgemm	2	7077888	19cb29ef	54.876091000
sgemm	1	7077888	19cb29ef	54.911004000
sgemm	4	7077888	19cb29ef	31.566393000
sgemm	3	7077888	19cb29ef	128.028942000
sgemm	7	7077888	19cb29ef	80.368104000
sgemm	4	7077888	19cb29ef	80.330653000
sgemm	1	7077888	19cb29ef	80.368679000
strsm	6	4718592	5f1ae26e	80.366835000
sgemm	5	7077888	19cb29ef	80.347390000
sgemm	0	7077888	19cb29ef	80.380527000
sgemm	3	7077888	19cb29ef	65.433292000
sgemm	2	7077888	19cb29ef	135.641463000
sgemm	5	7077888	19cb29ef	58.197466000
sgemm	0	7077888	19cb29ef	56.930883000
sgemm	7	7077888	19cb29ef	58.206455000
sgemm	4	7077888	19cb29ef	58.216516000
sgemm	4	7077888	19cb29ef	48.374443000
sgemm	3	7077888	19cb29ef	48.357493000
sgemm	2	7077888	19cb29ef	48.349986000
sgemm	1	7077888	19cb29ef	106.588251000
sgemm	5	7077888	19cb29ef	48.397233000
sgemm	6	7077888	19cb29ef	106.595172000
sgemm	0	7077888	19cb29ef	38.597668000
sgemm	7	7077888	19cb29ef	48.433755000
sgemm	4	7077888	19cb29ef	74.833876000
sgemm	5	7077888	19cb29ef	74.833812000
sgemm	3	7077888	19cb29ef	74.833679000
sgemm	2	7077888	19cb29ef	74.347427000
sgemm	6	7077888	19cb29ef	74.843397000
sgemm	0	7077888	19cb29ef	65.497842000
sgemm	1	7077888	19cb29ef	84.777057000
sgemm	5	7077888	19cb29ef	16.270468000
sgemm	7	7077888	19cb29ef	91.107548000
sgemm	6	7077888	19cb29ef	16.272797000
sgemm	1	7077888	19cb29ef	38.676878000
sgemm	2	7077888	19cb29ef	46.931500000
sgemm	7	7077888	19cb29ef	33.033203000
sgemm	7	7077888	19cb29ef	61.078559000
sgemm	5	7077888	19cb29ef	94.124586000
sgemm	0	7077888	19cb29ef	110.409059000
sgemm	4	7077888	19cb29ef	110.396110000
sgemm	1	7077888	19cb29ef	62.815935000
sgemm	2	7077888	19cb29ef	73.800674000
sgemm	6	7077888	19cb29ef	155.150261000
sgemm	3	7077888	19cb29ef	198.240408000
sgemm	5	7077888	19cb29ef	139.562586000
sgemm	7	7077888	19cb29ef	139.562578000
sgemm	5	7077888	19cb29ef	15.182437000
sgemm	3	7077888	19cb29ef	66.923921000
sgemm	2	7077888	19cb29ef	142.628823000
