sgetrf_nopiv	2	2359296	c5fba424	93.527816000
sgemm	3	7077888	19cb29ef	35.084592000
sgemm	1	7077888	19cb29ef	42.131860000
strsm	4	4718592	5f1ae26e	141.232077000
sgemm	7	7077888	19cb29ef	40.444101000
sgemm	1	7077888	19cb29ef	39.000845000
sgemm	5	7077888	19cb29ef	40.466118000
sgemm	0	7077888	19cb29ef	40.564181000
sgemm	3	7077888	19cb29ef	92.918402000
sgemm	1	7077888	19cb29ef	61.354550000
sgemm	4	7077888	19cb29ef	86.546800000
sgemm	6	7077888	19cb29ef	101.803890000
sgemm	5	7077888	19cb29ef	61.376138000
sgemm	7	7077888	19cb29ef	61.383929000
sgemm	0	7077888	19cb29ef	119.368914000
sgemm	7	7077888	19cb29ef	58.050136000
sgemm	6	7077888	19cb29ef	58.070473000
sgemm	5	7077888	19cb29ef	58.070812000
sgemm	4	7077888	19cb29ef	58.079024000
sgemm	3	7077888	19cb29ef	72.531903000
sgemm	1	7077888	19cb29ef	71.853825000
sgemm	3	7077888	19cb29ef	96.759998000
sgemm	5	7077888	19cb29ef	111.209354000
sgemm	6	7077888	19cb29ef	111.209288000
sgemm	4	7077888	19cb29ef	111.193787000
sgemm	7	7077888	19cb29ef	111.214514000
sgemm	1	7077888	19cb29ef	96.375793000
sgemm	3	7077888	19cb29ef	44.759312000
sgemm	5	7077888	19cb29ef	44.774991000
sgemm	4	7077888	19cb29ef	44.778080000
sgemm	6	7077888	19cb29ef	44.778720000
sgemm	0	7077888	19cb29ef	181.035530000
sgemm	7	7077888	19cb29ef	62.460389000
sgemm	5	7077888	19cb29ef	25.135395000
sgemm	1	7077888	19cb29ef	69.301381000
sgemm	3	7077888	19cb29ef	25.162247000
strsm	0	4718592	5f1ae26e	29.185229000
strsm	4	4718592	5f1ae26e	64.313324000
strsm	3	4718592	5f1ae26e	39.153014000
sgemm	6	7077888	19cb29ef	64.311521000
strsm	5	4718592	5f1ae26e	39.171059000
sgemm	0	7077888	19cb29ef	16.379510000
strsm	1	4718592	5f1ae26e	39.167092000
sgemm	1	7077888	19cb29ef	52.547618000
strsm	7	4718592	5f1ae26e	91.795465000
sgemm	0	7077888	19cb29ef	46.258061000
sgemm	6	7077888	19cb29ef	52.607783000
sgemm	5	7077888	19cb29ef	53.054269000
sgemm	4	7077888	19cb29ef	103.117345000
sgemm	6	7077888	19cb29ef	58.209067000
sgemm	1	7077888	19cb29ef	66.058464000
sgemm	0	7077888	19cb29ef	66.058548000
sgemm	7	7077888	19cb29ef	66.012624000
sgemm	4	7077888	19cb29ef	23.470527000
sgemm	4	7077888	19cb29ef	32.866431000
sgemm	7	7077888	19cb29ef	40.824004000
sgemm	1	7077888	19cb29ef	40.820171000
sgemm	6	7077888	19cb29ef	48.731433000
sgemm	3	7077888	19cb29ef	188.548660000
sgemm	7	7077888	19cb29ef	29.334318000
sgemm	5	7077888	19cb29ef	135.763589000
sgemm	0	7077888	19cb29ef	70.219427000
sgemm	1	7077888	19cb29ef	29.359767000
sgemm	4	7077888	19cb29ef	30.080645000
sgemm	3	7077888	19cb29ef	53.488459000
sgemm	5	7077888	19cb29ef	53.140480000
sgemm	4	7077888	19cb29ef	52.139227000
strsm	6	4718592	5f1ae26e	82.508612000
sgemm	0	7077888	19cb29ef	53.166129000
sgemm	7	7077888	19cb29ef	54.280565000
sgemm	3	7077888	19cb29ef	19.508906000
sgemm	1	7077888	19cb29ef	72.689739000
sgemm	5	7077888	19cb29ef	28.189180000
sgemm	7	7077888	19cb29ef	71.484299000
sgemm	1	7077888	19cb29ef	53.047896000
sgemm	6	7077888	19cb29ef	72.531798000
sgemm	0	7077888	19cb29ef	72.577976000
sgemm	3	7077888	19cb29ef	53.053775000
sgemm	5	7077888	19cb29ef	44.381996000
sgemm	4	7077888	19cb29ef	72.603641000
sgemm	1	7077888	19cb29ef	29.968402000
sgemm	7	7077888	19cb29ef	29.968746000
sgemm	0	7077888	19cb29ef	29.989565000
sgemm	5	7077888	19cb29ef	30.381255000
sgemm	6	7077888	19cb29ef	54.166840000
sgemm	5	7077888	19cb29ef	24.523370000
sgemm	1	7077888	19cb29ef	48.663691000
sgemm	0	7077888	19cb29ef	48.663691000
sgemm	4	7077888	19cb29ef	78.675817000
sgemm	5	7077888	19cb29ef	100.500125000
sgemm	7	7077888	19cb29ef	125.414661000
sgemm	4	7077888	19cb29ef	76.707948000
sgemm	6	7077888	19cb29ef	101.212256000
sgemm	0	7077888	19cb29ef	76.736885000
sgemm	3	7077888	19cb29ef	155.442629000
sgemm	1	7077888	19cb29ef	80.861890000
sgemm	5	7077888	19cb29ef	54.854196000
sgemm	3	7077888	19cb29ef	54.848225000
sgemm	0	7077888	19cb29ef	54.854264000
sgemm	6	7077888	19cb29ef	54.854160000
sgemm	4	7077888	19cb29ef	63.144962000
sgemm	7	7077888	19cb29ef	138.506398000
sgemm	3	7077888	19cb29ef	118.651010000
sgemm	1	7077888	19cb29ef	169.392537000
sgemm	7	7077888	19cb29ef	54.180065000
sgemm	0	7077888	19cb29ef	137.845302000
sgemm	5	7077888	19cb29ef	137.846025000
sgemm	6	7077888	19cb29ef	137.829702000
sgemm	4	7077888	19cb29ef	128.579502000
sgemm	5	7077888	19cb29ef	22.273436000
sgemm	3	7077888	19cb29ef	41.467022000
sgemm	1	7077888	19cb29ef	41.500561000
strsm	5	4718592	5f1ae26e	61.153436000
sgemm	6	7077888	19cb29ef	83.449700000
sgemm	7	7077888	19cb29ef	83.451086000
sgemm	0	7077888	19cb29ef	83.432418000
sgemm	3	7077888	19cb29ef	61.166552000
strsm	1	4718592	5f1ae26e	63.061271000
sgemm	4	7077888	19cb29ef	91.191718000
sgemm	0	7077888	19cb29ef	7.733499000
sgemm	6	7077888	19cb29ef	31.003406000
sgemm	6	7077888	19cb29ef	45.617717000
sgemm	0	7077888	19cb29ef	68.924492000
sgemm	7	7077888	19cb29ef	76.641357000
sgemm	5	7077888	19cb29ef	76.592587000
sgemm	3	7077888	19cb29ef	76.681226000
sgemm	1	7077888	19cb29ef	74.735381000
sgemm	6	7077888	19cb29ef	37.292165000
sgemm	0	7077888	19cb29ef	37.292772000
sgemm	3	7077888	19cb29ef	37.278209000
sgemm	1	7077888	19cb29ef	37.294996000
sgemm	4	7077888	19cb29ef	106.276647000
sgemm	5	7077888	19cb29ef	100.916480000
sgemm	7	7077888	19cb29ef	101.672485000
sgemm	6	7077888	19cb29ef	65.065728000
sgemm	0	7077888	19cb29ef	107.748947000
sgemm	5	7077888	19cb29ef	43.389643000
sgemm	4	7077888	19cb29ef	107.769732000
sgemm	3	7077888	19cb29ef	145.848475000
sgemm	6	7077888	19cb29ef	80.772042000
sgemm	4	7077888	19cb29ef	120.517525000
sgemm	1	7077888	19cb29ef	218.421877000
sgemm	7	7077888	19cb29ef	163.931672000
sgemm	6	7077888	19cb29ef	82.429139000
sgemm	5	7077888	19cb29ef	120.524940000
sgemm	0	7077888	19cb29ef	200.001230000
sgemm	1	7077888	19cb29ef	79.451923000
sgemm	7	7077888	19cb29ef	79.467860000
sgemm	4	7077888	19cb29ef	79.468937000
sgemm	6	7077888	19cb29ef	79.480786000
sgemm	3	7077888	19cb29ef	161.920899000
sgemm	5	7077888	19cb29ef	86.606418000
sgemm	3	7077888	19cb29ef	42.984512000
sgemm	4	7077888	19cb29ef	42.990414000
sgemm	1	7077888	19cb29ef	42.996680000
strsm	6	4718592	5f1ae26e	42.997369000
strsm	0	4718592	5f1ae26e	42.976698000
strsm	5	4718592	5f1ae26e	35.877305000
strsm	7	4718592	5f1ae26e	43.419304000
sgemm	7	7077888	19cb29ef	45.945741000
sgemm	0	7077888	19cb29ef	46.371999000
sgemm	5	7077888	19cb29ef	46.356501000
sgemm	4	7077888	19cb29ef	39.407428000
sgemm	3	7077888	19cb29ef	46.448579000
sgemm	1	7077888	19cb29ef	54.939211000
sgemm	1	7077888	19cb29ef	59.901989000
sgemm	7	7077888	19cb29ef	68.475323000
sgemm	6	7077888	19cb29ef	114.808798000
sgemm	4	7077888	19cb29ef	68.497226000
sgemm	5	7077888	19cb29ef	68.517959000
sgemm	0	7077888	19cb29ef	77.747122000
sgemm	3	7077888	19cb29ef	83.899835000
sgemm	7	7077888	19cb29ef	15.408090000
sgemm	1	7077888	19cb29ef	68.048408000
sgemm	0	7077888	19cb29ef	58.808181000
sgemm	7	7077888	19cb29ef	52.658027000
sgemm	6	7077888	19cb29ef	68.074155000
sgemm	4	7077888	19cb29ef	68.083318000
sgemm	5	7077888	19cb29ef	68.078822000
sgemm	3	7077888	19cb29ef	94.343748000
sgemm	5	7077888	19cb29ef	41.769375000
sgemm	4	7077888	19cb29ef	78.580542000
sgemm	3	7077888	19cb29ef	36.920706000
sgemm	0	7077888	19cb29ef	69.340323000
sgemm	1	7077888	19cb29ef	78.130079000
sgemm	0	7077888	19cb29ef	77.267400000
sgemm	7	7077888	19cb29ef	155.892986000
sgemm	5	7077888	19cb29ef	114.105134000
sgemm	6	7077888	19cb29ef	155.890936000
sgemm	3	7077888	19cb29ef	77.286145000
sgemm	1	7077888	19cb29ef	76.741399000
sgemm	5	7077888	19cb29ef	52.242766000
sgemm	4	7077888	19cb29ef	129.556679000
sgemm	3	7077888	19cb29ef	52.242791000
sgemm	0	7077888	19cb29ef	52.262488000
sgemm	6	7077888	19cb29ef	67.187484000
sgemm	7	7077888	19cb29ef	66.762086000
sgemm	1	7077888	19cb29ef	67.162608000
sgemm	5	7077888	19cb29ef	14.928650000
sgemm	3	7077888	19cb29ef	14.928843000
sgemm	1	7077888	19cb29ef	54.768318000
sgemm	7	7077888	19cb29ef	54.756497000
sgemm	0	7077888	19cb29ef	69.716998000
sgemm	6	7077888	19cb29ef	54.779843000
sgemm	3	7077888	19cb29ef	82.677147000
sgemm	4	7077888	19cb29ef	97.604482000
sgemm	5	7077888	19cb29ef	73.851233000
strsm	1	4718592	5f1ae26e	27.895686000
sgemm	0	7077888	19cb29ef	66.935899000
sgemm	7	7077888	19cb29ef	74.709273000
sgemm	4	7077888	19cb29ef	46.790486000
sgemm	6	7077888	19cb29ef	74.706553000
sgemm	5	7077888	19cb29ef	46.705382000
sgemm	3	7077888	19cb29ef	46.797642000
sgemm	1	7077888	19cb29ef	46.735451000
sgemm	0	7077888	19cb29ef	7.771400000
sgemm	1	7077888	19cb29ef	62.457569000
sgemm	7	7077888	19cb29ef	62.438716000
sgemm	6	7077888	19cb29ef	62.457856000
sgemm	4	7077888	19cb29ef	62.436566000
sgemm	5	7077888	19cb29ef	61.715913000
sgemm	0	7077888	19cb29ef	63.634429000
sgemm	3	7077888	19cb29ef	119.635111000
sgemm	3	7077888	19cb29ef	7.901988000
sgemm	6	7077888	19cb29ef	65.084991000
sgemm	5	7077888	19cb29ef	65.084708000
sgemm	4	7077888	19cb29ef	65.082485000
sgemm	1	7077888	19cb29ef	65.073468000
sgemm	7	7077888	19cb29ef	65.099033000
sgemm	0	7077888	19cb29ef	63.941747000
strsm	0	4718592	5f1ae26e	41.792896000
sgemm	6	7077888	19cb29ef	41.794944000
strsm	7	4718592	5f1ae26e	41.808666000
strsm	5	4718592	5f1ae26e	36.619321000
strsm	4	4718592	5f1ae26e	36.627527000
strsm	1	4718592	5f1ae26e	38.892723000
strsm	3	4718592	5f1ae26e	63.664242000
sgemm	7	7077888	19cb29ef	24.990658000
sgemm	6	7077888	19cb29ef	25.105754000
sgemm	3	7077888	19cb29ef	42.368510000
sgemm	1	7077888	19cb29ef	64.475741000
sgemm	0	7077888	19cb29ef	84.010472000
sgemm	5	7077888	19cb29ef	83.956387000
sgemm	4	7077888	19cb29ef	97.069153000
sgemm	0	7077888	19cb29ef	50.200455000
sgemm	6	7077888	19cb29ef	109.298733000
sgemm	7	7077888	19cb29ef	109.771440000
sgemm	4	7077888	19cb29ef	142.781569000
sgemm	3	7077888	19cb29ef	172.849560000
sgemm	6	7077888	19cb29ef	105.634577000
sgemm	5	7077888	19cb29ef	154.517783000
sgemm	7	7077888	19cb29ef	116.650003000
sgemm	6	7077888	19cb29ef	42.746025000
sgemm	4	7077888	19cb29ef	42.746256000
sgemm	3	7077888	19cb29ef	42.746322000
sgemm	1	7077888	19cb29ef	215.618387000
sgemm	0	7077888	19cb29ef	148.400160000
sgemm	5	7077888	19cb29ef	72.163066000
sgemm	0	7077888	19cb29ef	30.793567000
sgemm	7	7077888	19cb29ef	116.207326000
sgemm	6	7077888	19cb29ef	84.901181000
sgemm	4	7077888	19cb29ef	84.885524000
sgemm	3	7077888	19cb29ef	84.912906000
sgemm	1	7077888	19cb29ef	103.469628000
sgemm	4	7077888	19cb29ef	40.929123000
sgemm	7	7077888	19cb29ef	40.922616000
strsm	6	4718592	5f1ae26e	135.832047000
sgemm	0	7077888	19cb29ef	202.325355000
sgemm	7	7077888	19cb29ef	107.251501000
sgemm	5	7077888	19cb29ef	203.721953000
sgemm	6	7077888	19cb29ef	28.759531000
sgemm	4	7077888	19cb29ef	123.713966000
sgemm	1	7077888	19cb29ef	146.104421000
sgemm	3	7077888	19cb29ef	164.925518000
sgemm	0	7077888	19cb29ef	16.698215000
sgemm	4	7077888	19cb29ef	51.802196000
sgemm	5	7077888	19cb29ef	68.261270000
sgemm	0	7077888	19cb29ef	51.589251000
sgemm	3	7077888	19cb29ef	52.333041000
sgemm	7	7077888	19cb29ef	159.866380000
sgemm	4	7077888	19cb29ef	91.605207000
sgemm	1	7077888	19cb29ef	143.432283000
sgemm	3	7077888	19cb29ef	109.998806000
sgemm	6	7077888	19cb29ef	162.856442000
sgemm	4	7077888	19cb29ef	19.814342000
sgemm	5	7077888	19cb29ef	111.446078000
sgemm	0	7077888	19cb29ef	111.448226000
sgemm	1	7077888	19cb29ef	45.091907000
sgemm	7	7077888	19cb29ef	102.521811000
sgemm	6	7077888	19cb29ef	83.110342000
sgemm	3	7077888	19cb29ef	83.370896000
sgemm	0	7077888	19cb29ef	82.832856000
sgemm	7	7077888	19cb29ef	73.833277000
sgemm	0	7077888	19cb29ef	73.709914000
sgemm	1	7077888	19cb29ef	131.287736000
sgemm	6	7077888	19cb29ef	73.852884000
sgemm	3	7077888	19cb29ef	73.860291000
sgemm	5	7077888	19cb29ef	156.591359000
sgemm	4	7077888	19cb29ef	164.067948000
sgemm	0	7077888	19cb29ef	63.114523000
sgemm	7	7077888	19cb29ef	63.093763000
sgemm	5	7077888	19cb29ef	63.114260000
sgemm	4	7077888	19cb29ef	85.379561000
sgemm	6	7077888	19cb29ef	100.364716000
sgemm	3	7077888	19cb29ef	100.390409000
sgemm	5	7077888	19cb29ef	37.246891000
sgemm	0	7077888	19cb29ef	37.247916000
sgemm	1	7077888	19cb29ef	160.724583000
sgemm	5	7077888	19cb29ef	68.227645000
sgemm	7	7077888	19cb29ef	105.485000000
sgemm	6	7077888	19cb29ef	68.243220000
sgemm	4	7077888	19cb29ef	103.869461000
sgemm	1	7077888	19cb29ef	35.994705000
sgemm	3	7077888	19cb29ef	96.359868000
sgemm	0	7077888	19cb29ef	96.365990000
sgemm	7	7077888	19cb29ef	35.732612000
sgemm	5	7077888	19cb29ef	36.211633000
sgemm	6	7077888	19cb29ef	36.209659000
sgemm	1	7077888	19cb29ef	8.092637000
sgemm	0	7077888	19cb29ef	42.141188000
sgemm	5	7077888	19cb29ef	34.057878000
sgemm	3	7077888	19cb29ef	42.141355000
sgemm	1	7077888	19cb29ef	34.160172000
sgemm	7	7077888	19cb29ef	82.922734000
sgemm	6	7077888	19cb29ef	82.442136000
sgemm	0	7077888	19cb29ef	48.364195000
sgemm	1	7077888	19cb29ef	89.591014000
sgemm	6	7077888	19cb29ef	32.876441000
sgemm	4	7077888	19cb29ef	127.140673000
sgemm	7	7077888	19cb29ef	41.292077000
sgemm	3	7077888	19cb29ef	89.705091000
sgemm	5	7077888	19cb29ef	89.715982000
sgemm	0	7077888	19cb29ef	42.238265000
sgemm	3	7077888	19cb29ef	7.678912000
sgemm	6	7077888	19cb29ef	31.757404000
sgemm	0	7077888	19cb29ef	31.519426000
sgemm	3	7077888	19cb29ef	47.137061000
sgemm	1	7077888	19cb29ef	54.812709000
sgemm	7	7077888	19cb29ef	112.172182000
sgemm	6	7077888	19cb29ef	80.666379000
sgemm	5	7077888	19cb29ef	112.451899000
sgemm	4	7077888	19cb29ef	112.455323000
sgemm	3	7077888	19cb29ef	57.615574000
sgemm	0	7077888	19cb29ef	80.011899000
sgemm	1	7077888	19cb29ef	110.110112000
sgemm	3	7077888	19cb29ef	52.473012000
sgemm	4	7077888	19cb29ef	52.473093000
sgemm	6	7077888	19cb29ef	52.481609000
sgemm	7	7077888	19cb29ef	52.147269000
sgemm	5	7077888	19cb29ef	52.508819000
sgemm	0	7077888	19cb29ef	60.312999000
sgemm	6	7077888	19cb29ef	48.110621000
sgemm	4	7077888	19cb29ef	48.110011000
sgemm	1	7077888	19cb29ef	48.110766000
sgemm	4	7077888	19cb29ef	86.459340000
sgemm	6	7077888	19cb29ef	86.451528000
sgemm	3	7077888	19cb29ef	134.585460000
sgemm	7	7077888	19cb29ef	134.610233000
sgemm	5	7077888	19cb29ef	134.713512000
sgemm	0	7077888	19cb29ef	218.148281000
sgemm	4	7077888	19cb29ef	94.865979000
sgemm	6	7077888	19cb29ef	94.865918000
sgemm	7	7077888	19cb29ef	94.866337000
sgemm	3	7077888	19cb29ef	94.873206000
sgemm	1	7077888	19cb29ef	214.847634000
sgemm	6	7077888	19cb29ef	33.477470000
strsm	5	4718592	5f1ae26e	128.244052000
sgemm	7	7077888	19cb29ef	51.675608000
strsm	3	4718592	5f1ae26e	119.497065000
sgemm	6	7077888	19cb29ef	86.015152000
sgemm	1	7077888	19cb29ef	85.951826000
sgemm	5	7077888	19cb29ef	85.976460000
sgemm	5	7077888	19cb29ef	8.146369000
sgemm	7	7077888	19cb29ef	75.990269000
strsm	4	4718592	5f1ae26e	127.690461000
strsm	0	4718592	5f1ae26e	131.250320000
sgemm	6	7077888	19cb29ef	21.725792000
sgemm	0	7077888	19cb29ef	24.465081000
sgemm	1	7077888	19cb29ef	92.338618000
sgemm	3	7077888	19cb29ef	92.708141000
sgemm	4	7077888	19cb29ef	84.592241000
sgemm	6	7077888	19cb29ef	71.061522000
sgemm	7	7077888	19cb29ef	84.648663000
sgemm	5	7077888	19cb29ef	84.663785000
sgemm	0	7077888	19cb29ef	68.922663000
sgemm	3	7077888	19cb29ef	21.651733000
sgemm	4	7077888	19cb29ef	22.420648000
sgemm	7	7077888	19cb29ef	22.427648000
sgemm	5	7077888	19cb29ef	36.943135000
sgemm	1	7077888	19cb29ef	96.894073000
sgemm	3	7077888	19cb29ef	74.449794000
sgemm	0	7077888	19cb29ef	88.026232000
sgemm	7	7077888	19cb29ef	74.472377000
sgemm	4	7077888	19cb29ef	96.964500000
sgemm	7	7077888	19cb29ef	22.532613000
sgemm	6	7077888	19cb29ef	119.466646000
sgemm	1	7077888	19cb29ef	22.533062000
sgemm	5	7077888	19cb29ef	82.522779000
sgemm	5	7077888	19cb29ef	43.277057000
sgemm	0	7077888	19cb29ef	65.849042000
sgemm	7	7077888	19cb29ef	43.305101000
sgemm	1	7077888	19cb29ef	43.314150000
sgemm	4	7077888	19cb29ef	43.364288000
sgemm	3	7077888	19cb29ef	64.457455000
sgemm	1	7077888	19cb29ef	15.267320000
strsm	6	4718592	5f1ae26e	58.605026000
sgemm	3	7077888	19cb29ef	16.139253000
sgemm	7	7077888	19cb29ef	30.858437000
sgemm	1	7077888	19cb29ef	25.098609000
sgemm	5	7077888	19cb29ef	39.607713000
sgemm	4	7077888	19cb29ef	112.038542000
sgemm	6	7077888	19cb29ef	96.699156000
sgemm	3	7077888	19cb29ef	95.883070000
sgemm	5	7077888	19cb29ef	71.611414000
sgemm	1	7077888	19cb29ef	71.639599000
sgemm	0	7077888	19cb29ef	112.021372000
sgemm	7	7077888	19cb29ef	72.403721000
sgetrf_nopiv	2	2359296	c5fba424	6071.696432000
sgemm	3	7077888	19cb29ef	72.892351000
sgemm	5	7077888	19cb29ef	63.800833000
sgemm	4	7077888	19cb29ef	72.873689000
sgemm	1	7077888	19cb29ef	72.900595000
sgemm	7	7077888	19cb29ef	72.150158000
sgemm	4	7077888	19cb29ef	42.290150000
sgemm	7	7077888	19cb29ef	42.285949000
sgemm	1	7077888	19cb29ef	42.290259000
sgemm	6	7077888	19cb29ef	115.205464000
sgemm	3	7077888	19cb29ef	42.281169000
strsm	2	4718592	5f1ae26e	42.280286000
sgemm	3	7077888	19cb29ef	42.235475000
strsm	5	4718592	5f1ae26e	84.276046000
sgemm	4	7077888	19cb29ef	42.235637000
sgemm	0	7077888	19cb29ef	157.472509000
strsm	1	4718592	5f1ae26e	42.284963000
sgemm	7	7077888	19cb29ef	35.394615000
sgemm	6	7077888	19cb29ef	66.155894000
sgemm	5	7077888	19cb29ef	23.919847000
sgemm	3	7077888	19cb29ef	76.632697000
sgemm	4	7077888	19cb29ef	76.614629000
sgemm	6	7077888	19cb29ef	52.658095000
sgemm	1	7077888	19cb29ef	76.578230000
sgemm	7	7077888	19cb29ef	76.448317000
strsm	2	4718592	5f1ae26e	118.881740000
sgemm	3	7077888	19cb29ef	59.971561000
sgemm	4	7077888	19cb29ef	59.991400000
sgemm	6	7077888	19cb29ef	59.945225000
sgemm	7	7077888	19cb29ef	67.907771000
sgemm	0	7077888	19cb29ef	144.565639000
sgemm	6	7077888	19cb29ef	7.887449000
strsm	1	4718592	5f1ae26e	67.904819000
strsm	2	4718592	5f1ae26e	103.299648000
sgemm	6	7077888	19cb29ef	35.534455000
sgemm	3	7077888	19cb29ef	43.448927000
sgemm	4	7077888	19cb29ef	43.844782000
sgemm	0	7077888	19cb29ef	104.650252000
sgemm	1	7077888	19cb29ef	104.617358000
sgemm	7	7077888	19cb29ef	104.647244000
sgemm	6	7077888	19cb29ef	69.106586000
sgemm	3	7077888	19cb29ef	69.138503000
strsm	2	4718592	5f1ae26e	78.443396000
sgemm	4	7077888	19cb29ef	110.562672000
sgemm	7	7077888	19cb29ef	50.485676000
sgemm	4	7077888	19cb29ef	8.671117000
sgemm	6	7077888	19cb29ef	50.515597000
sgemm	1	7077888	19cb29ef	50.515693000
sgemm	0	7077888	19cb29ef	50.523935000
strsm	2	4718592	5f1ae26e	41.280077000
sgemm	3	7077888	19cb29ef	50.531554000
strsm	1	4718592	5f1ae26e	22.774163000
sgemm	0	7077888	19cb29ef	22.773575000
sgemm	6	7077888	19cb29ef	23.940552000
sgemm	7	7077888	19cb29ef	85.893856000
sgemm	6	7077888	19cb29ef	61.914240000
sgemm	4	7077888	19cb29ef	79.904656000
sgemm	1	7077888	19cb29ef	63.100038000
sgemm	3	7077888	19cb29ef	85.915148000
strsm	2	4718592	5f1ae26e	85.887973000
sgemm	0	7077888	19cb29ef	85.853470000
sgemm	4	7077888	19cb29ef	22.734506000
sgemm	7	7077888	19cb29ef	23.475289000
sgemm	1	7077888	19cb29ef	32.338948000
sgemm	3	7077888	19cb29ef	87.766284000
sgemm	6	7077888	19cb29ef	95.530552000
sgemm	1	7077888	19cb29ef	63.228944000
sgemm	0	7077888	19cb29ef	72.866471000
sgemm	2	7077888	19cb29ef	95.558909000
sgemm	4	7077888	19cb29ef	72.862459000
sgemm	7	7077888	19cb29ef	72.125063000
strsm	3	4718592	5f1ae26e	47.136582000
sgemm	1	7077888	19cb29ef	47.162143000
sgemm	4	7077888	19cb29ef	47.161186000
strsm	2	4718592	5f1ae26e	47.162430000
sgemm	0	7077888	19cb29ef	47.148627000
sgemm	7	7077888	19cb29ef	47.217850000
sgemm	6	7077888	19cb29ef	62.565912000
sgemm	1	7077888	19cb29ef	23.591953000
sgemm	4	7077888	19cb29ef	23.866276000
strsm	0	4718592	5f1ae26e	68.815610000
strsm	2	4718592	5f1ae26e	77.780738000
sgemm	3	7077888	19cb29ef	77.810196000
sgemm	1	7077888	19cb29ef	54.220452000
sgemm	4	7077888	19cb29ef	54.800273000
sgemm	7	7077888	19cb29ef	95.594289000
sgemm	6	7077888	19cb29ef	72.026589000
sgemm	1	7077888	19cb29ef	17.788290000
sgemm	3	7077888	19cb29ef	18.106889000
strsm	1	4718592	5f1ae26e	52.647300000
sgemm	4	7077888	19cb29ef	69.615476000
strsm	2	4718592	5f1ae26e	70.408493000
sgemm	7	7077888	19cb29ef	52.647832000
sgemm	6	7077888	19cb29ef	52.658200000
sgemm	0	7077888	19cb29ef	71.029200000
sgemm	7	7077888	19cb29ef	65.421440000
sgemm	3	7077888	19cb29ef	125.426325000
sgemm	2	7077888	19cb29ef	72.290248000
sgemm	4	7077888	19cb29ef	73.054208000
sgemm	1	7077888	19cb29ef	73.017638000
sgemm	6	7077888	19cb29ef	73.065384000
sgemm	7	7077888	19cb29ef	7.622836000
sgemm	0	7077888	19cb29ef	72.497976000
sgemm	1	7077888	19cb29ef	52.149759000
sgemm	7	7077888	19cb29ef	42.692985000
sgemm	0	7077888	19cb29ef	52.140250000
sgemm	2	7077888	19cb29ef	52.119140000
sgemm	6	7077888	19cb29ef	52.148542000
sgemm	3	7077888	19cb29ef	52.161315000
sgemm	1	7077888	19cb29ef	37.673919000
sgemm	4	7077888	19cb29ef	89.811658000
sgemm	0	7077888	19cb29ef	37.710665000
sgemm	6	7077888	19cb29ef	38.868556000
strsm	7	4718592	5f1ae26e	126.507224000
sgemm	4	7077888	19cb29ef	88.828880000
sgemm	1	7077888	19cb29ef	88.823473000
strsm	2	4718592	5f1ae26e	126.506757000
sgemm	0	7077888	19cb29ef	88.827698000
sgemm	7	7077888	19cb29ef	32.635966000
strsm	0	4718592	5f1ae26e	32.676602000
sgemm	6	7077888	19cb29ef	120.354903000
sgemm	1	7077888	19cb29ef	32.695778000
strsm	2	4718592	5f1ae26e	32.652072000
sgemm	3	7077888	19cb29ef	213.668681000
sgemm	1	7077888	19cb29ef	54.545381000
sgemm	7	7077888	19cb29ef	73.235627000
sgemm	6	7077888	19cb29ef	73.261033000
sgemm	6	7077888	19cb29ef	15.183431000
sgemm	4	7077888	19cb29ef	116.311171000
sgemm	3	7077888	19cb29ef	34.027160000
sgemm	1	7077888	19cb29ef	33.901359000
sgemm	0	7077888	19cb29ef	88.409149000
sgemm	2	7077888	19cb29ef	152.586789000
strsm	1	4718592	5f1ae26e	73.550481000
strsm	2	4718592	5f1ae26e	12.997906000
sgemm	3	7077888	19cb29ef	81.320305000
sgemm	0	7077888	19cb29ef	81.320321000
sgemm	7	7077888	19cb29ef	96.562333000
sgemm	6	7077888	19cb29ef	123.463215000
sgemm	1	7077888	19cb29ef	49.853243000
sgemm	7	7077888	19cb29ef	42.119414000
sgemm	4	7077888	19cb29ef	123.442052000
sgemm	2	7077888	19cb29ef	42.071637000
sgemm	0	7077888	19cb29ef	42.145611000
sgemm	6	7077888	19cb29ef	52.548354000
sgemm	1	7077888	19cb29ef	52.706091000
sgemm	4	7077888	19cb29ef	52.696097000
sgemm	7	7077888	19cb29ef	52.716595000
sgemm	3	7077888	19cb29ef	93.441193000
sgemm	2	7077888	19cb29ef	52.728493000
sgemm	0	7077888	19cb29ef	92.112811000
sgemm	1	7077888	19cb29ef	66.068329000
strsm	6	4718592	5f1ae26e	58.643636000
sgemm	4	7077888	19cb29ef	66.068399000
sgemm	3	7077888	19cb29ef	66.067383000
sgemm	7	7077888	19cb29ef	66.063479000
sgemm	3	7077888	19cb29ef	50.727473000
sgemm	2	7077888	19cb29ef	116.841970000
sgemm	4	7077888	19cb29ef	50.746885000
sgemm	1	7077888	19cb29ef	50.739176000
sgemm	6	7077888	19cb29ef	50.689292000
sgemm	7	7077888	19cb29ef	50.775002000
sgemm	0	7077888	19cb29ef	77.480129000
sgemm	7	7077888	19cb29ef	63.645202000
sgemm	1	7077888	19cb29ef	63.653037000
