886, spotrf, M320x320x4, 409600,
887, strsm, M320x320x4_M320x320x4, 819200,
888, strsm, M320x320x4_M320x320x4, 819200,
889, strsm, M320x320x4_M320x320x4, 819200,
890, strsm, M320x320x4_M320x320x4, 819200,
891, strsm, M320x320x4_M320x320x4, 819200,
892, strsm, M320x320x4_M320x320x4, 819200,
893, strsm, M320x320x4_M320x320x4, 819200,
894, strsm, M320x320x4_M320x320x4, 819200,
895, strsm, M320x320x4_M320x320x4, 819200,
898, ssyrk, M320x320x4_M320x320x4, 819200,
899, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
900, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
901, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
902, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
903, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
904, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
905, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
906, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
909, ssyrk, M320x320x4_M320x320x4, 819200,
910, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
911, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
912, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
913, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
914, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
915, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
916, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
919, ssyrk, M320x320x4_M320x320x4, 819200,
920, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
921, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
922, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
923, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
924, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
925, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
928, ssyrk, M320x320x4_M320x320x4, 819200,
