886, spotrf, M768x768x4, 2359296,
887, strsm, M768x768x4_M768x768x4, 4718592,
888, strsm, M768x768x4_M768x768x4, 4718592,
889, strsm, M768x768x4_M768x768x4, 4718592,
890, strsm, M768x768x4_M768x768x4, 4718592,
891, strsm, M768x768x4_M768x768x4, 4718592,
892, strsm, M768x768x4_M768x768x4, 4718592,
893, strsm, M768x768x4_M768x768x4, 4718592,
894, strsm, M768x768x4_M768x768x4, 4718592,
895, strsm, M768x768x4_M768x768x4, 4718592,
898, ssyrk, M768x768x4_M768x768x4, 4718592,
899, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
900, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
901, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
902, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
903, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
904, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
905, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
906, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
909, ssyrk, M768x768x4_M768x768x4, 4718592,
910, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
911, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
912, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
913, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
914, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
915, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
916, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
919, ssyrk, M768x768x4_M768x768x4, 4718592,
920, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
921, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
922, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
923, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
924, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
925, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
928, ssyrk, M768x768x4_M768x768x4, 4718592,
929, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
930, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
931, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
932, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
933, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
936, ssyrk, M768x768x4_M768x768x4, 4718592,
937, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
938, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
939, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
940, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
943, ssyrk, M768x768x4_M768x768x4, 4718592,
944, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
945, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
946, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
949, ssyrk, M768x768x4_M768x768x4, 4718592,
950, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
951, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
954, ssyrk, M768x768x4_M768x768x4, 4718592,
955, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
958, ssyrk, M768x768x4_M768x768x4, 4718592,
961, spotrf, M768x768x4, 2359296,
962, strsm, M768x768x4_M768x768x4, 4718592,
963, strsm, M768x768x4_M768x768x4, 4718592,
964, strsm, M768x768x4_M768x768x4, 4718592,
965, strsm, M768x768x4_M768x768x4, 4718592,
966, strsm, M768x768x4_M768x768x4, 4718592,
967, strsm, M768x768x4_M768x768x4, 4718592,
968, strsm, M768x768x4_M768x768x4, 4718592,
969, strsm, M768x768x4_M768x768x4, 4718592,
972, ssyrk, M768x768x4_M768x768x4, 4718592,
973, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
974, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
975, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
976, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
977, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
978, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
979, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
982, ssyrk, M768x768x4_M768x768x4, 4718592,
983, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
984, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
985, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
986, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
987, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
988, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
991, ssyrk, M768x768x4_M768x768x4, 4718592,
992, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
993, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
994, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
995, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
996, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
999, ssyrk, M768x768x4_M768x768x4, 4718592,
1000, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1001, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1002, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1003, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1006, ssyrk, M768x768x4_M768x768x4, 4718592,
1007, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1008, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1009, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1012, ssyrk, M768x768x4_M768x768x4, 4718592,
1013, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1014, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1017, ssyrk, M768x768x4_M768x768x4, 4718592,
1018, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1021, ssyrk, M768x768x4_M768x768x4, 4718592,
1024, spotrf, M768x768x4, 2359296,
1025, strsm, M768x768x4_M768x768x4, 4718592,
1026, strsm, M768x768x4_M768x768x4, 4718592,
1027, strsm, M768x768x4_M768x768x4, 4718592,
1028, strsm, M768x768x4_M768x768x4, 4718592,
1029, strsm, M768x768x4_M768x768x4, 4718592,
1030, strsm, M768x768x4_M768x768x4, 4718592,
1031, strsm, M768x768x4_M768x768x4, 4718592,
1034, ssyrk, M768x768x4_M768x768x4, 4718592,
1035, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1036, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1037, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1038, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1039, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1040, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1043, ssyrk, M768x768x4_M768x768x4, 4718592,
1044, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1045, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1046, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1047, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1048, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1051, ssyrk, M768x768x4_M768x768x4, 4718592,
1052, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
