628924, strsm, M768x768x4_M768x1x4, 2362368,
628927, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628930, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628933, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628936, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628939, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628942, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628945, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628948, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628951, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628954, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628957, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628960, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628963, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628966, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628969, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628972, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628975, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628978, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628981, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628984, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628987, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628990, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628993, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628996, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
628999, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629002, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629005, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629008, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629011, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629014, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629017, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629020, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629023, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629026, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629029, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629032, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629035, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629038, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629041, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629044, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629047, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629050, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629053, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629056, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629059, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629062, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629065, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629068, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629071, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629074, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629077, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629080, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629083, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629086, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629089, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629092, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629095, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629098, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629101, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629104, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629107, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629110, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629113, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629116, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629119, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629122, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629125, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629128, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629131, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629134, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629137, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629140, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629143, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629146, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629149, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629152, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629155, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629158, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629161, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629164, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629167, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629170, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629173, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629176, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
629179, sgemm, M768x768x4_M768x1x4_M768x1x4, 2365440,
