3814, strsm, M640x640x4_M640x1x4, 1640960,
3817, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3820, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3823, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3826, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3829, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3832, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3835, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3838, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3841, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3846, strsm, M640x640x4_M640x1x4, 1640960,
3849, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3852, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3855, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3858, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3861, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3864, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3867, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3870, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3875, strsm, M640x640x4_M640x1x4, 1640960,
3878, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3881, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3884, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3887, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3890, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3893, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3896, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3901, strsm, M640x640x4_M640x1x4, 1640960,
3904, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3907, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3910, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3913, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3916, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3919, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3924, strsm, M640x640x4_M640x1x4, 1640960,
3927, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3930, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3933, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3936, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3939, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3944, strsm, M640x640x4_M640x1x4, 1640960,
3947, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3950, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3953, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3956, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3961, strsm, M640x640x4_M640x1x4, 1640960,
3964, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3967, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3970, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3975, strsm, M640x640x4_M640x1x4, 1640960,
3978, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3981, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3986, strsm, M640x640x4_M640x1x4, 1640960,
3989, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
3994, strsm, M640x640x4_M640x1x4, 1640960,
3999, strsm, M640x640x4_M640x1x4, 1640960,
4002, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4006, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4010, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4014, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4018, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4022, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4026, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4030, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4034, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4040, strsm, M640x640x4_M640x1x4, 1640960,
4043, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4046, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4049, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4052, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4055, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4058, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4061, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4064, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4069, strsm, M640x640x4_M640x1x4, 1640960,
4072, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4075, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4078, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4081, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4084, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4087, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4090, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4095, strsm, M640x640x4_M640x1x4, 1640960,
4098, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4101, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4104, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4107, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4110, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4113, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4118, strsm, M640x640x4_M640x1x4, 1640960,
4121, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4124, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4127, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4130, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4133, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4138, strsm, M640x640x4_M640x1x4, 1640960,
4141, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4144, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4147, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4150, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4155, strsm, M640x640x4_M640x1x4, 1640960,
4158, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4161, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4164, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4169, strsm, M640x640x4_M640x1x4, 1640960,
4172, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4175, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4180, strsm, M640x640x4_M640x1x4, 1640960,
4183, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
4188, strsm, M640x640x4_M640x1x4, 1640960,
