15404, strsm, M640x640x4_M640x1x4, 1640960,
15407, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15410, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15413, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15416, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15419, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15422, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15425, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15428, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15431, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15434, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15437, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15440, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15443, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15446, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15449, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15452, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15455, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15458, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15461, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15466, strsm, M640x640x4_M640x1x4, 1640960,
15469, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15472, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15475, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15478, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15481, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15484, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15487, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15490, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15493, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15496, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15499, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15502, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15505, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15508, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15511, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15514, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15517, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15520, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15525, strsm, M640x640x4_M640x1x4, 1640960,
15528, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15531, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15534, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15537, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15540, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15543, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15546, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15549, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15552, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15555, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15558, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15561, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15564, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
15567, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,
