1044, strsm, M640x640x4_M640x1x4, 1640960,	1084, strsm, M640x640x4_M640x1x4, 1640960, 40
1047, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1087, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1050, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1090, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1053, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1093, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1056, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1096, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1061, strsm, M640x640x4_M640x1x4, 1640960,	1101, strsm, M640x640x4_M640x1x4, 1640960, 40
1064, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1104, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1067, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1107, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1070, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1110, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1075, strsm, M640x640x4_M640x1x4, 1640960,	1115, strsm, M640x640x4_M640x1x4, 1640960, 40
1078, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1118, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1081, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1121, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1086, strsm, M640x640x4_M640x1x4, 1640960,	1126, strsm, M640x640x4_M640x1x4, 1640960, 40
1089, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1129, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1094, strsm, M640x640x4_M640x1x4, 1640960,	1134, strsm, M640x640x4_M640x1x4, 1640960, 40
1099, strsm, M640x640x4_M640x1x4, 1640960,	1139, strsm, M640x640x4_M640x1x4, 1640960, 40
1102, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1142, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1106, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1146, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1110, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1150, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1114, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1154, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1120, strsm, M640x640x4_M640x1x4, 1640960,	1160, strsm, M640x640x4_M640x1x4, 1640960, 40
1123, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1163, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1126, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1166, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1129, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1169, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1134, strsm, M640x640x4_M640x1x4, 1640960,	1174, strsm, M640x640x4_M640x1x4, 1640960, 40
1137, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1177, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1140, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1180, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1145, strsm, M640x640x4_M640x1x4, 1640960,	1185, strsm, M640x640x4_M640x1x4, 1640960, 40
1148, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	1188, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
1153, strsm, M640x640x4_M640x1x4, 1640960,	1193, strsm, M640x640x4_M640x1x4, 1640960, 40
