5690, spotrf, M640x640x4, 1638400,
5691, strsm, M640x640x4_M640x640x4, 3276800,
5692, strsm, M640x640x4_M640x640x4, 3276800,
5693, strsm, M640x640x4_M640x640x4, 3276800,
5694, strsm, M640x640x4_M640x640x4, 3276800,
5695, strsm, M640x640x4_M640x640x4, 3276800,
5696, strsm, M640x640x4_M640x640x4, 3276800,
5697, strsm, M640x640x4_M640x640x4, 3276800,
5698, strsm, M640x640x4_M640x640x4, 3276800,
5699, strsm, M640x640x4_M640x640x4, 3276800,
5700, strsm, M640x640x4_M640x640x4, 3276800,
5701, strsm, M640x640x4_M640x640x4, 3276800,
5702, strsm, M640x640x4_M640x640x4, 3276800,
5703, strsm, M640x640x4_M640x640x4, 3276800,
5704, strsm, M640x640x4_M640x640x4, 3276800,
5705, strsm, M640x640x4_M640x640x4, 3276800,
5706, strsm, M640x640x4_M640x640x4, 3276800,
5707, strsm, M640x640x4_M640x640x4, 3276800,
5708, strsm, M640x640x4_M640x640x4, 3276800,
5709, strsm, M640x640x4_M640x640x4, 3276800,
5712, ssyrk, M640x640x4_M640x640x4, 3276800,
5713, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5714, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5715, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5716, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5717, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5718, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5719, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5720, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5721, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5722, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5723, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5724, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5725, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5726, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5727, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5728, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5729, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5730, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5733, ssyrk, M640x640x4_M640x640x4, 3276800,
5734, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5735, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5736, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5737, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5738, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5739, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5740, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5741, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5742, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5743, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5744, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5745, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5746, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5747, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5748, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
