5690, spotrf, M768x768x4, 2359296,
5691, strsm, M768x768x4_M768x768x4, 4718592,
5692, strsm, M768x768x4_M768x768x4, 4718592,
5693, strsm, M768x768x4_M768x768x4, 4718592,
5694, strsm, M768x768x4_M768x768x4, 4718592,
5695, strsm, M768x768x4_M768x768x4, 4718592,
5696, strsm, M768x768x4_M768x768x4, 4718592,
5697, strsm, M768x768x4_M768x768x4, 4718592,
5698, strsm, M768x768x4_M768x768x4, 4718592,
5699, strsm, M768x768x4_M768x768x4, 4718592,
5700, strsm, M768x768x4_M768x768x4, 4718592,
5701, strsm, M768x768x4_M768x768x4, 4718592,
5702, strsm, M768x768x4_M768x768x4, 4718592,
5703, strsm, M768x768x4_M768x768x4, 4718592,
5704, strsm, M768x768x4_M768x768x4, 4718592,
5705, strsm, M768x768x4_M768x768x4, 4718592,
5706, strsm, M768x768x4_M768x768x4, 4718592,
5707, strsm, M768x768x4_M768x768x4, 4718592,
5708, strsm, M768x768x4_M768x768x4, 4718592,
5709, strsm, M768x768x4_M768x768x4, 4718592,
5712, ssyrk, M768x768x4_M768x768x4, 4718592,
5713, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5714, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5715, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5716, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5717, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5718, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5719, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5720, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5721, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5722, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5723, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5724, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5725, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5726, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5727, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5728, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5729, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5730, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5733, ssyrk, M768x768x4_M768x768x4, 4718592,
5734, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5735, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5736, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5737, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5738, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5739, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5740, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5741, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5742, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5743, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5744, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5745, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5746, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5747, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5748, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5749, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5750, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5753, ssyrk, M768x768x4_M768x768x4, 4718592,
5754, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5755, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5756, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5757, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5758, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5759, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5760, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5761, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5762, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5763, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5764, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5765, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5766, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5767, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5768, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5769, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5772, ssyrk, M768x768x4_M768x768x4, 4718592,
5773, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5774, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5775, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5776, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5777, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5778, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5779, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5780, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5781, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5782, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5783, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5784, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5785, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5786, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5787, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5790, ssyrk, M768x768x4_M768x768x4, 4718592,
5791, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5792, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5793, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5794, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5795, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5796, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5797, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5798, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5799, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5800, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5801, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5802, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5803, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5804, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5807, ssyrk, M768x768x4_M768x768x4, 4718592,
5808, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5809, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5810, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5811, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5812, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5813, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5814, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5815, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5816, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5817, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5818, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5819, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5820, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5823, ssyrk, M768x768x4_M768x768x4, 4718592,
5824, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5825, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5826, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5827, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5828, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5829, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5830, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5831, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5832, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5833, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5834, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5835, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5838, ssyrk, M768x768x4_M768x768x4, 4718592,
5839, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5840, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5841, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5842, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5843, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5844, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5845, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5846, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5847, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5848, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5849, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5852, ssyrk, M768x768x4_M768x768x4, 4718592,
5853, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5854, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5855, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5856, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5857, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5858, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5859, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5860, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5861, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5862, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5865, ssyrk, M768x768x4_M768x768x4, 4718592,
5866, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5867, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5868, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5869, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5870, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5871, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5872, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5873, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5874, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5877, ssyrk, M768x768x4_M768x768x4, 4718592,
5878, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5879, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5880, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5881, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5882, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5883, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5884, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5885, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5888, ssyrk, M768x768x4_M768x768x4, 4718592,
5889, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5890, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5891, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5892, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5893, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5894, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5895, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5898, ssyrk, M768x768x4_M768x768x4, 4718592,
5899, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5900, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5901, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5902, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5903, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5904, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5907, ssyrk, M768x768x4_M768x768x4, 4718592,
5908, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5909, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5910, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5911, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5912, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5915, ssyrk, M768x768x4_M768x768x4, 4718592,
5916, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5917, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5918, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5919, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5922, ssyrk, M768x768x4_M768x768x4, 4718592,
