3814, strsm, M640x640x4_M640x1x4, 1640960,	3854, strsm, M640x640x4_M640x1x4, 1640960, 40
3817, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3857, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3820, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3860, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3823, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3863, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3826, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3866, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3829, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3869, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3832, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3872, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3835, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3875, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3838, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3878, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3841, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3881, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3846, strsm, M640x640x4_M640x1x4, 1640960,	3886, strsm, M640x640x4_M640x1x4, 1640960, 40
3849, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3889, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3852, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3892, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3855, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3895, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3858, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3898, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3861, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3901, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3864, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3904, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3867, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3907, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3870, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3910, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3875, strsm, M640x640x4_M640x1x4, 1640960,	3915, strsm, M640x640x4_M640x1x4, 1640960, 40
3878, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3918, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3881, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3921, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3884, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3924, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3887, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3927, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3890, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3930, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3893, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3933, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3896, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3936, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3901, strsm, M640x640x4_M640x1x4, 1640960,	3941, strsm, M640x640x4_M640x1x4, 1640960, 40
3904, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3944, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3907, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3947, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3910, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3950, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3913, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3953, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3916, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3956, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3919, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3959, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3924, strsm, M640x640x4_M640x1x4, 1640960,	3964, strsm, M640x640x4_M640x1x4, 1640960, 40
3927, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3967, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3930, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3970, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3933, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3973, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3936, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3976, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3939, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3979, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3944, strsm, M640x640x4_M640x1x4, 1640960,	3984, strsm, M640x640x4_M640x1x4, 1640960, 40
3947, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3987, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3950, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3990, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3953, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3993, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3956, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	3996, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
3961, strsm, M640x640x4_M640x1x4, 1640960,	4001, strsm, M640x640x4_M640x1x4, 1640960, 40
