15404, strsm, M640x640x4_M640x1x4, 1640960,	15444, strsm, M640x640x4_M640x1x4, 1640960, 40
15407, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15447, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15410, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15450, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15413, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15453, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15416, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15456, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15419, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15459, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15422, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15462, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15425, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15465, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15428, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15468, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15431, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15471, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15434, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15474, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15437, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15477, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15440, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15480, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15443, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15483, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15446, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15486, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15449, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15489, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
15452, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520,	15492, sgemm, M640x640x4_M640x1x4_M640x1x4, 1643520, 40
