15404, strsm, M512x512x4_M512x1x4, 1050624,	15444, strsm, M512x512x4_M512x1x4, 1050624, 40
15407, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15447, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15410, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15450, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15413, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15453, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15416, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15456, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15419, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15459, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15422, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15462, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15425, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15465, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15428, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15468, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15431, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15471, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15434, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15474, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15437, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15477, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15440, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15480, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15443, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15483, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15446, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15486, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15449, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15489, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15452, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15492, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15455, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15495, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15458, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15498, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15461, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15501, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15466, strsm, M512x512x4_M512x1x4, 1050624,	15506, strsm, M512x512x4_M512x1x4, 1050624, 40
15469, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15509, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15472, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15512, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15475, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15515, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15478, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15518, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15481, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15521, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15484, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15524, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15487, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15527, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15490, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15530, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15493, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15533, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15496, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15536, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15499, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15539, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15502, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15542, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15505, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15545, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15508, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15548, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15511, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15551, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15514, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15554, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15517, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15557, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15520, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15560, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15525, strsm, M512x512x4_M512x1x4, 1050624,	15565, strsm, M512x512x4_M512x1x4, 1050624, 40
15528, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15568, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15531, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15571, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15534, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15574, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15537, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15577, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15540, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15580, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15543, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15583, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15546, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15586, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15549, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15589, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15552, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15592, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15555, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15595, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15558, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15598, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15561, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15601, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15564, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15604, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15567, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15607, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15570, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15610, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
15573, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672,	15613, sgemm, M512x512x4_M512x1x4_M512x1x4, 1052672, 40
