246, spotrf, M256x256x4, 262144,
247, strsm, M256x256x4_M256x256x4, 524288,
248, strsm, M256x256x4_M256x256x4, 524288,
249, strsm, M256x256x4_M256x256x4, 524288,
250, strsm, M256x256x4_M256x256x4, 524288,
253, ssyrk, M256x256x4_M256x256x4, 524288,
254, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
255, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
256, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
259, ssyrk, M256x256x4_M256x256x4, 524288,
260, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
261, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
264, ssyrk, M256x256x4_M256x256x4, 524288,
265, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
268, ssyrk, M256x256x4_M256x256x4, 524288,
271, spotrf, M256x256x4, 262144,
272, strsm, M256x256x4_M256x256x4, 524288,
273, strsm, M256x256x4_M256x256x4, 524288,
274, strsm, M256x256x4_M256x256x4, 524288,
277, ssyrk, M256x256x4_M256x256x4, 524288,
278, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
279, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
282, ssyrk, M256x256x4_M256x256x4, 524288,
283, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
286, ssyrk, M256x256x4_M256x256x4, 524288,
289, spotrf, M256x256x4, 262144,
290, strsm, M256x256x4_M256x256x4, 524288,
291, strsm, M256x256x4_M256x256x4, 524288,
294, ssyrk, M256x256x4_M256x256x4, 524288,
295, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
298, ssyrk, M256x256x4_M256x256x4, 524288,
301, spotrf, M256x256x4, 262144,
302, strsm, M256x256x4_M256x256x4, 524288,
305, ssyrk, M256x256x4_M256x256x4, 524288,
308, spotrf, M256x256x4, 262144,
