926, spotrf, M640x640x4, 1638400,
927, strsm, M640x640x4_M640x640x4, 3276800,
928, strsm, M640x640x4_M640x640x4, 3276800,
929, strsm, M640x640x4_M640x640x4, 3276800,
930, strsm, M640x640x4_M640x640x4, 3276800,
931, strsm, M640x640x4_M640x640x4, 3276800,
932, strsm, M640x640x4_M640x640x4, 3276800,
933, strsm, M640x640x4_M640x640x4, 3276800,
934, strsm, M640x640x4_M640x640x4, 3276800,
935, strsm, M640x640x4_M640x640x4, 3276800,
938, ssyrk, M640x640x4_M640x640x4, 3276800,
939, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
940, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
941, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
942, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
943, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
944, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
945, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
946, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
949, ssyrk, M640x640x4_M640x640x4, 3276800,
950, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
951, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
952, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
953, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
954, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
955, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
956, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
959, ssyrk, M640x640x4_M640x640x4, 3276800,
960, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
961, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
962, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
963, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
964, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
965, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
968, ssyrk, M640x640x4_M640x640x4, 3276800,
969, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
970, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
971, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
972, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
973, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
976, ssyrk, M640x640x4_M640x640x4, 3276800,
977, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
978, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
979, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
980, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
983, ssyrk, M640x640x4_M640x640x4, 3276800,
984, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
985, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
986, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
989, ssyrk, M640x640x4_M640x640x4, 3276800,
990, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
991, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
994, ssyrk, M640x640x4_M640x640x4, 3276800,
995, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
998, ssyrk, M640x640x4_M640x640x4, 3276800,
1001, spotrf, M640x640x4, 1638400,
1002, strsm, M640x640x4_M640x640x4, 3276800,
1003, strsm, M640x640x4_M640x640x4, 3276800,
1004, strsm, M640x640x4_M640x640x4, 3276800,
1005, strsm, M640x640x4_M640x640x4, 3276800,
1006, strsm, M640x640x4_M640x640x4, 3276800,
1007, strsm, M640x640x4_M640x640x4, 3276800,
1008, strsm, M640x640x4_M640x640x4, 3276800,
1009, strsm, M640x640x4_M640x640x4, 3276800,
1012, ssyrk, M640x640x4_M640x640x4, 3276800,
1013, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1014, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1015, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1016, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1017, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1018, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1019, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1022, ssyrk, M640x640x4_M640x640x4, 3276800,
1023, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1024, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1025, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1026, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1027, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1028, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1031, ssyrk, M640x640x4_M640x640x4, 3276800,
1032, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1033, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1034, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1035, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1036, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1039, ssyrk, M640x640x4_M640x640x4, 3276800,
1040, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1041, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1042, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1043, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1046, ssyrk, M640x640x4_M640x640x4, 3276800,
1047, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1048, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1049, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1052, ssyrk, M640x640x4_M640x640x4, 3276800,
1053, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1054, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1057, ssyrk, M640x640x4_M640x640x4, 3276800,
1058, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
1061, ssyrk, M640x640x4_M640x640x4, 3276800,
