246, spotrf, M512x512x4, 1048576,
247, strsm, M512x512x4_M512x512x4, 2097152,
248, strsm, M512x512x4_M512x512x4, 2097152,
249, strsm, M512x512x4_M512x512x4, 2097152,
250, strsm, M512x512x4_M512x512x4, 2097152,
253, ssyrk, M512x512x4_M512x512x4, 2097152,
254, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
255, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
256, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
259, ssyrk, M512x512x4_M512x512x4, 2097152,
260, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
261, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
264, ssyrk, M512x512x4_M512x512x4, 2097152,
265, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
268, ssyrk, M512x512x4_M512x512x4, 2097152,
271, spotrf, M512x512x4, 1048576,
272, strsm, M512x512x4_M512x512x4, 2097152,
273, strsm, M512x512x4_M512x512x4, 2097152,
274, strsm, M512x512x4_M512x512x4, 2097152,
277, ssyrk, M512x512x4_M512x512x4, 2097152,
278, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
279, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
282, ssyrk, M512x512x4_M512x512x4, 2097152,
283, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
286, ssyrk, M512x512x4_M512x512x4, 2097152,
289, spotrf, M512x512x4, 1048576,
290, strsm, M512x512x4_M512x512x4, 2097152,
291, strsm, M512x512x4_M512x512x4, 2097152,
294, ssyrk, M512x512x4_M512x512x4, 2097152,
295, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
298, ssyrk, M512x512x4_M512x512x4, 2097152,
301, spotrf, M512x512x4, 1048576,
302, strsm, M512x512x4_M512x512x4, 2097152,
305, ssyrk, M512x512x4_M512x512x4, 2097152,
308, spotrf, M512x512x4, 1048576,
