1325, spotrf, M512x512x4, 1048576,	1365, spotrf, M512x512x4, 1048576, 40
1326, strsm, M512x512x4_M512x512x4, 2097152,	1366, strsm, M512x512x4_M512x512x4, 2097152, 40
1327, strsm, M512x512x4_M512x512x4, 2097152,	1367, strsm, M512x512x4_M512x512x4, 2097152, 40
1328, strsm, M512x512x4_M512x512x4, 2097152,	1368, strsm, M512x512x4_M512x512x4, 2097152, 40
1329, strsm, M512x512x4_M512x512x4, 2097152,	1369, strsm, M512x512x4_M512x512x4, 2097152, 40
1330, strsm, M512x512x4_M512x512x4, 2097152,	1370, strsm, M512x512x4_M512x512x4, 2097152, 40
1331, strsm, M512x512x4_M512x512x4, 2097152,	1371, strsm, M512x512x4_M512x512x4, 2097152, 40
1332, strsm, M512x512x4_M512x512x4, 2097152,	1372, strsm, M512x512x4_M512x512x4, 2097152, 40
1333, strsm, M512x512x4_M512x512x4, 2097152,	1373, strsm, M512x512x4_M512x512x4, 2097152, 40
1334, strsm, M512x512x4_M512x512x4, 2097152,	1374, strsm, M512x512x4_M512x512x4, 2097152, 40
1337, ssyrk, M512x512x4_M512x512x4, 2097152,	1377, ssyrk, M512x512x4_M512x512x4, 2097152, 40
1338, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1378, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1339, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1379, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1340, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1380, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1341, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1381, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1342, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1382, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1343, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1383, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1344, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1384, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1345, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1385, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1348, ssyrk, M512x512x4_M512x512x4, 2097152,	1388, ssyrk, M512x512x4_M512x512x4, 2097152, 40
1349, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1389, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1350, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1390, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1351, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1391, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1352, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1392, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1353, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1393, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1354, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1394, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1355, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1395, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1358, ssyrk, M512x512x4_M512x512x4, 2097152,	1398, ssyrk, M512x512x4_M512x512x4, 2097152, 40
1359, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1399, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1360, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1400, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1361, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1401, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1362, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1402, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1363, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1403, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1364, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1404, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1367, ssyrk, M512x512x4_M512x512x4, 2097152,	1407, ssyrk, M512x512x4_M512x512x4, 2097152, 40
1368, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1408, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1369, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1409, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1370, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1410, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1371, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1411, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1372, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1412, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1375, ssyrk, M512x512x4_M512x512x4, 2097152,	1415, ssyrk, M512x512x4_M512x512x4, 2097152, 40
1376, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1416, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1377, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1417, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1378, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1418, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
1379, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,	1419, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728, 40
