117014, strsm, M320x320x4_M320x1x4, 410880,
117017, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117020, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117023, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117026, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117029, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117032, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117035, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117038, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117041, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117044, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117047, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117050, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117053, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117056, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117059, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117062, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117065, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117068, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117071, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117074, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117077, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117080, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117083, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117086, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117089, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117092, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117095, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117098, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117101, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117104, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117107, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117110, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117113, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117116, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117119, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117122, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117125, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117128, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117131, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117134, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117137, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117140, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117143, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117146, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117149, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117152, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
117155, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
