3854, strsm, M320x320x4_M320x1x4, 410880,
3857, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3860, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3863, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3866, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3869, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3872, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3875, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3878, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3881, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3886, strsm, M320x320x4_M320x1x4, 410880,
3889, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3892, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3895, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3898, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3901, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3904, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3907, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3910, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3915, strsm, M320x320x4_M320x1x4, 410880,
3918, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3921, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3924, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3927, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3930, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3933, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3936, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3941, strsm, M320x320x4_M320x1x4, 410880,
3944, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3947, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3950, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3953, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3956, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3959, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3964, strsm, M320x320x4_M320x1x4, 410880,
3967, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
3970, sgemm, M320x320x4_M320x1x4_M320x1x4, 412160,
