5310, sgetrf_nopiv, M640x640x4, 1638400,
5311, strsm, M640x640x4_M640x640x4, 3276800,
5312, strsm, M640x640x4_M640x640x4, 3276800,
5313, strsm, M640x640x4_M640x640x4, 3276800,
5314, strsm, M640x640x4_M640x640x4, 3276800,
5315, strsm, M640x640x4_M640x640x4, 3276800,
5316, strsm, M640x640x4_M640x640x4, 3276800,
5317, strsm, M640x640x4_M640x640x4, 3276800,
5318, strsm, M640x640x4_M640x640x4, 3276800,
5319, strsm, M640x640x4_M640x640x4, 3276800,
5320, strsm, M640x640x4_M640x640x4, 3276800,
5321, strsm, M640x640x4_M640x640x4, 3276800,
5322, strsm, M640x640x4_M640x640x4, 3276800,
5323, strsm, M640x640x4_M640x640x4, 3276800,
5324, strsm, M640x640x4_M640x640x4, 3276800,
5325, strsm, M640x640x4_M640x640x4, 3276800,
5326, strsm, M640x640x4_M640x640x4, 3276800,
5327, strsm, M640x640x4_M640x640x4, 3276800,
5328, strsm, M640x640x4_M640x640x4, 3276800,
5329, strsm, M640x640x4_M640x640x4, 3276800,
5330, strsm, M640x640x4_M640x640x4, 3276800,
5331, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5332, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5333, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5334, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5335, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5336, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5337, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5338, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5339, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5340, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5341, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5342, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5343, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5344, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5345, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5346, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5347, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5348, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5349, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5350, strsm, M640x640x4_M640x640x4, 3276800,
5351, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5352, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5353, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5354, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5355, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5356, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5357, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5358, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5359, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5360, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5361, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5362, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5363, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5364, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5365, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5366, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5367, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5368, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5369, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5370, strsm, M640x640x4_M640x640x4, 3276800,
5371, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5372, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5373, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5374, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5375, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5376, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5377, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5378, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5379, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5380, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5381, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5382, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5383, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5384, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5385, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5386, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5387, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5388, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5389, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5390, strsm, M640x640x4_M640x640x4, 3276800,
5391, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5392, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5393, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5394, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5395, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5396, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5397, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5398, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5399, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5400, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5401, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5402, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5403, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5404, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5405, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5406, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5407, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5408, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5409, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5410, strsm, M640x640x4_M640x640x4, 3276800,
5411, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5412, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5413, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5414, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5415, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5416, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5417, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5418, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5419, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5420, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5421, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5422, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
5423, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
