5310, sgetrf_nopiv, M64x64x4, 16384,
5311, strsm, M64x64x4_M64x64x4, 32768,
5312, strsm, M64x64x4_M64x64x4, 32768,
5313, strsm, M64x64x4_M64x64x4, 32768,
5314, strsm, M64x64x4_M64x64x4, 32768,
5315, strsm, M64x64x4_M64x64x4, 32768,
5316, strsm, M64x64x4_M64x64x4, 32768,
5317, strsm, M64x64x4_M64x64x4, 32768,
5318, strsm, M64x64x4_M64x64x4, 32768,
5319, strsm, M64x64x4_M64x64x4, 32768,
5320, strsm, M64x64x4_M64x64x4, 32768,
5321, strsm, M64x64x4_M64x64x4, 32768,
5322, strsm, M64x64x4_M64x64x4, 32768,
5323, strsm, M64x64x4_M64x64x4, 32768,
5324, strsm, M64x64x4_M64x64x4, 32768,
5325, strsm, M64x64x4_M64x64x4, 32768,
5326, strsm, M64x64x4_M64x64x4, 32768,
5327, strsm, M64x64x4_M64x64x4, 32768,
5328, strsm, M64x64x4_M64x64x4, 32768,
5329, strsm, M64x64x4_M64x64x4, 32768,
5330, strsm, M64x64x4_M64x64x4, 32768,
5331, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5332, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5333, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5334, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5335, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5336, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5337, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5338, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5339, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5340, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5341, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5342, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5343, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5344, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5345, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5346, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5347, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5348, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5349, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5350, strsm, M64x64x4_M64x64x4, 32768,
5351, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5352, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5353, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5354, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
5355, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
