57965, sgetrf_nopiv, M960x960x4, 3686400,
57966, strsm, M960x960x4_M960x960x4, 7372800,
57967, strsm, M960x960x4_M960x960x4, 7372800,
57968, strsm, M960x960x4_M960x960x4, 7372800,
57969, strsm, M960x960x4_M960x960x4, 7372800,
57970, strsm, M960x960x4_M960x960x4, 7372800,
57971, strsm, M960x960x4_M960x960x4, 7372800,
57972, strsm, M960x960x4_M960x960x4, 7372800,
57973, strsm, M960x960x4_M960x960x4, 7372800,
57974, strsm, M960x960x4_M960x960x4, 7372800,
57975, strsm, M960x960x4_M960x960x4, 7372800,
57976, strsm, M960x960x4_M960x960x4, 7372800,
57977, strsm, M960x960x4_M960x960x4, 7372800,
57978, strsm, M960x960x4_M960x960x4, 7372800,
57979, strsm, M960x960x4_M960x960x4, 7372800,
57980, strsm, M960x960x4_M960x960x4, 7372800,
57981, strsm, M960x960x4_M960x960x4, 7372800,
57982, strsm, M960x960x4_M960x960x4, 7372800,
57983, strsm, M960x960x4_M960x960x4, 7372800,
57984, strsm, M960x960x4_M960x960x4, 7372800,
57985, strsm, M960x960x4_M960x960x4, 7372800,
57986, strsm, M960x960x4_M960x960x4, 7372800,
57987, strsm, M960x960x4_M960x960x4, 7372800,
57988, strsm, M960x960x4_M960x960x4, 7372800,
57989, strsm, M960x960x4_M960x960x4, 7372800,
57990, strsm, M960x960x4_M960x960x4, 7372800,
57991, strsm, M960x960x4_M960x960x4, 7372800,
57992, strsm, M960x960x4_M960x960x4, 7372800,
57993, strsm, M960x960x4_M960x960x4, 7372800,
57994, strsm, M960x960x4_M960x960x4, 7372800,
57995, strsm, M960x960x4_M960x960x4, 7372800,
57996, strsm, M960x960x4_M960x960x4, 7372800,
57997, strsm, M960x960x4_M960x960x4, 7372800,
57998, strsm, M960x960x4_M960x960x4, 7372800,
57999, strsm, M960x960x4_M960x960x4, 7372800,
58000, strsm, M960x960x4_M960x960x4, 7372800,
58001, strsm, M960x960x4_M960x960x4, 7372800,
58002, strsm, M960x960x4_M960x960x4, 7372800,
58003, strsm, M960x960x4_M960x960x4, 7372800,
58004, strsm, M960x960x4_M960x960x4, 7372800,
58005, strsm, M960x960x4_M960x960x4, 7372800,
58006, strsm, M960x960x4_M960x960x4, 7372800,
58007, strsm, M960x960x4_M960x960x4, 7372800,
58008, strsm, M960x960x4_M960x960x4, 7372800,
58009, strsm, M960x960x4_M960x960x4, 7372800,
58010, strsm, M960x960x4_M960x960x4, 7372800,
58011, strsm, M960x960x4_M960x960x4, 7372800,
58012, strsm, M960x960x4_M960x960x4, 7372800,
58013, strsm, M960x960x4_M960x960x4, 7372800,
58014, strsm, M960x960x4_M960x960x4, 7372800,
58015, strsm, M960x960x4_M960x960x4, 7372800,
58016, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58017, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58018, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58019, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58020, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58021, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58022, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58023, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58024, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58025, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58026, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58027, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58028, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58029, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58030, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58031, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58032, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58033, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58034, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58035, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58036, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58037, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58038, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58039, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58040, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58041, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58042, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58043, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58044, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58045, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58046, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58047, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58048, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58049, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58050, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58051, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58052, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58053, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58054, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58055, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58056, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58057, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58058, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58059, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58060, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58061, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58062, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58063, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58064, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58065, strsm, M960x960x4_M960x960x4, 7372800,
58066, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58067, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58068, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58069, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58070, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58071, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58072, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58073, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58074, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58075, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58076, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58077, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58078, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58079, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58080, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58081, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58082, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58083, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58084, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58085, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58086, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58087, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58088, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58089, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58090, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58091, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58092, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
58093, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
