1025, sgetrf_nopiv, M512x512x4, 1048576,
1026, strsm, M512x512x4_M512x512x4, 2097152,
1027, strsm, M512x512x4_M512x512x4, 2097152,
1028, strsm, M512x512x4_M512x512x4, 2097152,
1029, strsm, M512x512x4_M512x512x4, 2097152,
1030, strsm, M512x512x4_M512x512x4, 2097152,
1031, strsm, M512x512x4_M512x512x4, 2097152,
1032, strsm, M512x512x4_M512x512x4, 2097152,
1033, strsm, M512x512x4_M512x512x4, 2097152,
1034, strsm, M512x512x4_M512x512x4, 2097152,
1035, strsm, M512x512x4_M512x512x4, 2097152,
1036, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1037, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1038, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1039, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1040, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1041, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1042, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1043, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1044, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1045, strsm, M512x512x4_M512x512x4, 2097152,
1046, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1047, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1048, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1049, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1050, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1051, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1052, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1053, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1054, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1055, strsm, M512x512x4_M512x512x4, 2097152,
1056, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
