5310, sgetrf_nopiv, M128x128x4, 65536,
5311, strsm, M128x128x4_M128x128x4, 131072,
5312, strsm, M128x128x4_M128x128x4, 131072,
5313, strsm, M128x128x4_M128x128x4, 131072,
5314, strsm, M128x128x4_M128x128x4, 131072,
5315, strsm, M128x128x4_M128x128x4, 131072,
5316, strsm, M128x128x4_M128x128x4, 131072,
5317, strsm, M128x128x4_M128x128x4, 131072,
5318, strsm, M128x128x4_M128x128x4, 131072,
5319, strsm, M128x128x4_M128x128x4, 131072,
5320, strsm, M128x128x4_M128x128x4, 131072,
5321, strsm, M128x128x4_M128x128x4, 131072,
5322, strsm, M128x128x4_M128x128x4, 131072,
5323, strsm, M128x128x4_M128x128x4, 131072,
5324, strsm, M128x128x4_M128x128x4, 131072,
5325, strsm, M128x128x4_M128x128x4, 131072,
5326, strsm, M128x128x4_M128x128x4, 131072,
5327, strsm, M128x128x4_M128x128x4, 131072,
5328, strsm, M128x128x4_M128x128x4, 131072,
5329, strsm, M128x128x4_M128x128x4, 131072,
5330, strsm, M128x128x4_M128x128x4, 131072,
5331, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5332, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5333, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5334, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5335, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5336, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5337, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5338, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5339, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5340, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5341, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5342, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5343, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5344, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5345, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5346, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5347, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5348, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5349, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5350, strsm, M128x128x4_M128x128x4, 131072,
5351, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5352, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5353, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5354, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5355, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5356, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5357, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5358, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5359, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5360, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5361, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5362, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5363, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5364, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5365, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5366, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5367, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5368, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5369, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5370, strsm, M128x128x4_M128x128x4, 131072,
5371, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5372, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5373, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5374, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5375, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5376, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5377, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5378, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5379, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5380, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5381, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5382, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5383, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5384, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5385, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5386, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5387, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5388, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5389, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5390, strsm, M128x128x4_M128x128x4, 131072,
5391, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5392, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5393, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5394, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5395, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5396, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5397, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5398, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5399, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5400, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5401, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5402, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5403, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5404, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5405, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5406, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5407, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5408, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5409, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5410, strsm, M128x128x4_M128x128x4, 131072,
5411, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5412, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5413, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5414, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5415, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5416, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5417, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5418, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5419, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5420, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
