5310, sgetrf_nopiv, M320x320x4, 409600,
5311, strsm, M320x320x4_M320x320x4, 819200,
5312, strsm, M320x320x4_M320x320x4, 819200,
5313, strsm, M320x320x4_M320x320x4, 819200,
5314, strsm, M320x320x4_M320x320x4, 819200,
5315, strsm, M320x320x4_M320x320x4, 819200,
5316, strsm, M320x320x4_M320x320x4, 819200,
5317, strsm, M320x320x4_M320x320x4, 819200,
5318, strsm, M320x320x4_M320x320x4, 819200,
5319, strsm, M320x320x4_M320x320x4, 819200,
5320, strsm, M320x320x4_M320x320x4, 819200,
5321, strsm, M320x320x4_M320x320x4, 819200,
5322, strsm, M320x320x4_M320x320x4, 819200,
5323, strsm, M320x320x4_M320x320x4, 819200,
5324, strsm, M320x320x4_M320x320x4, 819200,
5325, strsm, M320x320x4_M320x320x4, 819200,
5326, strsm, M320x320x4_M320x320x4, 819200,
5327, strsm, M320x320x4_M320x320x4, 819200,
5328, strsm, M320x320x4_M320x320x4, 819200,
5329, strsm, M320x320x4_M320x320x4, 819200,
5330, strsm, M320x320x4_M320x320x4, 819200,
5331, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5332, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5333, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5334, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5335, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5336, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5337, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5338, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5339, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5340, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5341, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5342, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5343, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5344, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5345, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5346, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5347, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5348, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5349, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5350, strsm, M320x320x4_M320x320x4, 819200,
5351, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5352, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5353, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5354, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5355, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5356, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5357, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5358, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5359, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5360, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5361, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5362, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5363, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5364, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5365, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5366, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5367, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5368, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5369, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5370, strsm, M320x320x4_M320x320x4, 819200,
5371, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
