1025, sgetrf_nopiv, M320x320x4, 409600,
1026, strsm, M320x320x4_M320x320x4, 819200,
1027, strsm, M320x320x4_M320x320x4, 819200,
1028, strsm, M320x320x4_M320x320x4, 819200,
1029, strsm, M320x320x4_M320x320x4, 819200,
1030, strsm, M320x320x4_M320x320x4, 819200,
1031, strsm, M320x320x4_M320x320x4, 819200,
1032, strsm, M320x320x4_M320x320x4, 819200,
1033, strsm, M320x320x4_M320x320x4, 819200,
1034, strsm, M320x320x4_M320x320x4, 819200,
1035, strsm, M320x320x4_M320x320x4, 819200,
1036, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1037, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1038, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1039, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1040, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1041, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1042, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1043, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1044, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1045, strsm, M320x320x4_M320x320x4, 819200,
1046, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1047, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1048, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1049, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1050, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1051, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1052, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1053, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1054, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1055, strsm, M320x320x4_M320x320x4, 819200,
1056, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1057, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1058, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1059, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1060, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1061, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1062, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1063, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1064, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1065, strsm, M320x320x4_M320x320x4, 819200,
1066, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1067, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1068, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1069, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1070, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1071, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1072, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1073, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1074, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1075, strsm, M320x320x4_M320x320x4, 819200,
1076, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1077, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1078, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1079, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1080, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1081, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1082, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1083, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1084, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1085, strsm, M320x320x4_M320x320x4, 819200,
1086, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1087, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1088, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1089, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1090, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1091, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1092, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1093, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1094, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1095, strsm, M320x320x4_M320x320x4, 819200,
1096, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1097, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1098, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1099, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1100, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1101, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1102, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1103, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1104, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1105, strsm, M320x320x4_M320x320x4, 819200,
1106, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1107, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1108, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1109, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1110, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1111, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1112, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1113, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1114, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1115, strsm, M320x320x4_M320x320x4, 819200,
1116, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1117, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1118, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
