1795, spotrf, M320x320x4, 409600,
1796, strsm, M320x320x4_M320x320x4, 819200,
1797, strsm, M320x320x4_M320x320x4, 819200,
1798, strsm, M320x320x4_M320x320x4, 819200,
1799, strsm, M320x320x4_M320x320x4, 819200,
1800, strsm, M320x320x4_M320x320x4, 819200,
1801, strsm, M320x320x4_M320x320x4, 819200,
1802, strsm, M320x320x4_M320x320x4, 819200,
1803, strsm, M320x320x4_M320x320x4, 819200,
1804, strsm, M320x320x4_M320x320x4, 819200,
1807, ssyrk, M320x320x4_M320x320x4, 819200,
1808, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1809, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1810, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1811, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1812, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1813, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1814, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1815, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1818, ssyrk, M320x320x4_M320x320x4, 819200,
1819, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1820, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1821, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1822, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1823, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1824, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1825, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1828, ssyrk, M320x320x4_M320x320x4, 819200,
1829, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1830, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1831, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1832, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1833, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1834, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1837, ssyrk, M320x320x4_M320x320x4, 819200,
1838, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1839, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1840, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1841, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1842, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1845, ssyrk, M320x320x4_M320x320x4, 819200,
1846, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1847, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1848, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1849, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1852, ssyrk, M320x320x4_M320x320x4, 819200,
1853, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1854, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1855, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1858, ssyrk, M320x320x4_M320x320x4, 819200,
1859, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1860, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1863, ssyrk, M320x320x4_M320x320x4, 819200,
1864, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1867, ssyrk, M320x320x4_M320x320x4, 819200,
1870, spotrf, M320x320x4, 409600,
1871, strsm, M320x320x4_M320x320x4, 819200,
1872, strsm, M320x320x4_M320x320x4, 819200,
1873, strsm, M320x320x4_M320x320x4, 819200,
1874, strsm, M320x320x4_M320x320x4, 819200,
1875, strsm, M320x320x4_M320x320x4, 819200,
1876, strsm, M320x320x4_M320x320x4, 819200,
1877, strsm, M320x320x4_M320x320x4, 819200,
1878, strsm, M320x320x4_M320x320x4, 819200,
1881, ssyrk, M320x320x4_M320x320x4, 819200,
1882, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1883, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1884, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1885, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1886, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1887, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1888, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1891, ssyrk, M320x320x4_M320x320x4, 819200,
1892, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1893, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1894, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1895, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1896, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1897, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1900, ssyrk, M320x320x4_M320x320x4, 819200,
1901, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1902, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1903, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1904, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1905, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1908, ssyrk, M320x320x4_M320x320x4, 819200,
1909, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1910, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1911, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1912, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1915, ssyrk, M320x320x4_M320x320x4, 819200,
