1795, spotrf, M128x128x4, 65536,
1796, strsm, M128x128x4_M128x128x4, 131072,
1797, strsm, M128x128x4_M128x128x4, 131072,
1798, strsm, M128x128x4_M128x128x4, 131072,
1799, strsm, M128x128x4_M128x128x4, 131072,
1800, strsm, M128x128x4_M128x128x4, 131072,
1801, strsm, M128x128x4_M128x128x4, 131072,
1802, strsm, M128x128x4_M128x128x4, 131072,
1803, strsm, M128x128x4_M128x128x4, 131072,
1804, strsm, M128x128x4_M128x128x4, 131072,
1807, ssyrk, M128x128x4_M128x128x4, 131072,
1808, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1809, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1810, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1811, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1812, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1813, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1814, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1815, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1818, ssyrk, M128x128x4_M128x128x4, 131072,
1819, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1820, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1821, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1822, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1823, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1824, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1825, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1828, ssyrk, M128x128x4_M128x128x4, 131072,
1829, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1830, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1831, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1832, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1833, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1834, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1837, ssyrk, M128x128x4_M128x128x4, 131072,
1838, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1839, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1840, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1841, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1842, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1845, ssyrk, M128x128x4_M128x128x4, 131072,
1846, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1847, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1848, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1849, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1852, ssyrk, M128x128x4_M128x128x4, 131072,
1853, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1854, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1855, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1858, ssyrk, M128x128x4_M128x128x4, 131072,
1859, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1860, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1863, ssyrk, M128x128x4_M128x128x4, 131072,
1864, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1867, ssyrk, M128x128x4_M128x128x4, 131072,
1870, spotrf, M128x128x4, 65536,
1871, strsm, M128x128x4_M128x128x4, 131072,
1872, strsm, M128x128x4_M128x128x4, 131072,
1873, strsm, M128x128x4_M128x128x4, 131072,
1874, strsm, M128x128x4_M128x128x4, 131072,
1875, strsm, M128x128x4_M128x128x4, 131072,
1876, strsm, M128x128x4_M128x128x4, 131072,
1877, strsm, M128x128x4_M128x128x4, 131072,
1878, strsm, M128x128x4_M128x128x4, 131072,
1881, ssyrk, M128x128x4_M128x128x4, 131072,
1882, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1883, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1884, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1885, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1886, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1887, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1888, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1891, ssyrk, M128x128x4_M128x128x4, 131072,
1892, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1893, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1894, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1895, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1896, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1897, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1900, ssyrk, M128x128x4_M128x128x4, 131072,
1901, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1902, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1903, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1904, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1905, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1908, ssyrk, M128x128x4_M128x128x4, 131072,
1909, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1910, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1911, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1912, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1915, ssyrk, M128x128x4_M128x128x4, 131072,
1916, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1917, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1918, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1921, ssyrk, M128x128x4_M128x128x4, 131072,
1922, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1923, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1926, ssyrk, M128x128x4_M128x128x4, 131072,
1927, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1930, ssyrk, M128x128x4_M128x128x4, 131072,
1933, spotrf, M128x128x4, 65536,
1934, strsm, M128x128x4_M128x128x4, 131072,
1935, strsm, M128x128x4_M128x128x4, 131072,
1936, strsm, M128x128x4_M128x128x4, 131072,
1937, strsm, M128x128x4_M128x128x4, 131072,
1938, strsm, M128x128x4_M128x128x4, 131072,
1939, strsm, M128x128x4_M128x128x4, 131072,
1940, strsm, M128x128x4_M128x128x4, 131072,
1943, ssyrk, M128x128x4_M128x128x4, 131072,
1944, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1945, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1946, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1947, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1948, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1949, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1952, ssyrk, M128x128x4_M128x128x4, 131072,
1953, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1954, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1955, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1956, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1957, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1960, ssyrk, M128x128x4_M128x128x4, 131072,
1961, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1962, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1963, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1964, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1967, ssyrk, M128x128x4_M128x128x4, 131072,
1968, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1969, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1970, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1973, ssyrk, M128x128x4_M128x128x4, 131072,
1974, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1975, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1978, ssyrk, M128x128x4_M128x128x4, 131072,
1979, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1982, ssyrk, M128x128x4_M128x128x4, 131072,
1985, spotrf, M128x128x4, 65536,
1986, strsm, M128x128x4_M128x128x4, 131072,
1987, strsm, M128x128x4_M128x128x4, 131072,
1988, strsm, M128x128x4_M128x128x4, 131072,
1989, strsm, M128x128x4_M128x128x4, 131072,
1990, strsm, M128x128x4_M128x128x4, 131072,
1991, strsm, M128x128x4_M128x128x4, 131072,
1994, ssyrk, M128x128x4_M128x128x4, 131072,
1995, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1996, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1997, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1998, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1999, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2002, ssyrk, M128x128x4_M128x128x4, 131072,
2003, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2004, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2005, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2006, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2009, ssyrk, M128x128x4_M128x128x4, 131072,
2010, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2011, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2012, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2015, ssyrk, M128x128x4_M128x128x4, 131072,
2016, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2017, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2020, ssyrk, M128x128x4_M128x128x4, 131072,
2021, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2024, ssyrk, M128x128x4_M128x128x4, 131072,
2027, spotrf, M128x128x4, 65536,
2028, strsm, M128x128x4_M128x128x4, 131072,
2029, strsm, M128x128x4_M128x128x4, 131072,
2030, strsm, M128x128x4_M128x128x4, 131072,
2031, strsm, M128x128x4_M128x128x4, 131072,
2032, strsm, M128x128x4_M128x128x4, 131072,
2035, ssyrk, M128x128x4_M128x128x4, 131072,
2036, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2037, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2038, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2039, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2042, ssyrk, M128x128x4_M128x128x4, 131072,
2043, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2044, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2045, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2048, ssyrk, M128x128x4_M128x128x4, 131072,
2049, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2050, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2053, ssyrk, M128x128x4_M128x128x4, 131072,
2054, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2057, ssyrk, M128x128x4_M128x128x4, 131072,
2060, spotrf, M128x128x4, 65536,
2061, strsm, M128x128x4_M128x128x4, 131072,
2062, strsm, M128x128x4_M128x128x4, 131072,
2063, strsm, M128x128x4_M128x128x4, 131072,
2064, strsm, M128x128x4_M128x128x4, 131072,
2067, ssyrk, M128x128x4_M128x128x4, 131072,
2068, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2069, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2070, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2073, ssyrk, M128x128x4_M128x128x4, 131072,
2074, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2075, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2078, ssyrk, M128x128x4_M128x128x4, 131072,
2079, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2082, ssyrk, M128x128x4_M128x128x4, 131072,
2085, spotrf, M128x128x4, 65536,
2086, strsm, M128x128x4_M128x128x4, 131072,
2087, strsm, M128x128x4_M128x128x4, 131072,
2088, strsm, M128x128x4_M128x128x4, 131072,
2091, ssyrk, M128x128x4_M128x128x4, 131072,
2092, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2093, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2096, ssyrk, M128x128x4_M128x128x4, 131072,
2097, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2100, ssyrk, M128x128x4_M128x128x4, 131072,
2103, spotrf, M128x128x4, 65536,
2104, strsm, M128x128x4_M128x128x4, 131072,
2105, strsm, M128x128x4_M128x128x4, 131072,
2108, ssyrk, M128x128x4_M128x128x4, 131072,
2109, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2112, ssyrk, M128x128x4_M128x128x4, 131072,
2115, spotrf, M128x128x4, 65536,
2116, strsm, M128x128x4_M128x128x4, 131072,
2119, ssyrk, M128x128x4_M128x128x4, 131072,
2122, spotrf, M128x128x4, 65536,
2125, strsm, M128x128x4_M128x128x4, 131072,
2127, strsm, M128x128x4_M128x128x4, 131072,
2129, strsm, M128x128x4_M128x128x4, 131072,
2131, strsm, M128x128x4_M128x128x4, 131072,
2133, strsm, M128x128x4_M128x128x4, 131072,
2135, strsm, M128x128x4_M128x128x4, 131072,
2137, strsm, M128x128x4_M128x128x4, 131072,
2139, strsm, M128x128x4_M128x128x4, 131072,
2141, strsm, M128x128x4_M128x128x4, 131072,
2163, strtri, M128x128x4, 65536,
2165, strsm, M128x128x4_M128x128x4, 131072,
2167, strsm, M128x128x4_M128x128x4, 131072,
2169, strsm, M128x128x4_M128x128x4, 131072,
2171, strsm, M128x128x4_M128x128x4, 131072,
2173, strsm, M128x128x4_M128x128x4, 131072,
2175, strsm, M128x128x4_M128x128x4, 131072,
2177, strsm, M128x128x4_M128x128x4, 131072,
2179, strsm, M128x128x4_M128x128x4, 131072,
2181, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2184, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2187, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2190, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2193, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2196, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2199, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2202, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2207, strsm, M128x128x4_M128x128x4, 131072,
2211, strtri, M128x128x4, 65536,
2213, strsm, M128x128x4_M128x128x4, 131072,
2215, strsm, M128x128x4_M128x128x4, 131072,
2217, strsm, M128x128x4_M128x128x4, 131072,
2219, strsm, M128x128x4_M128x128x4, 131072,
2221, strsm, M128x128x4_M128x128x4, 131072,
2223, strsm, M128x128x4_M128x128x4, 131072,
2225, strsm, M128x128x4_M128x128x4, 131072,
2227, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2228, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2232, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2233, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2237, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2238, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2242, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2243, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2247, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2248, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2252, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2253, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2257, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2258, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2264, strsm, M128x128x4_M128x128x4, 131072,
2268, strsm, M128x128x4_M128x128x4, 131072,
2272, strtri, M128x128x4, 65536,
2274, strsm, M128x128x4_M128x128x4, 131072,
2276, strsm, M128x128x4_M128x128x4, 131072,
2278, strsm, M128x128x4_M128x128x4, 131072,
2280, strsm, M128x128x4_M128x128x4, 131072,
2282, strsm, M128x128x4_M128x128x4, 131072,
2284, strsm, M128x128x4_M128x128x4, 131072,
2286, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2287, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2288, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2292, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2293, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2294, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2298, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2299, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2300, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2304, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2305, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2306, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2310, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2311, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2312, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2316, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2317, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2318, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2324, strsm, M128x128x4_M128x128x4, 131072,
2328, strsm, M128x128x4_M128x128x4, 131072,
2332, strsm, M128x128x4_M128x128x4, 131072,
2336, strtri, M128x128x4, 65536,
2338, strsm, M128x128x4_M128x128x4, 131072,
2340, strsm, M128x128x4_M128x128x4, 131072,
2342, strsm, M128x128x4_M128x128x4, 131072,
2344, strsm, M128x128x4_M128x128x4, 131072,
2346, strsm, M128x128x4_M128x128x4, 131072,
2348, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2349, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2350, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2351, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2355, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2356, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2357, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2358, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2362, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2363, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2364, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2365, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2369, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2370, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2371, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2372, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2376, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2377, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2378, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2379, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2385, strsm, M128x128x4_M128x128x4, 131072,
2389, strsm, M128x128x4_M128x128x4, 131072,
2393, strsm, M128x128x4_M128x128x4, 131072,
2397, strsm, M128x128x4_M128x128x4, 131072,
2401, strtri, M128x128x4, 65536,
2403, strsm, M128x128x4_M128x128x4, 131072,
2405, strsm, M128x128x4_M128x128x4, 131072,
2407, strsm, M128x128x4_M128x128x4, 131072,
2409, strsm, M128x128x4_M128x128x4, 131072,
2411, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2412, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2413, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2414, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2415, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2419, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2420, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2421, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2422, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2423, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2427, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2428, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2429, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2430, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2431, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2435, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2436, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2437, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2438, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2439, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2445, strsm, M128x128x4_M128x128x4, 131072,
2449, strsm, M128x128x4_M128x128x4, 131072,
2453, strsm, M128x128x4_M128x128x4, 131072,
2457, strsm, M128x128x4_M128x128x4, 131072,
2461, strsm, M128x128x4_M128x128x4, 131072,
2465, strtri, M128x128x4, 65536,
2467, strsm, M128x128x4_M128x128x4, 131072,
2469, strsm, M128x128x4_M128x128x4, 131072,
2471, strsm, M128x128x4_M128x128x4, 131072,
2473, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2474, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2475, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2476, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2477, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2478, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2482, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2483, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2484, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2485, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2486, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2487, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2491, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2492, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2493, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2494, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2495, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2496, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2502, strsm, M128x128x4_M128x128x4, 131072,
2506, strsm, M128x128x4_M128x128x4, 131072,
2510, strsm, M128x128x4_M128x128x4, 131072,
2514, strsm, M128x128x4_M128x128x4, 131072,
2518, strsm, M128x128x4_M128x128x4, 131072,
2522, strsm, M128x128x4_M128x128x4, 131072,
2526, strtri, M128x128x4, 65536,
2528, strsm, M128x128x4_M128x128x4, 131072,
2530, strsm, M128x128x4_M128x128x4, 131072,
2532, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2533, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2534, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2535, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2536, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2537, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2538, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2542, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2543, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2544, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2545, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2546, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2547, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2548, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2554, strsm, M128x128x4_M128x128x4, 131072,
2558, strsm, M128x128x4_M128x128x4, 131072,
2562, strsm, M128x128x4_M128x128x4, 131072,
2566, strsm, M128x128x4_M128x128x4, 131072,
2570, strsm, M128x128x4_M128x128x4, 131072,
2574, strsm, M128x128x4_M128x128x4, 131072,
2578, strsm, M128x128x4_M128x128x4, 131072,
2582, strtri, M128x128x4, 65536,
2584, strsm, M128x128x4_M128x128x4, 131072,
2586, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2587, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2588, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2589, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2590, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2591, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2592, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2593, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
2599, strsm, M128x128x4_M128x128x4, 131072,
2603, strsm, M128x128x4_M128x128x4, 131072,
2607, strsm, M128x128x4_M128x128x4, 131072,
2611, strsm, M128x128x4_M128x128x4, 131072,
2615, strsm, M128x128x4_M128x128x4, 131072,
2619, strsm, M128x128x4_M128x128x4, 131072,
2623, strsm, M128x128x4_M128x128x4, 131072,
2627, strsm, M128x128x4_M128x128x4, 131072,
2631, strtri, M128x128x4, 65536,
2635, strsm, M128x128x4_M128x128x4, 131072,
2638, strsm, M128x128x4_M128x128x4, 131072,
2641, strsm, M128x128x4_M128x128x4, 131072,
2644, strsm, M128x128x4_M128x128x4, 131072,
2647, strsm, M128x128x4_M128x128x4, 131072,
2650, strsm, M128x128x4_M128x128x4, 131072,
2653, strsm, M128x128x4_M128x128x4, 131072,
2656, strsm, M128x128x4_M128x128x4, 131072,
2659, strsm, M128x128x4_M128x128x4, 131072,
2663, strtri, M128x128x4, 65536,
2667, slauum, M128x128x4, 65536,
2668, ssyrk, M128x128x4_M128x128x4, 131072,
2671, strmm, M128x128x4_M128x128x4, 131072,
