9045, spotrf, M640x640x4, 1638400,
9046, strsm, M640x640x4_M640x640x4, 3276800,
9047, strsm, M640x640x4_M640x640x4, 3276800,
9048, strsm, M640x640x4_M640x640x4, 3276800,
9049, strsm, M640x640x4_M640x640x4, 3276800,
9050, strsm, M640x640x4_M640x640x4, 3276800,
9051, strsm, M640x640x4_M640x640x4, 3276800,
9052, strsm, M640x640x4_M640x640x4, 3276800,
9053, strsm, M640x640x4_M640x640x4, 3276800,
9054, strsm, M640x640x4_M640x640x4, 3276800,
9055, strsm, M640x640x4_M640x640x4, 3276800,
9056, strsm, M640x640x4_M640x640x4, 3276800,
9057, strsm, M640x640x4_M640x640x4, 3276800,
9058, strsm, M640x640x4_M640x640x4, 3276800,
9059, strsm, M640x640x4_M640x640x4, 3276800,
9060, strsm, M640x640x4_M640x640x4, 3276800,
9061, strsm, M640x640x4_M640x640x4, 3276800,
9062, strsm, M640x640x4_M640x640x4, 3276800,
9063, strsm, M640x640x4_M640x640x4, 3276800,
9064, strsm, M640x640x4_M640x640x4, 3276800,
9067, ssyrk, M640x640x4_M640x640x4, 3276800,
9068, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9069, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9070, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9071, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9072, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9073, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9074, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9075, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9076, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9077, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9078, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9079, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9080, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9081, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9082, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9083, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9084, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9085, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9088, ssyrk, M640x640x4_M640x640x4, 3276800,
9089, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
9090, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
