1795, spotrf, M512x512x4, 1048576,
1796, strsm, M512x512x4_M512x512x4, 2097152,
1797, strsm, M512x512x4_M512x512x4, 2097152,
1798, strsm, M512x512x4_M512x512x4, 2097152,
1799, strsm, M512x512x4_M512x512x4, 2097152,
1800, strsm, M512x512x4_M512x512x4, 2097152,
1801, strsm, M512x512x4_M512x512x4, 2097152,
1802, strsm, M512x512x4_M512x512x4, 2097152,
1803, strsm, M512x512x4_M512x512x4, 2097152,
1804, strsm, M512x512x4_M512x512x4, 2097152,
1807, ssyrk, M512x512x4_M512x512x4, 2097152,
1808, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1809, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1810, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1811, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1812, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1813, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1814, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1815, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1818, ssyrk, M512x512x4_M512x512x4, 2097152,
1819, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1820, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1821, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1822, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1823, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1824, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1825, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1828, ssyrk, M512x512x4_M512x512x4, 2097152,
1829, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1830, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1831, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1832, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1833, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1834, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1837, ssyrk, M512x512x4_M512x512x4, 2097152,
1838, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1839, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1840, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1841, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1842, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1845, ssyrk, M512x512x4_M512x512x4, 2097152,
1846, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1847, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1848, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1849, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1852, ssyrk, M512x512x4_M512x512x4, 2097152,
1853, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1854, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1855, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1858, ssyrk, M512x512x4_M512x512x4, 2097152,
1859, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1860, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1863, ssyrk, M512x512x4_M512x512x4, 2097152,
1864, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1867, ssyrk, M512x512x4_M512x512x4, 2097152,
1870, spotrf, M512x512x4, 1048576,
1871, strsm, M512x512x4_M512x512x4, 2097152,
1872, strsm, M512x512x4_M512x512x4, 2097152,
1873, strsm, M512x512x4_M512x512x4, 2097152,
1874, strsm, M512x512x4_M512x512x4, 2097152,
1875, strsm, M512x512x4_M512x512x4, 2097152,
1876, strsm, M512x512x4_M512x512x4, 2097152,
1877, strsm, M512x512x4_M512x512x4, 2097152,
1878, strsm, M512x512x4_M512x512x4, 2097152,
1881, ssyrk, M512x512x4_M512x512x4, 2097152,
1882, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1883, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1884, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1885, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1886, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1887, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1888, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1891, ssyrk, M512x512x4_M512x512x4, 2097152,
1892, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1893, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1894, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1895, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1896, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1897, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1900, ssyrk, M512x512x4_M512x512x4, 2097152,
1901, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1902, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1903, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1904, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1905, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1908, ssyrk, M512x512x4_M512x512x4, 2097152,
1909, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1910, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1911, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1912, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1915, ssyrk, M512x512x4_M512x512x4, 2097152,
1916, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1917, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1918, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1921, ssyrk, M512x512x4_M512x512x4, 2097152,
1922, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
1923, sgemm, M512x512x4_M512x512x4_M512x512x4, 3145728,
