420, spotrf, M640x640x4, 1638400,
421, strsm, M640x640x4_M640x640x4, 3276800,
422, strsm, M640x640x4_M640x640x4, 3276800,
423, strsm, M640x640x4_M640x640x4, 3276800,
424, strsm, M640x640x4_M640x640x4, 3276800,
427, ssyrk, M640x640x4_M640x640x4, 3276800,
428, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
429, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
430, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
433, ssyrk, M640x640x4_M640x640x4, 3276800,
434, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
435, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
438, ssyrk, M640x640x4_M640x640x4, 3276800,
439, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
442, ssyrk, M640x640x4_M640x640x4, 3276800,
445, spotrf, M640x640x4, 1638400,
446, strsm, M640x640x4_M640x640x4, 3276800,
447, strsm, M640x640x4_M640x640x4, 3276800,
448, strsm, M640x640x4_M640x640x4, 3276800,
451, ssyrk, M640x640x4_M640x640x4, 3276800,
452, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
453, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
456, ssyrk, M640x640x4_M640x640x4, 3276800,
457, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
460, ssyrk, M640x640x4_M640x640x4, 3276800,
463, spotrf, M640x640x4, 1638400,
464, strsm, M640x640x4_M640x640x4, 3276800,
465, strsm, M640x640x4_M640x640x4, 3276800,
468, ssyrk, M640x640x4_M640x640x4, 3276800,
469, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
472, ssyrk, M640x640x4_M640x640x4, 3276800,
475, spotrf, M640x640x4, 1638400,
476, strsm, M640x640x4_M640x640x4, 3276800,
479, ssyrk, M640x640x4_M640x640x4, 3276800,
482, spotrf, M640x640x4, 1638400,
485, strsm, M640x640x4_M640x640x4, 3276800,
487, strsm, M640x640x4_M640x640x4, 3276800,
489, strsm, M640x640x4_M640x640x4, 3276800,
491, strsm, M640x640x4_M640x640x4, 3276800,
503, strtri, M640x640x4, 1638400,
505, strsm, M640x640x4_M640x640x4, 3276800,
507, strsm, M640x640x4_M640x640x4, 3276800,
509, strsm, M640x640x4_M640x640x4, 3276800,
511, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
514, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
517, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
522, strsm, M640x640x4_M640x640x4, 3276800,
526, strtri, M640x640x4, 1638400,
528, strsm, M640x640x4_M640x640x4, 3276800,
530, strsm, M640x640x4_M640x640x4, 3276800,
532, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
533, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
537, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
538, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
544, strsm, M640x640x4_M640x640x4, 3276800,
548, strsm, M640x640x4_M640x640x4, 3276800,
552, strtri, M640x640x4, 1638400,
554, strsm, M640x640x4_M640x640x4, 3276800,
556, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
557, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
558, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,
564, strsm, M640x640x4_M640x640x4, 3276800,
568, strsm, M640x640x4_M640x640x4, 3276800,
572, strsm, M640x640x4_M640x640x4, 3276800,
576, strtri, M640x640x4, 1638400,
580, strsm, M640x640x4_M640x640x4, 3276800,
583, strsm, M640x640x4_M640x640x4, 3276800,
