18, slaset, M128x1x4, 512,
19, sasum, M128x128x4_M128x1x4, 66048,
20, slaset, M128x1x4, 512,
21, sgeadd, M128x1x4_M128x1x4, 1024,
22, slange, M128x1x4_V128x1_M128x1x4, 1152,
23, slaset, M1x1x4, 4,
24, slange_max, M128x1x4_M1x1x4, 516,
25, slange_max, M1x1x4_M1x1x4, 8,
26, slacpy, M1x1x4_M128x1x4, 516,
