747, slaset, M64x1x4, 256,
748, slaset, M64x1x4, 256,
749, slaset, M64x1x4, 256,
750, slaset, M64x1x4, 256,
751, slaset, M64x1x4, 256,
752, slaset, M64x1x4, 256,
753, slaset, M64x1x4, 256,
754, slaset, M64x1x4, 256,
755, slaset, M64x1x4, 256,
756, slaset, M64x1x4, 256,
757, sasum, M64x64x4_M64x1x4, 16640,
758, sasum, M64x64x4_M64x1x4, 16640,
759, sasum, M64x64x4_M64x1x4, 16640,
760, sasum, M64x64x4_M64x1x4, 16640,
761, sasum, M64x64x4_M64x1x4, 16640,
762, sasum, M64x64x4_M64x1x4, 16640,
763, sasum, M64x64x4_M64x1x4, 16640,
764, sasum, M64x64x4_M64x1x4, 16640,
765, sasum, M64x64x4_M64x1x4, 16640,
766, sasum, M64x64x4_M64x1x4, 16640,
767, slaset, M64x1x4, 256,
768, sgeadd, M64x1x4_M64x1x4, 512,
769, sgeadd, M64x1x4_M64x1x4, 512,
770, sgeadd, M64x1x4_M64x1x4, 512,
771, sgeadd, M64x1x4_M64x1x4, 512,
772, sgeadd, M64x1x4_M64x1x4, 512,
773, sgeadd, M64x1x4_M64x1x4, 512,
774, sgeadd, M64x1x4_M64x1x4, 512,
775, sgeadd, M64x1x4_M64x1x4, 512,
776, sgeadd, M64x1x4_M64x1x4, 512,
777, sgeadd, M64x1x4_M64x1x4, 512,
778, slange, M64x1x4_V64x1_M64x1x4, 576,
779, slaset, M64x1x4, 256,
780, slaset, M64x1x4, 256,
781, slaset, M64x1x4, 256,
782, slaset, M64x1x4, 256,
783, slaset, M64x1x4, 256,
784, slaset, M64x1x4, 256,
785, slaset, M64x1x4, 256,
786, slaset, M64x1x4, 256,
787, slaset, M64x1x4, 256,
788, slaset, M64x1x4, 256,
789, sasum, M64x64x4_M64x1x4, 16640,
790, sasum, M64x64x4_M64x1x4, 16640,
791, sasum, M64x64x4_M64x1x4, 16640,
792, sasum, M64x64x4_M64x1x4, 16640,
793, sasum, M64x64x4_M64x1x4, 16640,
794, sasum, M64x64x4_M64x1x4, 16640,
795, sasum, M64x64x4_M64x1x4, 16640,
796, sasum, M64x64x4_M64x1x4, 16640,
797, sasum, M64x64x4_M64x1x4, 16640,
798, sasum, M64x64x4_M64x1x4, 16640,
799, slaset, M64x1x4, 256,
800, sgeadd, M64x1x4_M64x1x4, 512,
801, sgeadd, M64x1x4_M64x1x4, 512,
802, sgeadd, M64x1x4_M64x1x4, 512,
803, sgeadd, M64x1x4_M64x1x4, 512,
804, sgeadd, M64x1x4_M64x1x4, 512,
805, sgeadd, M64x1x4_M64x1x4, 512,
806, sgeadd, M64x1x4_M64x1x4, 512,
807, sgeadd, M64x1x4_M64x1x4, 512,
808, sgeadd, M64x1x4_M64x1x4, 512,
809, sgeadd, M64x1x4_M64x1x4, 512,
810, slange, M64x1x4_V64x1_M64x1x4, 576,
811, slaset, M64x1x4, 256,
812, slaset, M64x1x4, 256,
813, slaset, M64x1x4, 256,
814, slaset, M64x1x4, 256,
815, slaset, M64x1x4, 256,
816, slaset, M64x1x4, 256,
817, slaset, M64x1x4, 256,
818, slaset, M64x1x4, 256,
819, slaset, M64x1x4, 256,
820, slaset, M64x1x4, 256,
821, sasum, M64x64x4_M64x1x4, 16640,
822, sasum, M64x64x4_M64x1x4, 16640,
823, sasum, M64x64x4_M64x1x4, 16640,
824, sasum, M64x64x4_M64x1x4, 16640,
825, sasum, M64x64x4_M64x1x4, 16640,
826, sasum, M64x64x4_M64x1x4, 16640,
827, sasum, M64x64x4_M64x1x4, 16640,
828, sasum, M64x64x4_M64x1x4, 16640,
829, sasum, M64x64x4_M64x1x4, 16640,
830, sasum, M64x64x4_M64x1x4, 16640,
831, slaset, M64x1x4, 256,
832, sgeadd, M64x1x4_M64x1x4, 512,
833, sgeadd, M64x1x4_M64x1x4, 512,
834, sgeadd, M64x1x4_M64x1x4, 512,
