202, slaset, M512x1x4, 2048,
203, slaset, M512x1x4, 2048,
204, slaset, M512x1x4, 2048,
205, slaset, M512x1x4, 2048,
206, slaset, M512x1x4, 2048,
207, sasum, M512x512x4_M512x1x4, 1050624,
208, sasum, M512x512x4_M512x1x4, 1050624,
209, sasum, M512x512x4_M512x1x4, 1050624,
210, sasum, M512x512x4_M512x1x4, 1050624,
211, sasum, M512x512x4_M512x1x4, 1050624,
212, slaset, M512x1x4, 2048,
213, sgeadd, M512x1x4_M512x1x4, 4096,
214, sgeadd, M512x1x4_M512x1x4, 4096,
215, sgeadd, M512x1x4_M512x1x4, 4096,
216, sgeadd, M512x1x4_M512x1x4, 4096,
217, sgeadd, M512x1x4_M512x1x4, 4096,
218, slange, M512x1x4_V512x1_M512x1x4, 4608,
219, slaset, M512x1x4, 2048,
220, slaset, M512x1x4, 2048,
221, slaset, M512x1x4, 2048,
222, slaset, M512x1x4, 2048,
223, slaset, M512x1x4, 2048,
224, sasum, M512x512x4_M512x1x4, 1050624,
225, sasum, M512x512x4_M512x1x4, 1050624,
226, sasum, M512x512x4_M512x1x4, 1050624,
227, sasum, M512x512x4_M512x1x4, 1050624,
228, sasum, M512x512x4_M512x1x4, 1050624,
229, slaset, M512x1x4, 2048,
230, sgeadd, M512x1x4_M512x1x4, 4096,
231, sgeadd, M512x1x4_M512x1x4, 4096,
232, sgeadd, M512x1x4_M512x1x4, 4096,
233, sgeadd, M512x1x4_M512x1x4, 4096,
234, sgeadd, M512x1x4_M512x1x4, 4096,
235, slange, M512x1x4_V512x1_M512x1x4, 4608,
236, slaset, M512x1x4, 2048,
237, slaset, M512x1x4, 2048,
238, slaset, M512x1x4, 2048,
239, slaset, M512x1x4, 2048,
240, slaset, M512x1x4, 2048,
241, sasum, M512x512x4_M512x1x4, 1050624,
242, sasum, M512x512x4_M512x1x4, 1050624,
243, sasum, M512x512x4_M512x1x4, 1050624,
244, sasum, M512x512x4_M512x1x4, 1050624,
245, sasum, M512x512x4_M512x1x4, 1050624,
246, slaset, M512x1x4, 2048,
247, sgeadd, M512x1x4_M512x1x4, 4096,
248, sgeadd, M512x1x4_M512x1x4, 4096,
249, sgeadd, M512x1x4_M512x1x4, 4096,
250, sgeadd, M512x1x4_M512x1x4, 4096,
251, sgeadd, M512x1x4_M512x1x4, 4096,
252, slange, M512x1x4_V512x1_M512x1x4, 4608,
253, slaset, M512x1x4, 2048,
254, slaset, M512x1x4, 2048,
255, slaset, M512x1x4, 2048,
256, slaset, M512x1x4, 2048,
257, slaset, M512x1x4, 2048,
258, sasum, M512x512x4_M512x1x4, 1050624,
259, sasum, M512x512x4_M512x1x4, 1050624,
260, sasum, M512x512x4_M512x1x4, 1050624,
261, sasum, M512x512x4_M512x1x4, 1050624,
262, sasum, M512x512x4_M512x1x4, 1050624,
263, slaset, M512x1x4, 2048,
264, sgeadd, M512x1x4_M512x1x4, 4096,
265, sgeadd, M512x1x4_M512x1x4, 4096,
266, sgeadd, M512x1x4_M512x1x4, 4096,
267, sgeadd, M512x1x4_M512x1x4, 4096,
268, sgeadd, M512x1x4_M512x1x4, 4096,
269, slange, M512x1x4_V512x1_M512x1x4, 4608,
270, slaset, M512x1x4, 2048,
271, slaset, M512x1x4, 2048,
272, slaset, M512x1x4, 2048,
273, slaset, M512x1x4, 2048,
274, slaset, M512x1x4, 2048,
275, sasum, M512x512x4_M512x1x4, 1050624,
276, sasum, M512x512x4_M512x1x4, 1050624,
277, sasum, M512x512x4_M512x1x4, 1050624,
278, sasum, M512x512x4_M512x1x4, 1050624,
279, sasum, M512x512x4_M512x1x4, 1050624,
280, slaset, M512x1x4, 2048,
281, sgeadd, M512x1x4_M512x1x4, 4096,
282, sgeadd, M512x1x4_M512x1x4, 4096,
283, sgeadd, M512x1x4_M512x1x4, 4096,
284, sgeadd, M512x1x4_M512x1x4, 4096,
285, sgeadd, M512x1x4_M512x1x4, 4096,
286, slange, M512x1x4_V512x1_M512x1x4, 4608,
287, slaset, M1x1x4, 4,
288, slange_max, M512x1x4_M1x1x4, 2052,
289, slange_max, M512x1x4_M1x1x4, 2052,
290, slange_max, M512x1x4_M1x1x4, 2052,
291, slange_max, M512x1x4_M1x1x4, 2052,
292, slange_max, M512x1x4_M1x1x4, 2052,
293, slange_max, M1x1x4_M1x1x4, 8,
294, slacpy, M1x1x4_M512x1x4, 2052,
