747, slaset, M768x1x4, 3072,
748, slaset, M768x1x4, 3072,
749, slaset, M768x1x4, 3072,
750, slaset, M768x1x4, 3072,
751, slaset, M768x1x4, 3072,
752, slaset, M768x1x4, 3072,
753, slaset, M768x1x4, 3072,
754, slaset, M768x1x4, 3072,
755, slaset, M768x1x4, 3072,
756, slaset, M768x1x4, 3072,
757, sasum, M768x768x4_M768x1x4, 2362368,
758, sasum, M768x768x4_M768x1x4, 2362368,
759, sasum, M768x768x4_M768x1x4, 2362368,
760, sasum, M768x768x4_M768x1x4, 2362368,
761, sasum, M768x768x4_M768x1x4, 2362368,
762, sasum, M768x768x4_M768x1x4, 2362368,
763, sasum, M768x768x4_M768x1x4, 2362368,
764, sasum, M768x768x4_M768x1x4, 2362368,
765, sasum, M768x768x4_M768x1x4, 2362368,
766, sasum, M768x768x4_M768x1x4, 2362368,
767, slaset, M768x1x4, 3072,
768, sgeadd, M768x1x4_M768x1x4, 6144,
769, sgeadd, M768x1x4_M768x1x4, 6144,
770, sgeadd, M768x1x4_M768x1x4, 6144,
771, sgeadd, M768x1x4_M768x1x4, 6144,
772, sgeadd, M768x1x4_M768x1x4, 6144,
773, sgeadd, M768x1x4_M768x1x4, 6144,
774, sgeadd, M768x1x4_M768x1x4, 6144,
775, sgeadd, M768x1x4_M768x1x4, 6144,
776, sgeadd, M768x1x4_M768x1x4, 6144,
777, sgeadd, M768x1x4_M768x1x4, 6144,
778, slange, M768x1x4_V768x1_M768x1x4, 6912,
779, slaset, M768x1x4, 3072,
780, slaset, M768x1x4, 3072,
781, slaset, M768x1x4, 3072,
782, slaset, M768x1x4, 3072,
783, slaset, M768x1x4, 3072,
784, slaset, M768x1x4, 3072,
785, slaset, M768x1x4, 3072,
786, slaset, M768x1x4, 3072,
787, slaset, M768x1x4, 3072,
788, slaset, M768x1x4, 3072,
789, sasum, M768x768x4_M768x1x4, 2362368,
790, sasum, M768x768x4_M768x1x4, 2362368,
791, sasum, M768x768x4_M768x1x4, 2362368,
792, sasum, M768x768x4_M768x1x4, 2362368,
793, sasum, M768x768x4_M768x1x4, 2362368,
794, sasum, M768x768x4_M768x1x4, 2362368,
795, sasum, M768x768x4_M768x1x4, 2362368,
796, sasum, M768x768x4_M768x1x4, 2362368,
797, sasum, M768x768x4_M768x1x4, 2362368,
798, sasum, M768x768x4_M768x1x4, 2362368,
799, slaset, M768x1x4, 3072,
800, sgeadd, M768x1x4_M768x1x4, 6144,
801, sgeadd, M768x1x4_M768x1x4, 6144,
802, sgeadd, M768x1x4_M768x1x4, 6144,
803, sgeadd, M768x1x4_M768x1x4, 6144,
804, sgeadd, M768x1x4_M768x1x4, 6144,
805, sgeadd, M768x1x4_M768x1x4, 6144,
806, sgeadd, M768x1x4_M768x1x4, 6144,
807, sgeadd, M768x1x4_M768x1x4, 6144,
