747, slaset, M512x1x4, 2048,
748, slaset, M512x1x4, 2048,
749, slaset, M512x1x4, 2048,
750, slaset, M512x1x4, 2048,
751, slaset, M512x1x4, 2048,
752, slaset, M512x1x4, 2048,
753, slaset, M512x1x4, 2048,
754, slaset, M512x1x4, 2048,
755, slaset, M512x1x4, 2048,
756, slaset, M512x1x4, 2048,
757, sasum, M512x512x4_M512x1x4, 1050624,
758, sasum, M512x512x4_M512x1x4, 1050624,
759, sasum, M512x512x4_M512x1x4, 1050624,
760, sasum, M512x512x4_M512x1x4, 1050624,
761, sasum, M512x512x4_M512x1x4, 1050624,
762, sasum, M512x512x4_M512x1x4, 1050624,
763, sasum, M512x512x4_M512x1x4, 1050624,
764, sasum, M512x512x4_M512x1x4, 1050624,
765, sasum, M512x512x4_M512x1x4, 1050624,
766, sasum, M512x512x4_M512x1x4, 1050624,
767, slaset, M512x1x4, 2048,
768, sgeadd, M512x1x4_M512x1x4, 4096,
769, sgeadd, M512x1x4_M512x1x4, 4096,
770, sgeadd, M512x1x4_M512x1x4, 4096,
771, sgeadd, M512x1x4_M512x1x4, 4096,
772, sgeadd, M512x1x4_M512x1x4, 4096,
773, sgeadd, M512x1x4_M512x1x4, 4096,
774, sgeadd, M512x1x4_M512x1x4, 4096,
775, sgeadd, M512x1x4_M512x1x4, 4096,
776, sgeadd, M512x1x4_M512x1x4, 4096,
777, sgeadd, M512x1x4_M512x1x4, 4096,
778, slange, M512x1x4_V512x1_M512x1x4, 4608,
779, slaset, M512x1x4, 2048,
780, slaset, M512x1x4, 2048,
781, slaset, M512x1x4, 2048,
782, slaset, M512x1x4, 2048,
783, slaset, M512x1x4, 2048,
784, slaset, M512x1x4, 2048,
785, slaset, M512x1x4, 2048,
786, slaset, M512x1x4, 2048,
787, slaset, M512x1x4, 2048,
788, slaset, M512x1x4, 2048,
789, sasum, M512x512x4_M512x1x4, 1050624,
790, sasum, M512x512x4_M512x1x4, 1050624,
791, sasum, M512x512x4_M512x1x4, 1050624,
792, sasum, M512x512x4_M512x1x4, 1050624,
793, sasum, M512x512x4_M512x1x4, 1050624,
794, sasum, M512x512x4_M512x1x4, 1050624,
795, sasum, M512x512x4_M512x1x4, 1050624,
796, sasum, M512x512x4_M512x1x4, 1050624,
797, sasum, M512x512x4_M512x1x4, 1050624,
798, sasum, M512x512x4_M512x1x4, 1050624,
799, slaset, M512x1x4, 2048,
800, sgeadd, M512x1x4_M512x1x4, 4096,
801, sgeadd, M512x1x4_M512x1x4, 4096,
802, sgeadd, M512x1x4_M512x1x4, 4096,
803, sgeadd, M512x1x4_M512x1x4, 4096,
804, sgeadd, M512x1x4_M512x1x4, 4096,
805, sgeadd, M512x1x4_M512x1x4, 4096,
806, sgeadd, M512x1x4_M512x1x4, 4096,
