202, slaset, M128x1x4, 512,
203, slaset, M128x1x4, 512,
204, slaset, M128x1x4, 512,
205, slaset, M128x1x4, 512,
206, slaset, M128x1x4, 512,
207, sasum, M128x128x4_M128x1x4, 66048,
208, sasum, M128x128x4_M128x1x4, 66048,
209, sasum, M128x128x4_M128x1x4, 66048,
210, sasum, M128x128x4_M128x1x4, 66048,
211, sasum, M128x128x4_M128x1x4, 66048,
212, slaset, M128x1x4, 512,
213, sgeadd, M128x1x4_M128x1x4, 1024,
214, sgeadd, M128x1x4_M128x1x4, 1024,
215, sgeadd, M128x1x4_M128x1x4, 1024,
216, sgeadd, M128x1x4_M128x1x4, 1024,
217, sgeadd, M128x1x4_M128x1x4, 1024,
218, slange, M128x1x4_V128x1_M128x1x4, 1152,
219, slaset, M128x1x4, 512,
220, slaset, M128x1x4, 512,
221, slaset, M128x1x4, 512,
222, slaset, M128x1x4, 512,
223, slaset, M128x1x4, 512,
224, sasum, M128x128x4_M128x1x4, 66048,
225, sasum, M128x128x4_M128x1x4, 66048,
226, sasum, M128x128x4_M128x1x4, 66048,
227, sasum, M128x128x4_M128x1x4, 66048,
228, sasum, M128x128x4_M128x1x4, 66048,
229, slaset, M128x1x4, 512,
230, sgeadd, M128x1x4_M128x1x4, 1024,
231, sgeadd, M128x1x4_M128x1x4, 1024,
232, sgeadd, M128x1x4_M128x1x4, 1024,
233, sgeadd, M128x1x4_M128x1x4, 1024,
234, sgeadd, M128x1x4_M128x1x4, 1024,
235, slange, M128x1x4_V128x1_M128x1x4, 1152,
236, slaset, M128x1x4, 512,
237, slaset, M128x1x4, 512,
238, slaset, M128x1x4, 512,
239, slaset, M128x1x4, 512,
240, slaset, M128x1x4, 512,
241, sasum, M128x128x4_M128x1x4, 66048,
242, sasum, M128x128x4_M128x1x4, 66048,
243, sasum, M128x128x4_M128x1x4, 66048,
244, sasum, M128x128x4_M128x1x4, 66048,
245, sasum, M128x128x4_M128x1x4, 66048,
246, slaset, M128x1x4, 512,
247, sgeadd, M128x1x4_M128x1x4, 1024,
248, sgeadd, M128x1x4_M128x1x4, 1024,
249, sgeadd, M128x1x4_M128x1x4, 1024,
250, sgeadd, M128x1x4_M128x1x4, 1024,
251, sgeadd, M128x1x4_M128x1x4, 1024,
252, slange, M128x1x4_V128x1_M128x1x4, 1152,
253, slaset, M128x1x4, 512,
254, slaset, M128x1x4, 512,
255, slaset, M128x1x4, 512,
256, slaset, M128x1x4, 512,
257, slaset, M128x1x4, 512,
258, sasum, M128x128x4_M128x1x4, 66048,
259, sasum, M128x128x4_M128x1x4, 66048,
260, sasum, M128x128x4_M128x1x4, 66048,
261, sasum, M128x128x4_M128x1x4, 66048,
262, sasum, M128x128x4_M128x1x4, 66048,
263, slaset, M128x1x4, 512,
264, sgeadd, M128x1x4_M128x1x4, 1024,
265, sgeadd, M128x1x4_M128x1x4, 1024,
266, sgeadd, M128x1x4_M128x1x4, 1024,
267, sgeadd, M128x1x4_M128x1x4, 1024,
268, sgeadd, M128x1x4_M128x1x4, 1024,
269, slange, M128x1x4_V128x1_M128x1x4, 1152,
270, slaset, M128x1x4, 512,
271, slaset, M128x1x4, 512,
272, slaset, M128x1x4, 512,
273, slaset, M128x1x4, 512,
274, slaset, M128x1x4, 512,
275, sasum, M128x128x4_M128x1x4, 66048,
276, sasum, M128x128x4_M128x1x4, 66048,
277, sasum, M128x128x4_M128x1x4, 66048,
278, sasum, M128x128x4_M128x1x4, 66048,
279, sasum, M128x128x4_M128x1x4, 66048,
280, slaset, M128x1x4, 512,
281, sgeadd, M128x1x4_M128x1x4, 1024,
282, sgeadd, M128x1x4_M128x1x4, 1024,
283, sgeadd, M128x1x4_M128x1x4, 1024,
284, sgeadd, M128x1x4_M128x1x4, 1024,
285, sgeadd, M128x1x4_M128x1x4, 1024,
286, slange, M128x1x4_V128x1_M128x1x4, 1152,
287, slaset, M1x1x4, 4,
288, slange_max, M128x1x4_M1x1x4, 516,
289, slange_max, M128x1x4_M1x1x4, 516,
290, slange_max, M128x1x4_M1x1x4, 516,
291, slange_max, M128x1x4_M1x1x4, 516,
292, slange_max, M128x1x4_M1x1x4, 516,
293, slange_max, M1x1x4_M1x1x4, 8,
294, slacpy, M1x1x4_M128x1x4, 516,
