18, slaset, M768x1x4, 3072,
19, sasum, M768x768x4_M768x1x4, 2362368,
20, slaset, M768x1x4, 3072,
21, sgeadd, M768x1x4_M768x1x4, 6144,
22, slange, M768x1x4_V768x1_M768x1x4, 6912,
23, slaset, M1x1x4, 4,
24, slange_max, M768x1x4_M1x1x4, 3076,
25, slange_max, M1x1x4_M1x1x4, 8,
26, slacpy, M1x1x4_M768x1x4, 3076,
