18, slaset, M256x1x4, 1024,
19, sasum, M256x256x4_M256x1x4, 263168,
20, slaset, M256x1x4, 1024,
21, sgeadd, M256x1x4_M256x1x4, 2048,
22, slange, M256x1x4_V256x1_M256x1x4, 2304,
23, slaset, M1x1x4, 4,
24, slange_max, M256x1x4_M1x1x4, 1028,
25, slange_max, M1x1x4_M1x1x4, 8,
26, slacpy, M1x1x4_M256x1x4, 1028,
