2887, slaset, M64x1x4, 256,
2888, slaset, M64x1x4, 256,
2889, slaset, M64x1x4, 256,
2890, slaset, M64x1x4, 256,
2891, slaset, M64x1x4, 256,
2892, slaset, M64x1x4, 256,
2893, slaset, M64x1x4, 256,
2894, slaset, M64x1x4, 256,
2895, slaset, M64x1x4, 256,
2896, slaset, M64x1x4, 256,
2897, slaset, M64x1x4, 256,
2898, slaset, M64x1x4, 256,
2899, slaset, M64x1x4, 256,
2900, slaset, M64x1x4, 256,
2901, slaset, M64x1x4, 256,
2902, slaset, M64x1x4, 256,
2903, slaset, M64x1x4, 256,
2904, slaset, M64x1x4, 256,
2905, slaset, M64x1x4, 256,
2906, slaset, M64x1x4, 256,
2907, sasum, M64x64x4_M64x1x4, 16640,
2908, sasum, M64x64x4_M64x1x4, 16640,
2909, sasum, M64x64x4_M64x1x4, 16640,
2910, sasum, M64x64x4_M64x1x4, 16640,
2911, sasum, M64x64x4_M64x1x4, 16640,
2912, sasum, M64x64x4_M64x1x4, 16640,
2913, sasum, M64x64x4_M64x1x4, 16640,
2914, sasum, M64x64x4_M64x1x4, 16640,
2915, sasum, M64x64x4_M64x1x4, 16640,
2916, sasum, M64x64x4_M64x1x4, 16640,
2917, sasum, M64x64x4_M64x1x4, 16640,
2918, sasum, M64x64x4_M64x1x4, 16640,
2919, sasum, M64x64x4_M64x1x4, 16640,
2920, sasum, M64x64x4_M64x1x4, 16640,
2921, sasum, M64x64x4_M64x1x4, 16640,
2922, sasum, M64x64x4_M64x1x4, 16640,
2923, sasum, M64x64x4_M64x1x4, 16640,
2924, sasum, M64x64x4_M64x1x4, 16640,
2925, sasum, M64x64x4_M64x1x4, 16640,
2926, sasum, M64x64x4_M64x1x4, 16640,
2927, slaset, M64x1x4, 256,
2928, sgeadd, M64x1x4_M64x1x4, 512,
2929, sgeadd, M64x1x4_M64x1x4, 512,
2930, sgeadd, M64x1x4_M64x1x4, 512,
2931, sgeadd, M64x1x4_M64x1x4, 512,
2932, sgeadd, M64x1x4_M64x1x4, 512,
2933, sgeadd, M64x1x4_M64x1x4, 512,
2934, sgeadd, M64x1x4_M64x1x4, 512,
2935, sgeadd, M64x1x4_M64x1x4, 512,
2936, sgeadd, M64x1x4_M64x1x4, 512,
2937, sgeadd, M64x1x4_M64x1x4, 512,
2938, sgeadd, M64x1x4_M64x1x4, 512,
2939, sgeadd, M64x1x4_M64x1x4, 512,
2940, sgeadd, M64x1x4_M64x1x4, 512,
2941, sgeadd, M64x1x4_M64x1x4, 512,
2942, sgeadd, M64x1x4_M64x1x4, 512,
2943, sgeadd, M64x1x4_M64x1x4, 512,
2944, sgeadd, M64x1x4_M64x1x4, 512,
2945, sgeadd, M64x1x4_M64x1x4, 512,
2946, sgeadd, M64x1x4_M64x1x4, 512,
