202, slaset, M640x1x4, 2560,
203, slaset, M640x1x4, 2560,
204, slaset, M640x1x4, 2560,
205, slaset, M640x1x4, 2560,
206, slaset, M640x1x4, 2560,
207, sasum, M640x640x4_M640x1x4, 1640960,
208, sasum, M640x640x4_M640x1x4, 1640960,
209, sasum, M640x640x4_M640x1x4, 1640960,
210, sasum, M640x640x4_M640x1x4, 1640960,
211, sasum, M640x640x4_M640x1x4, 1640960,
212, slaset, M640x1x4, 2560,
213, sgeadd, M640x1x4_M640x1x4, 5120,
214, sgeadd, M640x1x4_M640x1x4, 5120,
215, sgeadd, M640x1x4_M640x1x4, 5120,
216, sgeadd, M640x1x4_M640x1x4, 5120,
217, sgeadd, M640x1x4_M640x1x4, 5120,
218, slange, M640x1x4_V640x1_M640x1x4, 5760,
219, slaset, M640x1x4, 2560,
220, slaset, M640x1x4, 2560,
221, slaset, M640x1x4, 2560,
222, slaset, M640x1x4, 2560,
223, slaset, M640x1x4, 2560,
224, sasum, M640x640x4_M640x1x4, 1640960,
225, sasum, M640x640x4_M640x1x4, 1640960,
226, sasum, M640x640x4_M640x1x4, 1640960,
227, sasum, M640x640x4_M640x1x4, 1640960,
228, sasum, M640x640x4_M640x1x4, 1640960,
229, slaset, M640x1x4, 2560,
230, sgeadd, M640x1x4_M640x1x4, 5120,
231, sgeadd, M640x1x4_M640x1x4, 5120,
232, sgeadd, M640x1x4_M640x1x4, 5120,
233, sgeadd, M640x1x4_M640x1x4, 5120,
234, sgeadd, M640x1x4_M640x1x4, 5120,
235, slange, M640x1x4_V640x1_M640x1x4, 5760,
236, slaset, M640x1x4, 2560,
237, slaset, M640x1x4, 2560,
238, slaset, M640x1x4, 2560,
239, slaset, M640x1x4, 2560,
240, slaset, M640x1x4, 2560,
241, sasum, M640x640x4_M640x1x4, 1640960,
242, sasum, M640x640x4_M640x1x4, 1640960,
243, sasum, M640x640x4_M640x1x4, 1640960,
244, sasum, M640x640x4_M640x1x4, 1640960,
245, sasum, M640x640x4_M640x1x4, 1640960,
246, slaset, M640x1x4, 2560,
247, sgeadd, M640x1x4_M640x1x4, 5120,
248, sgeadd, M640x1x4_M640x1x4, 5120,
249, sgeadd, M640x1x4_M640x1x4, 5120,
250, sgeadd, M640x1x4_M640x1x4, 5120,
251, sgeadd, M640x1x4_M640x1x4, 5120,
252, slange, M640x1x4_V640x1_M640x1x4, 5760,
253, slaset, M640x1x4, 2560,
254, slaset, M640x1x4, 2560,
255, slaset, M640x1x4, 2560,
256, slaset, M640x1x4, 2560,
257, slaset, M640x1x4, 2560,
258, sasum, M640x640x4_M640x1x4, 1640960,
259, sasum, M640x640x4_M640x1x4, 1640960,
260, sasum, M640x640x4_M640x1x4, 1640960,
261, sasum, M640x640x4_M640x1x4, 1640960,
262, sasum, M640x640x4_M640x1x4, 1640960,
263, slaset, M640x1x4, 2560,
264, sgeadd, M640x1x4_M640x1x4, 5120,
265, sgeadd, M640x1x4_M640x1x4, 5120,
266, sgeadd, M640x1x4_M640x1x4, 5120,
267, sgeadd, M640x1x4_M640x1x4, 5120,
268, sgeadd, M640x1x4_M640x1x4, 5120,
269, slange, M640x1x4_V640x1_M640x1x4, 5760,
270, slaset, M640x1x4, 2560,
271, slaset, M640x1x4, 2560,
272, slaset, M640x1x4, 2560,
273, slaset, M640x1x4, 2560,
274, slaset, M640x1x4, 2560,
275, sasum, M640x640x4_M640x1x4, 1640960,
276, sasum, M640x640x4_M640x1x4, 1640960,
277, sasum, M640x640x4_M640x1x4, 1640960,
278, sasum, M640x640x4_M640x1x4, 1640960,
279, sasum, M640x640x4_M640x1x4, 1640960,
280, slaset, M640x1x4, 2560,
281, sgeadd, M640x1x4_M640x1x4, 5120,
282, sgeadd, M640x1x4_M640x1x4, 5120,
283, sgeadd, M640x1x4_M640x1x4, 5120,
284, sgeadd, M640x1x4_M640x1x4, 5120,
285, sgeadd, M640x1x4_M640x1x4, 5120,
286, slange, M640x1x4_V640x1_M640x1x4, 5760,
287, slaset, M1x1x4, 4,
288, slange_max, M640x1x4_M1x1x4, 2564,
289, slange_max, M640x1x4_M1x1x4, 2564,
290, slange_max, M640x1x4_M1x1x4, 2564,
291, slange_max, M640x1x4_M1x1x4, 2564,
292, slange_max, M640x1x4_M1x1x4, 2564,
293, slange_max, M1x1x4_M1x1x4, 8,
294, slacpy, M1x1x4_M640x1x4, 2564,
