747, slaset, M256x1x4, 1024,
748, slaset, M256x1x4, 1024,
749, slaset, M256x1x4, 1024,
750, slaset, M256x1x4, 1024,
751, slaset, M256x1x4, 1024,
752, slaset, M256x1x4, 1024,
753, slaset, M256x1x4, 1024,
754, slaset, M256x1x4, 1024,
755, slaset, M256x1x4, 1024,
756, slaset, M256x1x4, 1024,
757, sasum, M256x256x4_M256x1x4, 263168,
758, sasum, M256x256x4_M256x1x4, 263168,
759, sasum, M256x256x4_M256x1x4, 263168,
760, sasum, M256x256x4_M256x1x4, 263168,
761, sasum, M256x256x4_M256x1x4, 263168,
762, sasum, M256x256x4_M256x1x4, 263168,
763, sasum, M256x256x4_M256x1x4, 263168,
764, sasum, M256x256x4_M256x1x4, 263168,
765, sasum, M256x256x4_M256x1x4, 263168,
766, sasum, M256x256x4_M256x1x4, 263168,
767, slaset, M256x1x4, 1024,
768, sgeadd, M256x1x4_M256x1x4, 2048,
769, sgeadd, M256x1x4_M256x1x4, 2048,
770, sgeadd, M256x1x4_M256x1x4, 2048,
771, sgeadd, M256x1x4_M256x1x4, 2048,
772, sgeadd, M256x1x4_M256x1x4, 2048,
773, sgeadd, M256x1x4_M256x1x4, 2048,
774, sgeadd, M256x1x4_M256x1x4, 2048,
775, sgeadd, M256x1x4_M256x1x4, 2048,
776, sgeadd, M256x1x4_M256x1x4, 2048,
777, sgeadd, M256x1x4_M256x1x4, 2048,
778, slange, M256x1x4_V256x1_M256x1x4, 2304,
779, slaset, M256x1x4, 1024,
780, slaset, M256x1x4, 1024,
781, slaset, M256x1x4, 1024,
782, slaset, M256x1x4, 1024,
783, slaset, M256x1x4, 1024,
784, slaset, M256x1x4, 1024,
785, slaset, M256x1x4, 1024,
786, slaset, M256x1x4, 1024,
787, slaset, M256x1x4, 1024,
788, slaset, M256x1x4, 1024,
789, sasum, M256x256x4_M256x1x4, 263168,
790, sasum, M256x256x4_M256x1x4, 263168,
791, sasum, M256x256x4_M256x1x4, 263168,
792, sasum, M256x256x4_M256x1x4, 263168,
793, sasum, M256x256x4_M256x1x4, 263168,
794, sasum, M256x256x4_M256x1x4, 263168,
795, sasum, M256x256x4_M256x1x4, 263168,
796, sasum, M256x256x4_M256x1x4, 263168,
797, sasum, M256x256x4_M256x1x4, 263168,
798, sasum, M256x256x4_M256x1x4, 263168,
799, slaset, M256x1x4, 1024,
800, sgeadd, M256x1x4_M256x1x4, 2048,
801, sgeadd, M256x1x4_M256x1x4, 2048,
802, sgeadd, M256x1x4_M256x1x4, 2048,
803, sgeadd, M256x1x4_M256x1x4, 2048,
804, sgeadd, M256x1x4_M256x1x4, 2048,
805, sgeadd, M256x1x4_M256x1x4, 2048,
806, sgeadd, M256x1x4_M256x1x4, 2048,
807, sgeadd, M256x1x4_M256x1x4, 2048,
808, sgeadd, M256x1x4_M256x1x4, 2048,
809, sgeadd, M256x1x4_M256x1x4, 2048,
810, slange, M256x1x4_V256x1_M256x1x4, 2304,
811, slaset, M256x1x4, 1024,
812, slaset, M256x1x4, 1024,
813, slaset, M256x1x4, 1024,
814, slaset, M256x1x4, 1024,
815, slaset, M256x1x4, 1024,
816, slaset, M256x1x4, 1024,
817, slaset, M256x1x4, 1024,
818, slaset, M256x1x4, 1024,
819, slaset, M256x1x4, 1024,
820, slaset, M256x1x4, 1024,
821, sasum, M256x256x4_M256x1x4, 263168,
822, sasum, M256x256x4_M256x1x4, 263168,
823, sasum, M256x256x4_M256x1x4, 263168,
824, sasum, M256x256x4_M256x1x4, 263168,
825, sasum, M256x256x4_M256x1x4, 263168,
826, sasum, M256x256x4_M256x1x4, 263168,
827, sasum, M256x256x4_M256x1x4, 263168,
828, sasum, M256x256x4_M256x1x4, 263168,
829, sasum, M256x256x4_M256x1x4, 263168,
830, sasum, M256x256x4_M256x1x4, 263168,
831, slaset, M256x1x4, 1024,
832, sgeadd, M256x1x4_M256x1x4, 2048,
833, sgeadd, M256x1x4_M256x1x4, 2048,
834, sgeadd, M256x1x4_M256x1x4, 2048,
835, sgeadd, M256x1x4_M256x1x4, 2048,
836, sgeadd, M256x1x4_M256x1x4, 2048,
837, sgeadd, M256x1x4_M256x1x4, 2048,
838, sgeadd, M256x1x4_M256x1x4, 2048,
839, sgeadd, M256x1x4_M256x1x4, 2048,
840, sgeadd, M256x1x4_M256x1x4, 2048,
841, sgeadd, M256x1x4_M256x1x4, 2048,
842, slange, M256x1x4_V256x1_M256x1x4, 2304,
843, slaset, M256x1x4, 1024,
844, slaset, M256x1x4, 1024,
845, slaset, M256x1x4, 1024,
846, slaset, M256x1x4, 1024,
847, slaset, M256x1x4, 1024,
848, slaset, M256x1x4, 1024,
849, slaset, M256x1x4, 1024,
850, slaset, M256x1x4, 1024,
851, slaset, M256x1x4, 1024,
852, slaset, M256x1x4, 1024,
853, sasum, M256x256x4_M256x1x4, 263168,
854, sasum, M256x256x4_M256x1x4, 263168,
855, sasum, M256x256x4_M256x1x4, 263168,
856, sasum, M256x256x4_M256x1x4, 263168,
857, sasum, M256x256x4_M256x1x4, 263168,
858, sasum, M256x256x4_M256x1x4, 263168,
859, sasum, M256x256x4_M256x1x4, 263168,
860, sasum, M256x256x4_M256x1x4, 263168,
861, sasum, M256x256x4_M256x1x4, 263168,
862, sasum, M256x256x4_M256x1x4, 263168,
863, slaset, M256x1x4, 1024,
864, sgeadd, M256x1x4_M256x1x4, 2048,
865, sgeadd, M256x1x4_M256x1x4, 2048,
866, sgeadd, M256x1x4_M256x1x4, 2048,
867, sgeadd, M256x1x4_M256x1x4, 2048,
868, sgeadd, M256x1x4_M256x1x4, 2048,
869, sgeadd, M256x1x4_M256x1x4, 2048,
870, sgeadd, M256x1x4_M256x1x4, 2048,
871, sgeadd, M256x1x4_M256x1x4, 2048,
