18, slaset, M512x1x4, 2048,
19, sasum, M512x512x4_M512x1x4, 1050624,
20, slaset, M512x1x4, 2048,
21, sgeadd, M512x1x4_M512x1x4, 4096,
22, slange, M512x1x4_V512x1_M512x1x4, 4608,
23, slaset, M1x1x4, 4,
24, slange_max, M512x1x4_M1x1x4, 2052,
25, slange_max, M1x1x4_M1x1x4, 8,
26, slacpy, M1x1x4_M512x1x4, 2052,
