1084, strsm, M256x256x4_M256x1x4, 263168,
1087, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1090, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1093, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1096, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1101, strsm, M256x256x4_M256x1x4, 263168,
1104, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1107, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1110, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1115, strsm, M256x256x4_M256x1x4, 263168,
1118, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1121, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1126, strsm, M256x256x4_M256x1x4, 263168,
1129, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1134, strsm, M256x256x4_M256x1x4, 263168,
1139, strsm, M256x256x4_M256x1x4, 263168,
1142, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1146, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1150, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1154, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1160, strsm, M256x256x4_M256x1x4, 263168,
1163, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1166, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1169, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1174, strsm, M256x256x4_M256x1x4, 263168,
1177, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1180, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1185, strsm, M256x256x4_M256x1x4, 263168,
1188, sgemm, M256x256x4_M256x1x4_M256x1x4, 264192,
1193, strsm, M256x256x4_M256x1x4, 263168,
