1325, spotrf, M768x768x4, 2359296,
1326, strsm, M768x768x4_M768x768x4, 4718592,
1327, strsm, M768x768x4_M768x768x4, 4718592,
1328, strsm, M768x768x4_M768x768x4, 4718592,
1329, strsm, M768x768x4_M768x768x4, 4718592,
1330, strsm, M768x768x4_M768x768x4, 4718592,
1331, strsm, M768x768x4_M768x768x4, 4718592,
1332, strsm, M768x768x4_M768x768x4, 4718592,
1333, strsm, M768x768x4_M768x768x4, 4718592,
1334, strsm, M768x768x4_M768x768x4, 4718592,
1337, ssyrk, M768x768x4_M768x768x4, 4718592,
1338, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1339, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1340, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1341, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1342, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1343, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1344, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1345, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1348, ssyrk, M768x768x4_M768x768x4, 4718592,
1349, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1350, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1351, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1352, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1353, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1354, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1355, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1358, ssyrk, M768x768x4_M768x768x4, 4718592,
1359, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1360, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1361, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1362, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1363, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1364, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1367, ssyrk, M768x768x4_M768x768x4, 4718592,
1368, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1369, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1370, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1371, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1372, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1375, ssyrk, M768x768x4_M768x768x4, 4718592,
1376, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1377, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1378, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1379, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1382, ssyrk, M768x768x4_M768x768x4, 4718592,
1383, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1384, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1385, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1388, ssyrk, M768x768x4_M768x768x4, 4718592,
1389, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1390, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1393, ssyrk, M768x768x4_M768x768x4, 4718592,
1394, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
1397, ssyrk, M768x768x4_M768x768x4, 4718592,
1400, spotrf, M768x768x4, 2359296,
