5650, spotrf, M128x128x4, 65536,
5651, strsm, M128x128x4_M128x128x4, 131072,
5652, strsm, M128x128x4_M128x128x4, 131072,
5653, strsm, M128x128x4_M128x128x4, 131072,
5654, strsm, M128x128x4_M128x128x4, 131072,
5655, strsm, M128x128x4_M128x128x4, 131072,
5656, strsm, M128x128x4_M128x128x4, 131072,
5657, strsm, M128x128x4_M128x128x4, 131072,
5658, strsm, M128x128x4_M128x128x4, 131072,
5659, strsm, M128x128x4_M128x128x4, 131072,
5660, strsm, M128x128x4_M128x128x4, 131072,
5661, strsm, M128x128x4_M128x128x4, 131072,
5662, strsm, M128x128x4_M128x128x4, 131072,
5663, strsm, M128x128x4_M128x128x4, 131072,
5664, strsm, M128x128x4_M128x128x4, 131072,
5665, strsm, M128x128x4_M128x128x4, 131072,
5666, strsm, M128x128x4_M128x128x4, 131072,
5667, strsm, M128x128x4_M128x128x4, 131072,
5668, strsm, M128x128x4_M128x128x4, 131072,
5669, strsm, M128x128x4_M128x128x4, 131072,
5672, ssyrk, M128x128x4_M128x128x4, 131072,
5673, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5674, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5675, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5676, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5677, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5678, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5679, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5680, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5681, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5682, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5683, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5684, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5685, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5686, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5687, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5688, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5689, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5690, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5693, ssyrk, M128x128x4_M128x128x4, 131072,
5694, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5695, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5696, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5697, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5698, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5699, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5700, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5701, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5702, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5703, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5704, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5705, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
5706, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
