5650, spotrf, M320x320x4, 409600,
5651, strsm, M320x320x4_M320x320x4, 819200,
5652, strsm, M320x320x4_M320x320x4, 819200,
5653, strsm, M320x320x4_M320x320x4, 819200,
5654, strsm, M320x320x4_M320x320x4, 819200,
5655, strsm, M320x320x4_M320x320x4, 819200,
5656, strsm, M320x320x4_M320x320x4, 819200,
5657, strsm, M320x320x4_M320x320x4, 819200,
5658, strsm, M320x320x4_M320x320x4, 819200,
5659, strsm, M320x320x4_M320x320x4, 819200,
5660, strsm, M320x320x4_M320x320x4, 819200,
5661, strsm, M320x320x4_M320x320x4, 819200,
5662, strsm, M320x320x4_M320x320x4, 819200,
5663, strsm, M320x320x4_M320x320x4, 819200,
5664, strsm, M320x320x4_M320x320x4, 819200,
5665, strsm, M320x320x4_M320x320x4, 819200,
5666, strsm, M320x320x4_M320x320x4, 819200,
5667, strsm, M320x320x4_M320x320x4, 819200,
5668, strsm, M320x320x4_M320x320x4, 819200,
5669, strsm, M320x320x4_M320x320x4, 819200,
5672, ssyrk, M320x320x4_M320x320x4, 819200,
5673, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5674, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5675, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5676, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5677, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5678, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5679, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5680, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5681, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5682, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5683, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5684, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5685, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5686, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5687, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5688, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5689, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5690, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5693, ssyrk, M320x320x4_M320x320x4, 819200,
5694, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5695, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5696, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5697, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5698, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5699, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5700, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5701, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5702, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5703, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5704, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5705, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5706, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5707, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5708, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5709, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5710, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5713, ssyrk, M320x320x4_M320x320x4, 819200,
5714, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5715, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5716, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5717, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5718, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5719, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5720, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5721, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5722, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5723, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5724, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5725, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5726, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5727, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5728, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5729, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5732, ssyrk, M320x320x4_M320x320x4, 819200,
5733, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5734, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5735, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5736, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5737, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5738, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5739, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5740, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5741, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5742, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5743, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5744, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5745, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5746, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5747, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5750, ssyrk, M320x320x4_M320x320x4, 819200,
5751, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5752, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5753, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5754, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5755, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5756, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5757, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5758, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5759, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5760, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5761, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5762, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5763, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5764, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5767, ssyrk, M320x320x4_M320x320x4, 819200,
5768, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5769, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5770, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5771, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5772, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5773, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5774, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5775, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5776, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5777, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5778, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5779, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5780, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5783, ssyrk, M320x320x4_M320x320x4, 819200,
5784, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5785, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5786, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5787, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5788, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5789, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5790, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5791, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5792, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
5793, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
