5650, spotrf, M960x960x4, 3686400,
5651, strsm, M960x960x4_M960x960x4, 7372800,
5652, strsm, M960x960x4_M960x960x4, 7372800,
5653, strsm, M960x960x4_M960x960x4, 7372800,
5654, strsm, M960x960x4_M960x960x4, 7372800,
5655, strsm, M960x960x4_M960x960x4, 7372800,
5656, strsm, M960x960x4_M960x960x4, 7372800,
5657, strsm, M960x960x4_M960x960x4, 7372800,
5658, strsm, M960x960x4_M960x960x4, 7372800,
5659, strsm, M960x960x4_M960x960x4, 7372800,
5660, strsm, M960x960x4_M960x960x4, 7372800,
5661, strsm, M960x960x4_M960x960x4, 7372800,
5662, strsm, M960x960x4_M960x960x4, 7372800,
5663, strsm, M960x960x4_M960x960x4, 7372800,
5664, strsm, M960x960x4_M960x960x4, 7372800,
5665, strsm, M960x960x4_M960x960x4, 7372800,
5666, strsm, M960x960x4_M960x960x4, 7372800,
5667, strsm, M960x960x4_M960x960x4, 7372800,
5668, strsm, M960x960x4_M960x960x4, 7372800,
5669, strsm, M960x960x4_M960x960x4, 7372800,
5672, ssyrk, M960x960x4_M960x960x4, 7372800,
5673, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5674, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5675, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5676, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5677, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5678, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5679, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5680, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5681, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5682, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5683, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5684, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5685, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5686, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5687, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5688, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5689, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5690, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5693, ssyrk, M960x960x4_M960x960x4, 7372800,
5694, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5695, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5696, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5697, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5698, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5699, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5700, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5701, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5702, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5703, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5704, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5705, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5706, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5707, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5708, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5709, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5710, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5713, ssyrk, M960x960x4_M960x960x4, 7372800,
5714, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5715, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5716, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5717, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5718, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5719, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5720, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5721, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5722, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5723, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5724, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5725, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5726, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5727, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5728, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5729, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5732, ssyrk, M960x960x4_M960x960x4, 7372800,
5733, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5734, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5735, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5736, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5737, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5738, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5739, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5740, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5741, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5742, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5743, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5744, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5745, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5746, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5747, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5750, ssyrk, M960x960x4_M960x960x4, 7372800,
5751, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5752, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5753, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5754, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5755, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5756, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5757, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5758, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5759, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5760, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5761, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5762, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5763, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5764, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5767, ssyrk, M960x960x4_M960x960x4, 7372800,
5768, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5769, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5770, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5771, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5772, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5773, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5774, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5775, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5776, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5777, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5778, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5779, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5780, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5783, ssyrk, M960x960x4_M960x960x4, 7372800,
5784, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5785, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5786, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5787, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5788, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5789, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5790, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5791, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5792, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5793, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5794, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5795, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5798, ssyrk, M960x960x4_M960x960x4, 7372800,
5799, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5800, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5801, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5802, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5803, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5804, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5805, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5806, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5807, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5808, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5809, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5812, ssyrk, M960x960x4_M960x960x4, 7372800,
5813, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5814, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5815, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5816, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5817, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5818, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5819, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5820, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5821, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5822, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5825, ssyrk, M960x960x4_M960x960x4, 7372800,
5826, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5827, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5828, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5829, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5830, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5831, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5832, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5833, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5834, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5837, ssyrk, M960x960x4_M960x960x4, 7372800,
