CPU11 0.059426 5270 sgetrf_nopiv sgetrf_nopiv CPU -1 5310 40
CPU18 0.079897 5271 strsm strsm CUDA0 0.377811 5311 40
CPU3 0.065128 5272 strsm strsm CUDA2 0.446481 5312 40
CPU13 0.070186 5273 strsm strsm CUDA3 0.356344 5313 40
CPU5 0.060109 5274 strsm strsm CUDA2 0.102616 5314 40
CPU7 0.060232 5275 strsm strsm CUDA0 0.460931 5315 40
CPU6 0.065028 5276 strsm strsm CUDA1 0.584240 5316 40
CPU0 0.060593 5277 strsm strsm CUDA0 0.064187 5317 40
CPU8 0.063095 5278 strsm strsm CUDA2 0.062129 5318 40
CPU19 0.060960 5279 strsm strsm CUDA3 0.065402 5319 40
CPU10 0.063937 5280 strsm strsm CUDA2 0.091090 5320 40
CPU6 0.053886 5281 strsm strsm CUDA1 0.064967 5321 40
CPU15 0.059370 5282 strsm strsm CUDA2 0.122021 5322 40
CPU7 0.055401 5283 strsm strsm CUDA2 0.063470 5323 40
CPU1 0.061393 5284 strsm strsm CUDA3 0.154195 5324 40
CPU6 0.053588 5285 strsm strsm CUDA2 0.103609 5325 40
CPU9 0.089857 5286 strsm strsm CUDA1 0.065849 5326 40
CPU11 0.058557 5287 strsm strsm CUDA2 0.137749 5327 40
CPU6 0.054040 5288 strsm strsm CUDA2 0.063146 5328 40
CPU7 0.056057 5289 strsm strsm CUDA1 0.101382 5329 40
CPU2 0.049264 5290 strsm strsm CUDA2 0.064277 5330 40
CPU6 0.032845 5291 sgemm sgemm CUDA2 0.068443 5331 40
CPU10 0.032310 5292 sgemm sgemm CUDA1 0.086317 5332 40
CPU15 0.029027 5293 sgemm sgemm CUDA3 0.213648 5333 40
CPU17 0.036843 5294 sgemm sgemm CUDA2 0.073702 5334 40
CPU9 0.045780 5295 sgemm sgemm CUDA0 0.184353 5335 40
CPU1 0.029088 5296 sgemm sgemm CUDA1 0.056222 5336 40
CPU13 0.032237 5297 sgemm sgemm CUDA0 0.193134 5337 40
CPU4 0.057110 5298 sgemm sgemm CUDA1 0.011589 5338 40
CPU2 0.029271 5299 sgemm sgemm CUDA2 0.013178 5339 40
CPU18 0.031825 5300 sgemm sgemm CUDA1 0.049241 5340 40
CPU14 0.033894 5301 sgemm sgemm CUDA2 0.049976 5341 40
CPU13 0.029931 5302 sgemm sgemm CUDA1 0.049122 5342 40
CPU10 0.030087 5303 sgemm sgemm CUDA2 0.051216 5343 40
CPU9 0.044555 5304 sgemm sgemm CUDA1 0.038697 5344 40
CPU4 0.026619 5305 sgemm sgemm CUDA1 0.034064 5345 40
