9005, spotrf, M960x960x4, 3686400,
9006, strsm, M960x960x4_M960x960x4, 7372800,
9007, strsm, M960x960x4_M960x960x4, 7372800,
9008, strsm, M960x960x4_M960x960x4, 7372800,
9009, strsm, M960x960x4_M960x960x4, 7372800,
9010, strsm, M960x960x4_M960x960x4, 7372800,
9011, strsm, M960x960x4_M960x960x4, 7372800,
9012, strsm, M960x960x4_M960x960x4, 7372800,
9013, strsm, M960x960x4_M960x960x4, 7372800,
9014, strsm, M960x960x4_M960x960x4, 7372800,
9015, strsm, M960x960x4_M960x960x4, 7372800,
9016, strsm, M960x960x4_M960x960x4, 7372800,
9017, strsm, M960x960x4_M960x960x4, 7372800,
9018, strsm, M960x960x4_M960x960x4, 7372800,
9019, strsm, M960x960x4_M960x960x4, 7372800,
9020, strsm, M960x960x4_M960x960x4, 7372800,
9021, strsm, M960x960x4_M960x960x4, 7372800,
9022, strsm, M960x960x4_M960x960x4, 7372800,
9023, strsm, M960x960x4_M960x960x4, 7372800,
9024, strsm, M960x960x4_M960x960x4, 7372800,
9027, ssyrk, M960x960x4_M960x960x4, 7372800,
9028, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9029, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9030, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9031, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9032, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9033, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9034, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9035, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9036, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9037, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9038, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9039, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9040, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9041, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9042, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9043, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9044, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9045, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9048, ssyrk, M960x960x4_M960x960x4, 7372800,
9049, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9050, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9051, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9052, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9053, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9054, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9055, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9056, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9057, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9058, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9059, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9060, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9061, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9062, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9063, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9064, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9065, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9068, ssyrk, M960x960x4_M960x960x4, 7372800,
9069, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9070, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9071, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9072, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9073, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9074, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9075, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9076, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9077, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9078, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9079, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9080, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9081, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9082, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9083, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9084, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9087, ssyrk, M960x960x4_M960x960x4, 7372800,
9088, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9089, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9090, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9091, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9092, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9093, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9094, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9095, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9096, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9097, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9098, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9099, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9100, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9101, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9102, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9105, ssyrk, M960x960x4_M960x960x4, 7372800,
9106, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9107, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9108, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9109, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9110, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9111, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9112, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9113, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9114, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9115, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9116, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9117, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9118, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9119, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
9122, ssyrk, M960x960x4_M960x960x4, 7372800,
