9005, spotrf, M64x64x4, 16384,
9006, strsm, M64x64x4_M64x64x4, 32768,
9007, strsm, M64x64x4_M64x64x4, 32768,
9008, strsm, M64x64x4_M64x64x4, 32768,
9009, strsm, M64x64x4_M64x64x4, 32768,
9010, strsm, M64x64x4_M64x64x4, 32768,
9011, strsm, M64x64x4_M64x64x4, 32768,
9012, strsm, M64x64x4_M64x64x4, 32768,
9013, strsm, M64x64x4_M64x64x4, 32768,
9014, strsm, M64x64x4_M64x64x4, 32768,
9015, strsm, M64x64x4_M64x64x4, 32768,
9016, strsm, M64x64x4_M64x64x4, 32768,
9017, strsm, M64x64x4_M64x64x4, 32768,
9018, strsm, M64x64x4_M64x64x4, 32768,
9019, strsm, M64x64x4_M64x64x4, 32768,
9020, strsm, M64x64x4_M64x64x4, 32768,
9021, strsm, M64x64x4_M64x64x4, 32768,
9022, strsm, M64x64x4_M64x64x4, 32768,
9023, strsm, M64x64x4_M64x64x4, 32768,
9024, strsm, M64x64x4_M64x64x4, 32768,
9027, ssyrk, M64x64x4_M64x64x4, 32768,
9028, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9029, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9030, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9031, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9032, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9033, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9034, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9035, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9036, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9037, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9038, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9039, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9040, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9041, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9042, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9043, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9044, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9045, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9048, ssyrk, M64x64x4_M64x64x4, 32768,
9049, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9050, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9051, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9052, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9053, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9054, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9055, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9056, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9057, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9058, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9059, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9060, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9061, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9062, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9063, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9064, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9065, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9068, ssyrk, M64x64x4_M64x64x4, 32768,
9069, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9070, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9071, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9072, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9073, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9074, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9075, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9076, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9077, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9078, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9079, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9080, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9081, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9082, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9083, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9084, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9087, ssyrk, M64x64x4_M64x64x4, 32768,
9088, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9089, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9090, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9091, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9092, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9093, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9094, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9095, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9096, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9097, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9098, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9099, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9100, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9101, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9102, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9105, ssyrk, M64x64x4_M64x64x4, 32768,
9106, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9107, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9108, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9109, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9110, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9111, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9112, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9113, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9114, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9115, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9116, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9117, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9118, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9119, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9122, ssyrk, M64x64x4_M64x64x4, 32768,
9123, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9124, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9125, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9126, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9127, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9128, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9129, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9130, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9131, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9132, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9133, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9134, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9135, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9138, ssyrk, M64x64x4_M64x64x4, 32768,
9139, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9140, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9141, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9142, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9143, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9144, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9145, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9146, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9147, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9148, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9149, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9150, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9153, ssyrk, M64x64x4_M64x64x4, 32768,
9154, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9155, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9156, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9157, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9158, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9159, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9160, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9161, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9162, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9163, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9164, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9167, ssyrk, M64x64x4_M64x64x4, 32768,
9168, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9169, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9170, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9171, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9172, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9173, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9174, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9175, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9176, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9177, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9180, ssyrk, M64x64x4_M64x64x4, 32768,
9181, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9182, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9183, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9184, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9185, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9186, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9187, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9188, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9189, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9192, ssyrk, M64x64x4_M64x64x4, 32768,
9193, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9194, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9195, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9196, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9197, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9198, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9199, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9200, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9203, ssyrk, M64x64x4_M64x64x4, 32768,
9204, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9205, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9206, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9207, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9208, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9209, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9210, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
9213, ssyrk, M64x64x4_M64x64x4, 32768,
9214, sgemm, M64x64x4_M64x64x4_M64x64x4, 49152,
