380, spotrf, M768x768x4, 2359296,
381, strsm, M768x768x4_M768x768x4, 4718592,
382, strsm, M768x768x4_M768x768x4, 4718592,
383, strsm, M768x768x4_M768x768x4, 4718592,
384, strsm, M768x768x4_M768x768x4, 4718592,
387, ssyrk, M768x768x4_M768x768x4, 4718592,
388, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
389, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
390, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
393, ssyrk, M768x768x4_M768x768x4, 4718592,
394, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
395, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
398, ssyrk, M768x768x4_M768x768x4, 4718592,
399, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
402, ssyrk, M768x768x4_M768x768x4, 4718592,
405, spotrf, M768x768x4, 2359296,
406, strsm, M768x768x4_M768x768x4, 4718592,
407, strsm, M768x768x4_M768x768x4, 4718592,
408, strsm, M768x768x4_M768x768x4, 4718592,
411, ssyrk, M768x768x4_M768x768x4, 4718592,
412, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
413, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
416, ssyrk, M768x768x4_M768x768x4, 4718592,
417, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
420, ssyrk, M768x768x4_M768x768x4, 4718592,
423, spotrf, M768x768x4, 2359296,
424, strsm, M768x768x4_M768x768x4, 4718592,
425, strsm, M768x768x4_M768x768x4, 4718592,
428, ssyrk, M768x768x4_M768x768x4, 4718592,
429, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
432, ssyrk, M768x768x4_M768x768x4, 4718592,
435, spotrf, M768x768x4, 2359296,
436, strsm, M768x768x4_M768x768x4, 4718592,
439, ssyrk, M768x768x4_M768x768x4, 4718592,
442, spotrf, M768x768x4, 2359296,
445, strsm, M768x768x4_M768x768x4, 4718592,
447, strsm, M768x768x4_M768x768x4, 4718592,
449, strsm, M768x768x4_M768x768x4, 4718592,
451, strsm, M768x768x4_M768x768x4, 4718592,
463, strtri, M768x768x4, 2359296,
465, strsm, M768x768x4_M768x768x4, 4718592,
467, strsm, M768x768x4_M768x768x4, 4718592,
469, strsm, M768x768x4_M768x768x4, 4718592,
471, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
474, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
477, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
482, strsm, M768x768x4_M768x768x4, 4718592,
486, strtri, M768x768x4, 2359296,
488, strsm, M768x768x4_M768x768x4, 4718592,
490, strsm, M768x768x4_M768x768x4, 4718592,
492, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
493, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
497, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
498, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
504, strsm, M768x768x4_M768x768x4, 4718592,
508, strsm, M768x768x4_M768x768x4, 4718592,
512, strtri, M768x768x4, 2359296,
514, strsm, M768x768x4_M768x768x4, 4718592,
516, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
