38426, spotrf, M64x64x4, 16384,	38466, spotrf, M64x64x4, 16384, 40
38427, strsm, M64x64x4_M64x64x4, 32768,	38467, strsm, M64x64x4_M64x64x4, 32768, 40
38428, strsm, M64x64x4_M64x64x4, 32768,	38468, strsm, M64x64x4_M64x64x4, 32768, 40
38429, strsm, M64x64x4_M64x64x4, 32768,	38469, strsm, M64x64x4_M64x64x4, 32768, 40
38430, strsm, M64x64x4_M64x64x4, 32768,	38470, strsm, M64x64x4_M64x64x4, 32768, 40
38431, strsm, M64x64x4_M64x64x4, 32768,	38471, strsm, M64x64x4_M64x64x4, 32768, 40
38432, strsm, M64x64x4_M64x64x4, 32768,	38472, strsm, M64x64x4_M64x64x4, 32768, 40
38433, strsm, M64x64x4_M64x64x4, 32768,	38473, strsm, M64x64x4_M64x64x4, 32768, 40
38434, strsm, M64x64x4_M64x64x4, 32768,	38474, strsm, M64x64x4_M64x64x4, 32768, 40
38435, strsm, M64x64x4_M64x64x4, 32768,	38475, strsm, M64x64x4_M64x64x4, 32768, 40
38436, strsm, M64x64x4_M64x64x4, 32768,	38476, strsm, M64x64x4_M64x64x4, 32768, 40
38437, strsm, M64x64x4_M64x64x4, 32768,	38477, strsm, M64x64x4_M64x64x4, 32768, 40
38438, strsm, M64x64x4_M64x64x4, 32768,	38478, strsm, M64x64x4_M64x64x4, 32768, 40
38439, strsm, M64x64x4_M64x64x4, 32768,	38479, strsm, M64x64x4_M64x64x4, 32768, 40
38440, strsm, M64x64x4_M64x64x4, 32768,	38480, strsm, M64x64x4_M64x64x4, 32768, 40
38441, strsm, M64x64x4_M64x64x4, 32768,	38481, strsm, M64x64x4_M64x64x4, 32768, 40
38442, strsm, M64x64x4_M64x64x4, 32768,	38482, strsm, M64x64x4_M64x64x4, 32768, 40
38443, strsm, M64x64x4_M64x64x4, 32768,	38483, strsm, M64x64x4_M64x64x4, 32768, 40
38444, strsm, M64x64x4_M64x64x4, 32768,	38484, strsm, M64x64x4_M64x64x4, 32768, 40
38445, strsm, M64x64x4_M64x64x4, 32768,	38485, strsm, M64x64x4_M64x64x4, 32768, 40
38446, strsm, M64x64x4_M64x64x4, 32768,	38486, strsm, M64x64x4_M64x64x4, 32768, 40
