206, spotrf, M640x640x4, 1638400,	246, spotrf, M640x640x4, 1638400, 40
207, strsm, M640x640x4_M640x640x4, 3276800,	247, strsm, M640x640x4_M640x640x4, 3276800, 40
208, strsm, M640x640x4_M640x640x4, 3276800,	248, strsm, M640x640x4_M640x640x4, 3276800, 40
209, strsm, M640x640x4_M640x640x4, 3276800,	249, strsm, M640x640x4_M640x640x4, 3276800, 40
210, strsm, M640x640x4_M640x640x4, 3276800,	250, strsm, M640x640x4_M640x640x4, 3276800, 40
213, ssyrk, M640x640x4_M640x640x4, 3276800,	253, ssyrk, M640x640x4_M640x640x4, 3276800, 40
214, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,	254, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200, 40
215, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,	255, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200, 40
216, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,	256, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200, 40
219, ssyrk, M640x640x4_M640x640x4, 3276800,	259, ssyrk, M640x640x4_M640x640x4, 3276800, 40
220, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,	260, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200, 40
221, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,	261, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200, 40
224, ssyrk, M640x640x4_M640x640x4, 3276800,	264, ssyrk, M640x640x4_M640x640x4, 3276800, 40
225, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,	265, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200, 40
228, ssyrk, M640x640x4_M640x640x4, 3276800,	268, ssyrk, M640x640x4_M640x640x4, 3276800, 40
231, spotrf, M640x640x4, 1638400,	271, spotrf, M640x640x4, 1638400, 40
232, strsm, M640x640x4_M640x640x4, 3276800,	272, strsm, M640x640x4_M640x640x4, 3276800, 40
233, strsm, M640x640x4_M640x640x4, 3276800,	273, strsm, M640x640x4_M640x640x4, 3276800, 40
234, strsm, M640x640x4_M640x640x4, 3276800,	274, strsm, M640x640x4_M640x640x4, 3276800, 40
237, ssyrk, M640x640x4_M640x640x4, 3276800,	277, ssyrk, M640x640x4_M640x640x4, 3276800, 40
238, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,	278, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200, 40
239, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,	279, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200, 40
242, ssyrk, M640x640x4_M640x640x4, 3276800,	282, ssyrk, M640x640x4_M640x640x4, 3276800, 40
243, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,	283, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200, 40
246, ssyrk, M640x640x4_M640x640x4, 3276800,	286, ssyrk, M640x640x4_M640x640x4, 3276800, 40
249, spotrf, M640x640x4, 1638400,	289, spotrf, M640x640x4, 1638400, 40
250, strsm, M640x640x4_M640x640x4, 3276800,	290, strsm, M640x640x4_M640x640x4, 3276800, 40
251, strsm, M640x640x4_M640x640x4, 3276800,	291, strsm, M640x640x4_M640x640x4, 3276800, 40
254, ssyrk, M640x640x4_M640x640x4, 3276800,	294, ssyrk, M640x640x4_M640x640x4, 3276800, 40
255, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200,	295, sgemm, M640x640x4_M640x640x4_M640x640x4, 4915200, 40
258, ssyrk, M640x640x4_M640x640x4, 3276800,	298, ssyrk, M640x640x4_M640x640x4, 3276800, 40
261, spotrf, M640x640x4, 1638400,	301, spotrf, M640x640x4, 1638400, 40
262, strsm, M640x640x4_M640x640x4, 3276800,	302, strsm, M640x640x4_M640x640x4, 3276800, 40
265, ssyrk, M640x640x4_M640x640x4, 3276800,	305, ssyrk, M640x640x4_M640x640x4, 3276800, 40
268, spotrf, M640x640x4, 1638400,	308, spotrf, M640x640x4, 1638400, 40
