985, sgetrf_nopiv, M960x960x4, 3686400,
986, strsm, M960x960x4_M960x960x4, 7372800,
987, strsm, M960x960x4_M960x960x4, 7372800,
988, strsm, M960x960x4_M960x960x4, 7372800,
989, strsm, M960x960x4_M960x960x4, 7372800,
990, strsm, M960x960x4_M960x960x4, 7372800,
991, strsm, M960x960x4_M960x960x4, 7372800,
992, strsm, M960x960x4_M960x960x4, 7372800,
993, strsm, M960x960x4_M960x960x4, 7372800,
994, strsm, M960x960x4_M960x960x4, 7372800,
995, strsm, M960x960x4_M960x960x4, 7372800,
996, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
997, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
998, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
999, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1000, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1001, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1002, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1003, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1004, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1005, strsm, M960x960x4_M960x960x4, 7372800,
1006, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1007, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1008, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1009, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1010, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1011, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1012, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1013, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1014, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1015, strsm, M960x960x4_M960x960x4, 7372800,
1016, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1017, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1018, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1019, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1020, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1021, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1022, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1023, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1024, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1025, strsm, M960x960x4_M960x960x4, 7372800,
1026, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1027, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1028, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1029, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1030, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1031, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1032, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1033, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1034, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1035, strsm, M960x960x4_M960x960x4, 7372800,
1036, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1037, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1038, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1039, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1040, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1041, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1042, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1043, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1044, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1045, strsm, M960x960x4_M960x960x4, 7372800,
1046, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1047, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1048, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1049, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1050, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1051, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1052, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1053, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1054, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1055, strsm, M960x960x4_M960x960x4, 7372800,
1056, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1057, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1058, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1059, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1060, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1061, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1062, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1063, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1064, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1065, strsm, M960x960x4_M960x960x4, 7372800,
1066, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1067, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1068, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1069, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1070, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1071, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1072, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1073, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1074, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1075, strsm, M960x960x4_M960x960x4, 7372800,
1076, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1077, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1078, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1079, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1080, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
1081, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
