5270, sgetrf_nopiv, M960x960x4, 3686400,
5271, strsm, M960x960x4_M960x960x4, 7372800,
5272, strsm, M960x960x4_M960x960x4, 7372800,
5273, strsm, M960x960x4_M960x960x4, 7372800,
5274, strsm, M960x960x4_M960x960x4, 7372800,
5275, strsm, M960x960x4_M960x960x4, 7372800,
5276, strsm, M960x960x4_M960x960x4, 7372800,
5277, strsm, M960x960x4_M960x960x4, 7372800,
5278, strsm, M960x960x4_M960x960x4, 7372800,
5279, strsm, M960x960x4_M960x960x4, 7372800,
5280, strsm, M960x960x4_M960x960x4, 7372800,
5281, strsm, M960x960x4_M960x960x4, 7372800,
5282, strsm, M960x960x4_M960x960x4, 7372800,
5283, strsm, M960x960x4_M960x960x4, 7372800,
5284, strsm, M960x960x4_M960x960x4, 7372800,
5285, strsm, M960x960x4_M960x960x4, 7372800,
5286, strsm, M960x960x4_M960x960x4, 7372800,
5287, strsm, M960x960x4_M960x960x4, 7372800,
5288, strsm, M960x960x4_M960x960x4, 7372800,
5289, strsm, M960x960x4_M960x960x4, 7372800,
5290, strsm, M960x960x4_M960x960x4, 7372800,
5291, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5292, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5293, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5294, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5295, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5296, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5297, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5298, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5299, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5300, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5301, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5302, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5303, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5304, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5305, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5306, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5307, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5308, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5309, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5310, strsm, M960x960x4_M960x960x4, 7372800,
5311, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5312, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5313, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5314, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5315, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5316, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5317, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5318, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5319, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5320, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5321, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5322, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5323, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5324, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
5325, sgemm, M960x960x4_M960x960x4_M960x960x4, 11059200,
