985, sgetrf_nopiv, M320x320x4, 409600,
986, strsm, M320x320x4_M320x320x4, 819200,
987, strsm, M320x320x4_M320x320x4, 819200,
988, strsm, M320x320x4_M320x320x4, 819200,
989, strsm, M320x320x4_M320x320x4, 819200,
990, strsm, M320x320x4_M320x320x4, 819200,
991, strsm, M320x320x4_M320x320x4, 819200,
992, strsm, M320x320x4_M320x320x4, 819200,
993, strsm, M320x320x4_M320x320x4, 819200,
994, strsm, M320x320x4_M320x320x4, 819200,
995, strsm, M320x320x4_M320x320x4, 819200,
996, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
997, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
998, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
999, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1000, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1001, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1002, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1003, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1004, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1005, strsm, M320x320x4_M320x320x4, 819200,
1006, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1007, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1008, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1009, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1010, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1011, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1012, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1013, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1014, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1015, strsm, M320x320x4_M320x320x4, 819200,
1016, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1017, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1018, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1019, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1020, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1021, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1022, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1023, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1024, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1025, strsm, M320x320x4_M320x320x4, 819200,
1026, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1027, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1028, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1029, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1030, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1031, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1032, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1033, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1034, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1035, strsm, M320x320x4_M320x320x4, 819200,
1036, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1037, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1038, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1039, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1040, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1041, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
1042, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,
