985, sgetrf_nopiv, M128x128x4, 65536,
986, strsm, M128x128x4_M128x128x4, 131072,
987, strsm, M128x128x4_M128x128x4, 131072,
988, strsm, M128x128x4_M128x128x4, 131072,
989, strsm, M128x128x4_M128x128x4, 131072,
990, strsm, M128x128x4_M128x128x4, 131072,
991, strsm, M128x128x4_M128x128x4, 131072,
992, strsm, M128x128x4_M128x128x4, 131072,
993, strsm, M128x128x4_M128x128x4, 131072,
994, strsm, M128x128x4_M128x128x4, 131072,
995, strsm, M128x128x4_M128x128x4, 131072,
996, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
997, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
998, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
999, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1000, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1001, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1002, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1003, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1004, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1005, strsm, M128x128x4_M128x128x4, 131072,
1006, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1007, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1008, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1009, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1010, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1011, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1012, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1013, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1014, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1015, strsm, M128x128x4_M128x128x4, 131072,
1016, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1017, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1018, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1019, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1020, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1021, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1022, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1023, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1024, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1025, strsm, M128x128x4_M128x128x4, 131072,
1026, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1027, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1028, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1029, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1030, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1031, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1032, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1033, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1034, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1035, strsm, M128x128x4_M128x128x4, 131072,
1036, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1037, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1038, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1039, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1040, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1041, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1042, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1043, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1044, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1045, strsm, M128x128x4_M128x128x4, 131072,
1046, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1047, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1048, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1049, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1050, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1051, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1052, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1053, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1054, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1055, strsm, M128x128x4_M128x128x4, 131072,
1056, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1057, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1058, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1059, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1060, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1061, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1062, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1063, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1064, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1065, strsm, M128x128x4_M128x128x4, 131072,
1066, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1067, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1068, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1069, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1070, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1071, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1072, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1073, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1074, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1075, strsm, M128x128x4_M128x128x4, 131072,
1076, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1077, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1078, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1079, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1080, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1081, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1082, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1083, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1084, sgemm, M128x128x4_M128x128x4_M128x128x4, 196608,
1085, sgetrf_nopiv, M128x128x4, 65536,
1086, strsm, M128x128x4_M128x128x4, 131072,
1087, strsm, M128x128x4_M128x128x4, 131072,
1088, strsm, M128x128x4_M128x128x4, 131072,
1089, strsm, M128x128x4_M128x128x4, 131072,
1090, strsm, M128x128x4_M128x128x4, 131072,
1091, strsm, M128x128x4_M128x128x4, 131072,
