985, sgetrf_nopiv, M256x256x4, 262144,
986, strsm, M256x256x4_M256x256x4, 524288,
987, strsm, M256x256x4_M256x256x4, 524288,
988, strsm, M256x256x4_M256x256x4, 524288,
989, strsm, M256x256x4_M256x256x4, 524288,
990, strsm, M256x256x4_M256x256x4, 524288,
991, strsm, M256x256x4_M256x256x4, 524288,
992, strsm, M256x256x4_M256x256x4, 524288,
993, strsm, M256x256x4_M256x256x4, 524288,
994, strsm, M256x256x4_M256x256x4, 524288,
995, strsm, M256x256x4_M256x256x4, 524288,
996, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
997, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
998, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
999, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1000, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1001, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1002, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1003, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1004, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1005, strsm, M256x256x4_M256x256x4, 524288,
1006, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1007, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1008, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1009, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1010, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1011, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1012, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1013, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1014, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1015, strsm, M256x256x4_M256x256x4, 524288,
1016, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1017, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1018, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1019, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1020, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1021, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1022, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1023, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1024, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1025, strsm, M256x256x4_M256x256x4, 524288,
1026, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1027, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1028, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1029, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1030, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1031, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1032, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1033, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1034, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1035, strsm, M256x256x4_M256x256x4, 524288,
1036, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1037, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1038, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1039, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1040, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1041, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1042, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1043, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1044, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1045, strsm, M256x256x4_M256x256x4, 524288,
1046, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1047, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1048, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1049, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1050, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1051, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1052, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1053, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1054, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1055, strsm, M256x256x4_M256x256x4, 524288,
1056, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1057, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1058, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1059, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1060, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1061, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1062, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1063, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1064, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1065, strsm, M256x256x4_M256x256x4, 524288,
1066, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1067, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1068, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1069, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1070, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1071, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1072, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1073, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1074, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1075, strsm, M256x256x4_M256x256x4, 524288,
1076, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1077, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1078, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1079, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1080, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1081, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1082, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1083, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1084, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1085, sgetrf_nopiv, M256x256x4, 262144,
1086, strsm, M256x256x4_M256x256x4, 524288,
1087, strsm, M256x256x4_M256x256x4, 524288,
1088, strsm, M256x256x4_M256x256x4, 524288,
1089, strsm, M256x256x4_M256x256x4, 524288,
1090, strsm, M256x256x4_M256x256x4, 524288,
1091, strsm, M256x256x4_M256x256x4, 524288,
1092, strsm, M256x256x4_M256x256x4, 524288,
1093, strsm, M256x256x4_M256x256x4, 524288,
1094, strsm, M256x256x4_M256x256x4, 524288,
1095, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1096, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1097, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1098, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1099, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1100, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1101, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1102, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1103, strsm, M256x256x4_M256x256x4, 524288,
1104, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1105, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1106, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1107, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1108, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1109, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1110, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1111, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1112, strsm, M256x256x4_M256x256x4, 524288,
1113, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1114, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1115, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
1116, sgemm, M256x256x4_M256x256x4_M256x256x4, 786432,
