5270, sgetrf_nopiv, M768x768x4, 2359296,
5271, strsm, M768x768x4_M768x768x4, 4718592,
5272, strsm, M768x768x4_M768x768x4, 4718592,
5273, strsm, M768x768x4_M768x768x4, 4718592,
5274, strsm, M768x768x4_M768x768x4, 4718592,
5275, strsm, M768x768x4_M768x768x4, 4718592,
5276, strsm, M768x768x4_M768x768x4, 4718592,
5277, strsm, M768x768x4_M768x768x4, 4718592,
5278, strsm, M768x768x4_M768x768x4, 4718592,
5279, strsm, M768x768x4_M768x768x4, 4718592,
5280, strsm, M768x768x4_M768x768x4, 4718592,
5281, strsm, M768x768x4_M768x768x4, 4718592,
5282, strsm, M768x768x4_M768x768x4, 4718592,
5283, strsm, M768x768x4_M768x768x4, 4718592,
5284, strsm, M768x768x4_M768x768x4, 4718592,
5285, strsm, M768x768x4_M768x768x4, 4718592,
5286, strsm, M768x768x4_M768x768x4, 4718592,
5287, strsm, M768x768x4_M768x768x4, 4718592,
5288, strsm, M768x768x4_M768x768x4, 4718592,
5289, strsm, M768x768x4_M768x768x4, 4718592,
5290, strsm, M768x768x4_M768x768x4, 4718592,
5291, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5292, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5293, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5294, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5295, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5296, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5297, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5298, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5299, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5300, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5301, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5302, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5303, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5304, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5305, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5306, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5307, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5308, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5309, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5310, strsm, M768x768x4_M768x768x4, 4718592,
5311, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5312, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5313, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5314, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5315, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5316, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5317, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5318, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5319, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5320, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
5321, sgemm, M768x768x4_M768x768x4_M768x768x4, 7077888,
