CPU1 2.710557 4171 spotrf spotrf CPU -1 4211 40
CPU9 6.382300 4172 strsm strsm CUDA0 1.395241 4212 40
CPU7 6.326584 4173 strsm strsm CUDA2 1.507233 4213 40
CPU18 6.275443 4174 strsm strsm CUDA3 1.327422 4214 40
CPU17 6.313998 4175 strsm strsm CUDA1 1.416963 4215 40
CPU6 6.336529 4176 strsm strsm CUDA0 1.356388 4216 40
CPU4 6.312886 4177 strsm strsm CUDA3 1.421094 4217 40
CPU14 6.274567 4178 strsm strsm CUDA2 1.020540 4218 40
CPU5 6.311437 4179 strsm strsm CUDA1 1.034977 4219 40
CPU2 5.926656 4180 strsm strsm CUDA0 0.860143 4220 40
CPU0 6.306916 4181 strsm strsm CUDA2 0.984761 4221 40
CPU10 6.243166 4182 strsm strsm CUDA1 1.680305 4222 40
CPU19 6.263650 4183 strsm strsm CUDA3 1.027330 4223 40
CPU15 6.189618 4184 strsm strsm CUDA0 2.176043 4224 40
CPU8 6.312180 4185 strsm strsm CUDA0 1.053355 4225 40
CPU3 5.914402 4186 strsm strsm CUDA3 13.890447 4226 40
CPU16 5.899474 4187 strsm strsm CUDA1 1.036841 4227 40
CPU13 6.209226 4188 strsm strsm CUDA3 1.033597 4228 40
CPU12 6.261401 4189 strsm strsm CUDA1 0.985186 4229 40
CPU11 9.682425 4190 strsm strsm CUDA0 1.031254 4230 40
CPU9 4.836899 4193 ssyrk ssyrk CUDA0 0.538026 4233 40
CPU9 7.531252 4194 sgemm sgemm CUDA2 0.240596 4234 40
CPU9 7.527124 4195 sgemm sgemm CUDA0 0.140034 4235 40
CPU9 7.513134 4196 sgemm sgemm CUDA2 0.603045 4236 40
CPU9 7.339902 4197 sgemm sgemm CUDA0 0.413745 4237 40
CPU3 6.765326 4198 sgemm sgemm CUDA3 0.331083 4238 40
CPU1 6.535620 4199 sgemm sgemm CUDA2 0.555761 4239 40
CPU10 7.525268 4200 sgemm sgemm CUDA2 0.206295 4240 40
CPU4 7.286575 4201 sgemm sgemm CUDA0 0.424150 4241 40
CPU6 7.194349 4202 sgemm sgemm CUDA2 0.209703 4242 40
CPU19 7.264636 4203 sgemm sgemm CUDA1 0.246659 4243 40
CPU17 7.389927 4204 sgemm sgemm CUDA3 0.256155 4244 40
CPU5 7.337494 4205 sgemm sgemm CUDA0 0.254531 4245 40
CPU14 7.360855 4206 sgemm sgemm CUDA0 0.248652 4246 40
CPU12 7.393330 4207 sgemm sgemm CUDA3 0.298413 4247 40
CPU8 7.219845 4208 sgemm sgemm CUDA1 0.202705 4248 40
CPU2 6.534611 4209 sgemm sgemm CUDA3 0.248298 4249 40
CPU0 7.255202 4210 sgemm sgemm CUDA1 0.471863 4250 40
CPU11 9.628112 4211 sgemm sgemm CUDA0 0.206184 4251 40
CPU7 4.753135 4214 ssyrk ssyrk CUDA2 0.543609 4254 40
CPU7 7.584641 4215 sgemm sgemm CUDA1 0.240731 4255 40
CPU7 7.631744 4216 sgemm sgemm CUDA1 0.503716 4256 40
CPU6 7.639413 4217 sgemm sgemm CUDA1 0.250145 4257 40
CPU3 6.609079 4218 sgemm sgemm CUDA3 0.252989 4258 40
CPU7 7.769037 4219 sgemm sgemm CUDA2 0.199786 4259 40
CPU5 7.706045 4220 sgemm sgemm CUDA2 0.122790 4260 40
CPU7 7.889844 4221 sgemm sgemm CUDA1 0.255127 4261 40
CPU0 7.707422 4222 sgemm sgemm CUDA2 0.201645 4262 40
CPU7 7.816376 4223 sgemm sgemm CUDA1 0.246842 4263 40
CPU7 7.737769 4224 sgemm sgemm CUDA3 0.209108 4264 40
CPU7 7.541155 4225 sgemm sgemm CUDA1 1.257041 4265 40
CPU8 7.729215 4226 sgemm sgemm CUDA2 0.246413 4266 40
CPU1 6.673118 4227 sgemm sgemm CUDA3 0.204420 4267 40
CPU4 7.294373 4228 sgemm sgemm CUDA1 0.647673 4268 40
CPU6 7.325093 4229 sgemm sgemm CUDA3 0.201897 4269 40
CPU5 7.281008 4230 sgemm sgemm CUDA1 0.203522 4270 40
CPU11 7.802201 4231 sgemm sgemm CUDA0 0.248413 4271 40
CPU18 4.634308 4234 ssyrk ssyrk CUDA3 0.207167 4274 40
CPU17 7.807680 4235 sgemm sgemm CUDA3 0.231052 4275 40
CPU6 7.706755 4236 sgemm sgemm CUDA1 0.252933 4276 40
CPU4 7.647118 4237 sgemm sgemm CUDA3 1.659492 4277 40
CPU14 7.913356 4238 sgemm sgemm CUDA0 0.094420 4278 40
CPU5 7.710125 4239 sgemm sgemm CUDA1 0.248155 4279 40
CPU18 7.582573 4240 sgemm sgemm CUDA1 0.242119 4280 40
CPU0 7.603046 4241 sgemm sgemm CUDA3 1.000040 4281 40
CPU10 7.522095 4242 sgemm sgemm CUDA1 0.182262 4282 40
CPU19 7.790772 4243 sgemm sgemm CUDA3 0.249642 4283 40
CPU18 7.423821 4244 sgemm sgemm CUDA1 0.248718 4284 40
CPU8 7.678985 4245 sgemm sgemm CUDA0 0.246460 4285 40
CPU18 7.548239 4246 sgemm sgemm CUDA0 0.202051 4286 40
CPU18 7.417959 4247 sgemm sgemm CUDA1 0.201947 4287 40
CPU13 7.554198 4248 sgemm sgemm CUDA3 0.206598 4288 40
CPU12 7.782623 4249 sgemm sgemm CUDA1 0.203449 4289 40
CPU11 7.409624 4250 sgemm sgemm CUDA0 0.209034 4290 40
CPU17 4.881136 4253 ssyrk ssyrk CUDA2 0.424169 4293 40
CPU6 7.603664 4254 sgemm sgemm CUDA1 0.250253 4294 40
CPU2 6.538790 4255 sgemm sgemm CUDA3 0.247650 4295 40
CPU16 6.708960 4256 sgemm sgemm CUDA2 0.249266 4296 40
CPU5 7.610249 4257 sgemm sgemm CUDA2 0.100688 4297 40
CPU17 7.601613 4258 sgemm sgemm CUDA1 0.244334 4298 40
CPU0 7.702839 4259 sgemm sgemm CUDA3 0.412194 4299 40
CPU16 6.568319 4260 sgemm sgemm CUDA1 0.244660 4300 40
CPU17 7.571788 4261 sgemm sgemm CUDA3 0.600864 4301 40
CPU16 6.616983 4262 sgemm sgemm CUDA1 0.212555 4302 40
CPU8 7.563123 4263 sgemm sgemm CUDA2 0.207116 4303 40
CPU15 7.374976 4264 sgemm sgemm CUDA3 0.203009 4304 40
CPU17 7.601682 4265 sgemm sgemm CUDA1 0.187484 4305 40
CPU16 6.622194 4266 sgemm sgemm CUDA3 0.201313 4306 40
CPU15 7.381853 4267 sgemm sgemm CUDA1 0.205930 4307 40
CPU15 7.438461 4268 sgemm sgemm CUDA0 0.202523 4308 40
CPU6 4.806815 4271 ssyrk ssyrk CUDA1 0.064711 4311 40
CPU6 7.610263 4272 sgemm sgemm CUDA3 0.246280 4312 40
CPU6 7.532936 4273 sgemm sgemm CUDA0 0.248310 4313 40
CPU6 7.401366 4274 sgemm sgemm CUDA1 0.202924 4314 40
CPU3 6.949699 4275 sgemm sgemm CUDA0 0.100857 4315 40
CPU1 6.769179 4276 sgemm sgemm CUDA3 4.591779 4316 40
CPU2 6.559217 4277 sgemm sgemm CUDA1 1.573747 4317 40
CPU4 7.308851 4278 sgemm sgemm CUDA3 0.247810 4318 40
CPU1 6.659875 4279 sgemm sgemm CUDA1 0.207354 4319 40
CPU3 6.586090 4280 sgemm sgemm CUDA0 0.250770 4320 40
CPU6 7.340052 4281 sgemm sgemm CUDA0 1.119228 4321 40
CPU5 7.328264 4282 sgemm sgemm CUDA1 0.187103 4322 40
CPU2 6.543274 4283 sgemm sgemm CUDA3 0.204952 4323 40
CPU3 6.569979 4284 sgemm sgemm CUDA1 0.229581 4324 40
CPU17 7.539602 4285 sgemm sgemm CUDA0 0.204931 4325 40
CPU4 4.725931 4288 ssyrk ssyrk CUDA3 0.334164 4328 40
CPU1 6.570332 4289 sgemm sgemm CUDA0 0.249734 4329 40
CPU3 6.537851 4290 sgemm sgemm CUDA3 0.238651 4330 40
CPU4 7.691603 4291 sgemm sgemm CUDA3 2.063458 4331 40
CPU2 6.787518 4292 sgemm sgemm CUDA3 0.246320 4332 40
CPU3 6.660252 4293 sgemm sgemm CUDA3 0.118235 4333 40
CPU1 6.667360 4294 sgemm sgemm CUDA3 0.253203 4334 40
CPU2 6.742400 4295 sgemm sgemm CUDA0 1.653566 4335 40
CPU4 7.571746 4296 sgemm sgemm CUDA0 0.205103 4336 40
CPU3 6.619077 4297 sgemm sgemm CUDA3 0.200886 4337 40
CPU1 6.605468 4298 sgemm sgemm CUDA3 1.186241 4338 40
CPU2 6.740243 4299 sgemm sgemm CUDA3 0.189347 4339 40
CPU4 7.528503 4300 sgemm sgemm CUDA1 0.200316 4340 40
CPU19 7.542318 4301 sgemm sgemm CUDA0 12.992642 4341 40
CPU14 4.831311 4304 ssyrk ssyrk CUDA0 0.395483 4344 40
CPU5 7.604279 4305 sgemm sgemm CUDA0 0.247600 4345 40
CPU14 7.510274 4306 sgemm sgemm CUDA0 0.240442 4346 40
CPU0 7.619741 4307 sgemm sgemm CUDA2 0.202754 4347 40
CPU14 7.626693 4308 sgemm sgemm CUDA0 0.247698 4348 40
CPU14 7.642313 4309 sgemm sgemm CUDA2 0.248163 4349 40
CPU14 7.685433 4310 sgemm sgemm CUDA1 0.195971 4350 40
CPU8 7.660314 4311 sgemm sgemm CUDA2 0.205144 4351 40
CPU13 7.411901 4312 sgemm sgemm CUDA0 0.178005 4352 40
CPU14 7.618152 4313 sgemm sgemm CUDA1 0.203480 4353 40
CPU13 7.362371 4314 sgemm sgemm CUDA1 0.200491 4354 40
CPU12 7.802081 4315 sgemm sgemm CUDA1 0.211246 4355 40
CPU16 6.751422 4316 sgemm sgemm CUDA0 0.200764 4356 40
CPU5 4.788537 4319 ssyrk ssyrk CUDA2 0.114279 4359 40
